HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N4.HOG0001535	OG0001211	n0	NP_417648.4				NP_462210.1	
N4.HOG0001536	OG0001212	n0	NP_417649.1				NP_462211.1	
N4.HOG0001537	OG0001213	n0	NP_417650.1				NP_462212.1	
N4.HOG0001538	OG0001214	n0	NP_417652.1				NP_462213.1	
N4.HOG0001539	OG0001215	n0	NP_417653.1				NP_462214.1	
N4.HOG0001540	OG0001216	n0	NP_417656.1				NP_462217.1	
N4.HOG0001541	OG0001217	n0	NP_417662.1				NP_462223.1	
N4.HOG0001542	OG0001218	n0	NP_417672.1				NP_462233.1	
N4.HOG0001543	OG0001219	n0	NP_417704.1				NP_463323.1, NP_462270.1	
N4.HOG0001544	OG0001220	n0	NP_417713.2				NP_462280.1	
N4.HOG0001545	OG0001221	n0	NP_417725.1				NP_462293.1	
N4.HOG0001546	OG0001222	n0	NP_417726.1				NP_462294.1	
N4.HOG0001547	OG0001223	n0	NP_417746.1				NP_462311.1	
N4.HOG0001548	OG0001224	n0	NP_417749.1				NP_462314.1	
N4.HOG0001549	OG0001225	n0	NP_417753.1				NP_462318.1	
N4.HOG0001550	OG0001226	n0	NP_417754.1				NP_462319.1	
N4.HOG0001551	OG0001227	n0	NP_417758.1				NP_462323.1	
N4.HOG0001552	OG0001228	n0	NP_417760.1				NP_462325.1	
N4.HOG0001553	OG0001229	n0	NP_417761.1				NP_462326.1	
N4.HOG0001554	OG0001230	n0	NP_417763.1				NP_462328.1	
N4.HOG0001555	OG0001231	n0	NP_417766.1				NP_462331.3	
N4.HOG0001556	OG0001232	n0	NP_417768.1				NP_462333.1	
N4.HOG0001557	OG0001233	n0	NP_417770.1				NP_462335.1	
N4.HOG0001558	OG0001234	n0	NP_417772.1				NP_462337.1	
N4.HOG0001559	OG0001235	n0	NP_417774.1				NP_462339.1	
N4.HOG0001560	OG0001236	n0	NP_417778.1				NP_462343.1	
N4.HOG0001561	OG0001237	n0	NP_417787.1					
N4.HOG0001562	OG0001238	n0	NP_417795.1				NP_462347.1	
N4.HOG0001563	OG0001239	n0	NP_417801.1				NP_462352.1	
N4.HOG0001564	OG0001240	n0	NP_417845.1				NP_462386.1	
N4.HOG0001565	OG0001241	n0	NP_417864.1				NP_462405.1	
N4.HOG0001566	OG0001242	n0	NP_417872.2				NP_462413.1	
N4.HOG0001567	OG0001243	n0	NP_417875.1				NP_462416.1	
N4.HOG0001568	OG0001244	n0	NP_417883.1				NP_462427.1	
N4.HOG0001569	OG0001245	n0	NP_417890.1				NP_462439.1	
N4.HOG0001570	OG0001246	n0	NP_417896.1				NP_462445.1	
N4.HOG0001571	OG0001247	n0	NP_417912.1				NP_462462.1	
N4.HOG0001572	OG0001248	n0	NP_417913.1				NP_462463.1	
N4.HOG0001573	OG0001249	n0	NP_417914.1				NP_462464.1	
N4.HOG0001574	OG0001250	n0	NP_417919.1				NP_462470.1	
N4.HOG0001575	OG0001251	n0	NP_417920.1				NP_462471.1	
N4.HOG0001576	OG0001252	n0	NP_417922.1				NP_462473.1	
N4.HOG0001577	OG0001253	n0	NP_418003.1				NP_461509.1	
N4.HOG0001578	OG0001254	n0	NP_418036.1				NP_462935.1, NP_462084.1, NP_462573.1	
N4.HOG0001579	OG0001255	n2	NP_418618.1				NP_463248.1	
N4.HOG0001580	OG0001255	n3	NP_418039.2				NP_462576.1	
N4.HOG0001581	OG0001256	n0	NP_418064.1				NP_462599.1	
N4.HOG0001582	OG0001257	n0	NP_418091.1				NP_462625.1	
N4.HOG0001583	OG0001258	n0	NP_418092.1				NP_462626.1	
N4.HOG0001584	OG0001259	n0	NP_418094.1				NP_462628.1	
N4.HOG0001585	OG0001260	n0	NP_418097.2				NP_462631.1	
N4.HOG0001586	OG0001261	n0	NP_418105.1				NP_462640.1	
N4.HOG0001587	OG0001262	n0	NP_418108.1				NP_462643.1	
N4.HOG0001588	OG0001263	n0	NP_418109.1				NP_462644.1	
N4.HOG0001589	OG0001264	n0	NP_418113.1				NP_459046.1, NP_462649.1	
N4.HOG0001590	OG0001265	n0	NP_418132.1				NP_462706.1	
N4.HOG0001591	OG0001266	n0	NP_418156.1				NP_462737.1	
N4.HOG0001592	OG0001267	n0	NP_418157.1				NP_462738.1	
N4.HOG0001593	OG0001268	n0	NP_418158.1				NP_462739.1	
N4.HOG0001594	OG0001269	n0	NP_418169.1				NP_462749.3	
N4.HOG0001595	OG0001270	n0	NP_418181.1				NP_462753.1	
N4.HOG0001596	OG0001271	n0	NP_418186.1				NP_462761.1	
N4.HOG0001597	OG0001272	n0	NP_418187.1				NP_462763.1	
N4.HOG0001598	OG0001273	n0	NP_418189.1				NP_462765.1	
N4.HOG0001599	OG0001274	n0	NP_418190.1				NP_462766.1	
N4.HOG0001600	OG0001275	n0	NP_418191.1				NP_462767.1	
N4.HOG0001601	OG0001276	n0	NP_418193.1				NP_462769.1	
N4.HOG0001602	OG0001277	n0	NP_418194.1				NP_462770.1	
N4.HOG0001603	OG0001278	n0	NP_418196.1				NP_462772.3	
N4.HOG0001604	OG0001279	n0	NP_418214.2				NP_462790.1	
N4.HOG0001605	OG0001280	n0	NP_418223.1				NP_462801.1	
N4.HOG0001606	OG0001281	n0	NP_418230.1				NP_462807.1	
N4.HOG0001607	OG0001282	n0	NP_418254.2				NP_462832.3	
N4.HOG0001608	OG0001283	n0	NP_418257.1				NP_462835.1	
N4.HOG0001609	OG0001284	n0	NP_418258.1				NP_462836.1	
N4.HOG0001610	OG0001285	n0	NP_418285.1				NP_462863.1	
N4.HOG0001611	OG0001286	n0	NP_418286.1				NP_462864.1	
N4.HOG0001612	OG0001287	n0	NP_418300.1				NP_462879.1	
N4.HOG0001613	OG0001288	n0	NP_418323.1				NP_462908.1	
N4.HOG0001614	OG0001289	n0	NP_418351.1				NP_462943.1	
N4.HOG0001615	OG0001290	n0	NP_418370.1				NP_462976.1	
N4.HOG0001616	OG0001291	n0	NP_418371.1				NP_462977.1	
N4.HOG0001617	OG0001292	n0	NP_418378.4				NP_460818.1	
N4.HOG0001618	OG0001293	n0	NP_418392.1				NP_463000.1	
N4.HOG0001619	OG0001294	n0	NP_418402.2				NP_463010.1	
N4.HOG0001620	OG0001295	n0	NP_418403.1				NP_463011.1	
N4.HOG0001621	OG0001296	n0	NP_418409.1				NP_463017.1	
N4.HOG0001622	OG0001297	n0	NP_418411.1				NP_463019.1	
N4.HOG0001623	OG0001298	n0	NP_418413.1				NP_463021.1	
N4.HOG0001624	OG0001299	n0	NP_418418.2				NP_463029.1	
N4.HOG0001625	OG0001300	n0	NP_418421.1				NP_463032.1	
N4.HOG0001626	OG0001301	n0	NP_418425.1				NP_463036.2	
N4.HOG0001627	OG0001302	n0	NP_418434.1				NP_463045.1	
N4.HOG0001628	OG0001303	n0	NP_418443.1				NP_463053.3	
N4.HOG0001629	OG0001304	n0	NP_418449.1				NP_463086.1	
N4.HOG0001630	OG0001305	n0	NP_418464.1				NP_463099.1	
N4.HOG0001631	OG0001306	n0	NP_418465.4				NP_463100.1	
N4.HOG0001632	OG0001307	n0	NP_418467.1				NP_463102.1	
N4.HOG0001633	OG0001308	n0	NP_418468.3				NP_463103.1	
N4.HOG0001634	OG0001309	n0	NP_418476.1				NP_463111.1	
N4.HOG0001635	OG0001310	n0	NP_418492.1				NP_463139.1	
N4.HOG0001636	OG0001311	n0	NP_418517.1				NP_463152.3	
N4.HOG0001637	OG0001312	n2	NP_418556.1				NP_461493.1	
N4.HOG0001638	OG0001312	n3	NP_418539.1				NP_463159.1	
N4.HOG0001639	OG0001313	n0	NP_418564.2				NP_463191.3	
N4.HOG0001640	OG0001314	n0	NP_418565.1				NP_463192.1	
N4.HOG0001641	OG0001315	n0	NP_418566.1				NP_463193.1	
N4.HOG0001642	OG0001316	n0	NP_418571.1				NP_463198.1	
N4.HOG0001643	OG0001317	n0	NP_418584.1				NP_463212.1	
N4.HOG0001644	OG0001318	n0	NP_418586.4				NP_463214.1	
N4.HOG0001645	OG0001319	n0	NP_418589.1				NP_463218.1	
N4.HOG0001646	OG0001320	n0	NP_418592.1				NP_463221.1	
N4.HOG0001647	OG0001321	n0	NP_418601.1				NP_463230.1	
N4.HOG0001648	OG0001322	n0	NP_418621.5				NP_463252.1	
N4.HOG0001649	OG0001323	n0	NP_418624.1				NP_463255.1	
N4.HOG0001650	OG0001324	n0	NP_418660.1				NP_463314.1	
N4.HOG0001651	OG0001325	n0	NP_418669.1				NP_460509.1	
N4.HOG0001652	OG0001326	n0	NP_418681.1				NP_463337.1	
N4.HOG0001653	OG0001327	n0	NP_418684.1					
N4.HOG0001654	OG0001328	n0	NP_418711.1					
N4.HOG0001655	OG0001329	n1	NP_418747.1				NP_463370.1	
N4.HOG0001656	OG0001329	n3					NP_459744.1	
N4.HOG0001657	OG0001330	n0	NP_418769.1				NP_463384.1	
N4.HOG0001658	OG0001331	n2	NP_418773.1				NP_463390.1	
N4.HOG0001659	OG0001331	n3	YP_588442.1				NP_459593.1	
N4.HOG0001660	OG0001332	n0	NP_418805.1				NP_463434.1	
N4.HOG0001661	OG0001333	n0	NP_418815.1				NP_463444.1	
N4.HOG0001662	OG0001334	n0	YP_025310.1				NP_460027.1	
N4.HOG0001663	OG0001335	n0	YP_026172.1				NP_461614.1	
N4.HOG0001664	OG0001336	n0	YP_026201.1				NP_462138.1	
N4.HOG0001665	OG0001337	n0	YP_026211.1				NP_462309.1	
N4.HOG0001666	OG0001338	n0	YP_026215.2				NP_462390.1	
N4.HOG0001667	OG0001339	n0	YP_026262.1				NP_461905.3, NP_462840.1	
N4.HOG0001668	OG0001340	n0	YP_026265.1				NP_462845.1	
N4.HOG0001669	OG0001341	n0	YP_026270.1				NP_462859.1	
N4.HOG0001670	OG0001342	n0	YP_026274.1				NP_462889.1	
N4.HOG0001671	OG0001343	n0	YP_026279.1				NP_463030.1	
N4.HOG0001672	OG0001344	n0	YP_026280.1				NP_463035.1	
N4.HOG0001673	OG0001345	n0	YP_588472.1				NP_462741.1	
N4.HOG0001674	OG0001347	n0					NP_461175.1	
N4.HOG0001675	OG0001349	n0					NP_459327.1	
N4.HOG0001676	OG0001370	n0					NP_463282.1	
N4.HOG0001677	OG0001375	n0					NP_463327.1	
N4.HOG0001678	OG0001382	n0					NP_459676.1	
N4.HOG0001679	OG0001383	n0					NP_459023.1	
N4.HOG0001680	OG0001384	n0					NP_460978.1	
N4.HOG0001681	OG0001385	n0					NP_460974.1	
N4.HOG0001682	OG0001386	n0					NP_460976.1	
N4.HOG0001683	OG0001388	n0					NP_460979.1	
N4.HOG0001684	OG0001389	n2					NP_460082.1	
N4.HOG0001685	OG0001389	n3					NP_461871.1	
N4.HOG0001686	OG0001392	n0					NP_462034.1	
N4.HOG0001687	OG0001395	n0					NP_460980.1	
N4.HOG0001688	OG0001397	n0					NP_459060.1, NP_462262.1	
N4.HOG0001689	OG0001402	n0					NP_459708.1	
N4.HOG0001690	OG0001403	n0					NP_459707.1	
N4.HOG0001691	OG0001405	n0					NP_460964.1	
N4.HOG0001692	OG0001406	n0					NP_460519.1	
N4.HOG0001693	OG0001407	n0					NP_460518.1	
N4.HOG0001694	OG0001411	n0					NP_461937.1	
N4.HOG0001695	OG0001412	n0					NP_461621.1	
N4.HOG0001696	OG0001413	n0					NP_462578.1	
N4.HOG0001697	OG0001415	n0					NP_459426.1	
N4.HOG0001698	OG0001421	n0					NP_460532.3	
N4.HOG0001699	OG0001435	n0					NP_490541.1, NP_463377.1, NP_462665.1, NP_462411.1, NP_459474.1	
N4.HOG0001700	OG0001440	n0	NP_414547.1				NP_459010.1	
N4.HOG0001701	OG0001441	n0	NP_414569.1				NP_459053.1	
N4.HOG0001702	OG0001442	n0	NP_414590.1				NP_459092.1	
N4.HOG0001703	OG0001443	n0	NP_414591.1				NP_459093.1	
N4.HOG0001704	OG0001444	n0	NP_414595.1				NP_459097.1	
N4.HOG0001705	OG0001445	n0	NP_414597.1				NP_459099.1	
N4.HOG0001706	OG0001446	n0	NP_414607.1				NP_459110.1	
N4.HOG0001707	OG0001447	n0	NP_414611.1				NP_459114.1, NP_462759.1, NP_461686.1	
N4.HOG0001708	OG0001448	n0	NP_414623.1				NP_459124.1	
N4.HOG0001709	OG0001449	n0	NP_414650.1				NP_459149.1	
N4.HOG0001710	OG0001450	n0	NP_414666.1				NP_459174.1	
N4.HOG0001711	OG0001451	n0	NP_416747.1, NP_416808.1, NP_417870.1, NP_414674.1					
N4.HOG0001712	OG0001452	n0	NP_414687.1				NP_459191.1	
N4.HOG0001713	OG0001453	n0	NP_414688.1				NP_459192.1	
N4.HOG0001714	OG0001454	n0	NP_414689.4				NP_459193.1	
N4.HOG0001715	OG0001455	n0	NP_414690.4				NP_459194.1	
N4.HOG0001716	OG0001456	n0	YP_010051172.1, NP_414691.1				NP_459195.1	
N4.HOG0001717	OG0001457	n0	NP_414706.2					
N4.HOG0001718	OG0001458	n0	NP_414727.1				NP_459237.1	
N4.HOG0001719	OG0001459	n0	NP_414733.1				NP_459245.1	
N4.HOG0001720	OG0001460	n0	NP_414737.1				NP_459247.1	
N4.HOG0001721	OG0001461	n0	NP_414742.1				NP_459252.1	
N4.HOG0001722	OG0001462	n0	NP_414758.1				NP_459309.1	
N4.HOG0001723	OG0001463	n0	NP_414759.1				NP_462190.1, NP_459310.1	
N4.HOG0001724	OG0001464	n0	YP_009518742.1, NP_416508.1, NP_417132.1, NP_414780.1					
N4.HOG0001725	OG0001465	n0	NP_415922.1, NP_418704.1, NP_414790.1					
N4.HOG0001726	OG0001466	n0	NP_414801.1				NP_490534.1	
N4.HOG0001727	OG0001467	n0	NP_414870.1				NP_462243.1	
N4.HOG0001728	OG0001468	n0	NP_414872.3					
N4.HOG0001729	OG0001469	n0	NP_414884.2				NP_460078.1	
N4.HOG0001730	OG0001470	n0	NP_414889.1, NP_416659.1				NP_461139.2	
N4.HOG0001731	OG0001471	n0	NP_414909.2				NP_459369.1, NP_459025.1, NP_463452.1	
N4.HOG0001732	OG0001472	n0	NP_414931.1				NP_459390.1	
N4.HOG0001733	OG0001473	n0	NP_414935.1				NP_459394.1	
N4.HOG0001734	OG0001474	n0	NP_414940.1				NP_459400.1	
N4.HOG0001735	OG0001475	n0	NP_414953.2				NP_459416.1	
N4.HOG0001736	OG0001476	n0	NP_414961.4				NP_459431.3	
N4.HOG0001737	OG0001477	n0	NP_414978.1				NP_459451.1	
N4.HOG0001738	OG0001478	n0	NP_415026.1				NP_459500.1	
N4.HOG0001739	OG0001479	n0	NP_415040.1				NP_459512.1	
N4.HOG0001740	OG0001480	n0	NP_415044.4				NP_459517.1	
N4.HOG0001741	OG0001481	n0	NP_415054.1				NP_463326.1, NP_459527.1	
N4.HOG0001742	OG0001482	n0	NP_415088.1				NP_460004.1, NP_461547.3, NP_459885.1	
N4.HOG0001743	OG0001483	n0	NP_415679.1, NP_415090.2, NP_416067.2				NP_460812.1	
N4.HOG0001744	OG0001484	n0	NP_415109.1				NP_459561.1	
N4.HOG0001745	OG0001485	n0	NP_415111.1				NP_459571.1	
N4.HOG0001746	OG0001486	n0	NP_415113.1				NP_459575.1	
N4.HOG0001747	OG0001487	n0	NP_415126.1				NP_459588.1	
N4.HOG0001748	OG0001488	n0	NP_415139.2				NP_459601.1	
N4.HOG0001749	OG0001489	n0	NP_415166.1				NP_459630.1	
N4.HOG0001750	OG0001490	n0	NP_415167.1				NP_459631.1	
N4.HOG0001751	OG0001491	n1	NP_415178.1				NP_459647.1	
N4.HOG0001752	OG0001491	n2	NP_415181.1				NP_459649.1	
N4.HOG0001753	OG0001492	n1	NP_415179.1				NP_459648.1	
N4.HOG0001754	OG0001492	n2	NP_415182.1				NP_459650.1	
N4.HOG0001755	OG0001493	n1	NP_415202.1				NP_459667.1	
N4.HOG0001756	OG0001493	n2	NP_416111.1				NP_460448.1	
N4.HOG0001757	OG0001494	n0	NP_415206.1				NP_459671.1	
N4.HOG0001758	OG0001495	n0	NP_415214.1				NP_459683.1	
N4.HOG0001759	OG0001496	n0	YP_009518758.1, NP_415977.1, NP_417941.1, NP_415234.1					
N4.HOG0001760	OG0001497	n1	NP_418554.1				NP_461495.1	
N4.HOG0001761	OG0001497	n2	NP_415237.1				NP_459695.1	
N4.HOG0001762	OG0001498	n0	NP_415244.4, NP_417520.1					
N4.HOG0001763	OG0001499	n0	NP_415269.1				NP_459734.1	
N4.HOG0001764	OG0001500	n1	NP_416219.1				NP_460313.1	
N4.HOG0001765	OG0001500	n2	NP_415275.1				NP_459740.1	
N4.HOG0001766	OG0001501	n0	NP_415276.1				NP_459751.1	
N4.HOG0001767	OG0001502	n0	NP_415282.1				NP_459758.1	
N4.HOG0001768	OG0001503	n0	NP_415288.1				NP_459764.1	
N4.HOG0001769	OG0001504	n0	NP_415298.1				NP_459774.1	
N4.HOG0001770	OG0001505	n0	NP_415301.1				NP_459779.1	
N4.HOG0001771	OG0001506	n0	NP_415305.1				NP_459783.3	
N4.HOG0001772	OG0001507	n1	NP_415307.1				NP_459785.1	
N4.HOG0001773	OG0001507	n2	NP_415308.1				NP_459786.1	
N4.HOG0001774	OG0001508	n0	NP_415309.1				NP_459789.1	
N4.HOG0001775	OG0001509	n0	NP_415311.1				NP_459791.1	
N4.HOG0001776	OG0001510	n0	NP_415317.4				NP_459797.1	
N4.HOG0001777	OG0001511	n0	NP_415356.1				NP_459829.1	
N4.HOG0001778	OG0001512	n0	NP_415390.4				NP_459910.1	
N4.HOG0001779	OG0001513	n0	NP_415391.1				NP_459911.1	
N4.HOG0001780	OG0001514	n0	NP_415407.1				NP_459933.1	
N4.HOG0001781	OG0001515	n1	NP_415423.1				NP_459948.1	
N4.HOG0001782	OG0001515	n2	YP_026205.1				NP_462155.1	
N4.HOG0001783	OG0001516	n0	NP_415451.1				NP_459979.1	
N4.HOG0001784	OG0001517	n0	NP_415457.1					
N4.HOG0001785	OG0001518	n0	NP_415467.1				NP_460034.1	
N4.HOG0001786	OG0001519	n0	NP_415470.1				NP_460037.1	
N4.HOG0001787	OG0001520	n0	NP_415480.2				NP_460047.1	
N4.HOG0001788	OG0001521	n0	NP_415481.1				NP_460048.1	
N4.HOG0001789	OG0001522	n0	NP_415485.4				NP_460052.1	
N4.HOG0001790	OG0001523	n0	NP_415503.1, NP_416566.1				NP_461063.1	
N4.HOG0001791	OG0001524	n0	NP_415512.1, NP_416708.1				NP_461200.1	
N4.HOG0001792	OG0001525	n0	NP_415524.1				NP_460092.1	
N4.HOG0001793	OG0001526	n0	NP_415574.1				NP_460128.1	
N4.HOG0001794	OG0001527	n0	NP_415579.1				NP_460133.1, NP_459994.1, NP_461556.1	
N4.HOG0001795	OG0001528	n0	NP_415583.4				NP_460137.1	
N4.HOG0001796	OG0001529	n0	NP_415647.1				NP_460200.1	
N4.HOG0001797	OG0001530	n0	NP_415654.1				NP_460208.1	
N4.HOG0001798	OG0001531	n0	NP_415677.1					
N4.HOG0001799	OG0001532	n0	NP_415693.1				NP_460771.1	
N4.HOG0001800	OG0001533	n0	NP_415701.1				NP_460949.1, NP_461173.3, NP_490545.1	
N4.HOG0001801	OG0001534	n0	NP_415703.3				NP_462109.1, NP_460763.1	
N4.HOG0001802	OG0001535	n0	NP_415709.2				NP_460757.1	
N4.HOG0001803	OG0001536	n0	NP_415710.1				NP_460756.1	
N4.HOG0001804	OG0001537	n0	NP_415732.1				NP_460729.1	
N4.HOG0001805	OG0001538	n0	NP_415733.1				NP_460728.1	
N4.HOG0001806	OG0001539	n0	NP_415749.1				NP_460714.1	
N4.HOG0001807	OG0001540	n0	NP_415750.2				NP_460713.1	
N4.HOG0001808	OG0001541	n0	NP_415798.2				NP_460665.1	
N4.HOG0001809	OG0001542	n0	NP_415814.4					
N4.HOG0001810	OG0001543	n0	NP_415824.1				NP_460644.1	
N4.HOG0001811	OG0001544	n0	NP_415831.1, NP_418700.2				NP_460105.1	
N4.HOG0001812	OG0001545	n0	NP_415839.1				NP_460641.1	
N4.HOG0001813	OG0001546	n0	NP_415840.1				NP_460640.1	
N4.HOG0001814	OG0001547	n0	NP_415846.1				NP_460227.1, NP_460622.1	
N4.HOG0001815	OG0001548	n0	NP_415849.1				NP_460620.1	
N4.HOG0001816	OG0001549	n0	NP_415858.1				NP_460615.1	
N4.HOG0001817	OG0001550	n0	NP_415866.1				NP_460827.1, NP_461567.1, NP_459984.1	
N4.HOG0001818	OG0001551	n0	NP_415881.1, YP_026273.1				NP_462871.1	
N4.HOG0001819	OG0001552	n0	NP_415898.1				NP_460606.1	
N4.HOG0001820	OG0001553	n0	NP_415902.1					
N4.HOG0001821	OG0001554	n0	NP_415931.4				NP_460600.3	
N4.HOG0001822	OG0001555	n0	NP_415965.1				NP_460549.1	
N4.HOG0001823	OG0001556	n0	NP_415967.2				NP_460547.1	
N4.HOG0001824	OG0001557	n0	NP_415993.1				NP_460527.1	
N4.HOG0001825	OG0001558	n0	NP_415996.2				NP_460525.1	
N4.HOG0001826	OG0001559	n0	NP_415999.1				NP_460522.1	
N4.HOG0001827	OG0001560	n0	NP_416005.1				NP_460558.1	
N4.HOG0001828	OG0001561	n0	NP_418715.2, NP_416029.1				NP_462954.1	
N4.HOG0001829	OG0001562	n0	NP_416036.1					
N4.HOG0001830	OG0001563	n0	NP_416099.1				NP_460464.1	
N4.HOG0001831	OG0001564	n0	NP_416103.2				NP_460460.1	
N4.HOG0001832	OG0001565	n0	NP_416108.2				NP_460455.1, NP_463173.1, NP_459602.1	
N4.HOG0001833	OG0001566	n0	NP_416119.1				NP_460440.1	
N4.HOG0001834	OG0001567	n0	NP_416122.1				NP_460437.1	
N4.HOG0001835	OG0001568	n0	NP_416130.3				NP_460428.1	
N4.HOG0001836	OG0001569	n0	NP_416134.1					
N4.HOG0001837	OG0001570	n0	NP_416141.4				NP_460425.3	
N4.HOG0001838	OG0001571	n0	NP_416144.1				NP_460422.1	
N4.HOG0001839	OG0001572	n0	NP_416146.1				NP_460998.1, NP_460420.1	
N4.HOG0001840	OG0001573	n0	NP_416147.1				NP_460419.1	
N4.HOG0001841	OG0001574	n0	NP_416149.1				NP_460417.1	
N4.HOG0001842	OG0001575	n0	NP_416166.3				NP_460400.1	
N4.HOG0001843	OG0001576	n0	NP_416211.1				NP_463284.1, NP_460321.1	
N4.HOG0001844	OG0001577	n0	NP_416239.1				NP_460290.1	
N4.HOG0001845	OG0001578	n0	NP_416248.1				NP_460282.1	
N4.HOG0001846	OG0001579	n0	NP_416261.1				NP_460270.1	
N4.HOG0001847	OG0001580	n0	NP_416278.1				NP_460263.1	
N4.HOG0001848	OG0001581	n0	NP_416280.1				NP_460261.1	
N4.HOG0001849	OG0001582	n0	NP_416281.1				NP_460260.1	
N4.HOG0001850	OG0001583	n0	NP_416294.4				NP_460255.1	
N4.HOG0001851	OG0001584	n0	NP_416305.1				NP_460244.1	
N4.HOG0001852	OG0001585	n0	NP_416312.1				NP_460236.1	
N4.HOG0001853	OG0001586	n0	NP_416336.1				NP_460791.1	
N4.HOG0001854	OG0001587	n0	NP_416357.1				NP_460834.1	
N4.HOG0001855	OG0001588	n0	NP_416367.1				NP_460844.1	
N4.HOG0001856	OG0001589	n0	NP_416371.4				NP_460848.3	
N4.HOG0001857	OG0001590	n0	NP_416382.1				NP_460860.1	
N4.HOG0001858	OG0001591	n0	NP_416386.4, NP_418007.3				NP_462545.1	
N4.HOG0001859	OG0001592	n0	NP_416394.1				NP_460871.1	
N4.HOG0001860	OG0001593	n0	NP_416404.1				NP_460880.1	
N4.HOG0001861	OG0001594	n0	NP_416410.1				NP_460885.1	
N4.HOG0001862	OG0001595	n0	NP_416424.1				NP_460231.1, NP_460900.1	
N4.HOG0001863	OG0001596	n0	NP_416432.3				NP_460909.1	
N4.HOG0001864	OG0001597	n0	NP_416433.1				NP_460912.1, NP_461698.1	
N4.HOG0001865	OG0001598	n0	NP_416456.1				NP_461812.1, NP_460930.1	
N4.HOG0001866	OG0001599	n0	NP_416467.1				NP_460940.1	
N4.HOG0001867	OG0001600	n0	NP_416470.1				NP_460943.1	
N4.HOG0001868	OG0001601	n0	NP_416479.1				NP_460070.1	
N4.HOG0001869	OG0001602	n0	NP_416531.4				NP_461024.1	
N4.HOG0001870	OG0001603	n0	NP_416533.1				NP_461026.1	
N4.HOG0001871	OG0001604	n0	NP_416551.1				NP_461027.1, NP_461048.1	
N4.HOG0001872	OG0001605	n0	NP_416602.1				NP_462948.1, NP_461087.1	
N4.HOG0001873	OG0001606	n0	NP_416639.2				NP_461114.1	
N4.HOG0001874	OG0001607	n0	NP_416652.4				NP_461132.1	
N4.HOG0001875	OG0001608	n0	NP_416664.1				NP_461148.1	
N4.HOG0001876	OG0001609	n0	NP_416675.1, YP_025293.1, NP_418115.1				NP_461152.1	
N4.HOG0001877	OG0001610	n0	NP_416684.1				NP_461162.1	
N4.HOG0001878	OG0001611	n0	NP_416700.1				NP_462714.1, NP_461192.1	
N4.HOG0001879	OG0001612	n0	NP_416701.1				NP_462715.1, NP_461193.1	
N4.HOG0001880	OG0001613	n0	NP_416703.1				NP_462717.1, NP_461195.1	
N4.HOG0001881	OG0001614	n0	NP_416704.1				NP_462718.1, NP_461196.1	
N4.HOG0001882	OG0001615	n0	NP_416705.2				NP_461197.1, NP_462719.1	
N4.HOG0001883	OG0001616	n0	NP_416710.1				NP_461202.1	
N4.HOG0001884	OG0001617	n0	NP_416714.1					
N4.HOG0001885	OG0001618	n0	NP_416735.1				NP_461218.1	
N4.HOG0001886	OG0001619	n0	NP_416742.1				NP_461224.1	
N4.HOG0001887	OG0001620	n0	NP_416743.1				NP_461340.1, NP_461225.1	
N4.HOG0001888	OG0001621	n0	NP_416748.1				NP_460079.1, NP_461231.1	
N4.HOG0001889	OG0001622	n0	NP_416750.2				NP_461233.1	
N4.HOG0001890	OG0001623	n0	NP_416752.1				NP_461230.1, NP_461235.1	
N4.HOG0001891	OG0001624	n0	NP_416770.1				NP_461254.1	
N4.HOG0001892	OG0001625	n0	NP_416771.4				NP_461255.1	
N4.HOG0001893	OG0001626	n0	NP_416794.1				NP_461274.1	
N4.HOG0001894	OG0001627	n0	NP_416801.2				NP_463324.1, NP_461281.1	
N4.HOG0001895	OG0001628	n0	NP_416802.1				NP_461288.1	
N4.HOG0001896	OG0001629	n0	NP_416819.1				NP_461308.1	
N4.HOG0001897	OG0001630	n0	NP_416848.1				NP_461334.1	
N4.HOG0001898	OG0001631	n0	NP_416868.1, NP_417171.1				NP_461741.1	
N4.HOG0001899	OG0001632	n0	NP_416874.1					
N4.HOG0001900	OG0001633	n1	NP_416901.1				NP_461356.1	
N4.HOG0001901	OG0001633	n2	NP_417439.4				NP_462029.1	
N4.HOG0001902	OG0001634	n0	NP_416902.1				NP_448816.1	
N4.HOG0001903	OG0001635	n0	NP_416905.1				NP_461360.2	
N4.HOG0001904	OG0001636	n0	NP_416908.1				NP_461364.1	
N4.HOG0001905	OG0001637	n0	NP_416910.1				NP_461366.1	
N4.HOG0001906	OG0001638	n0	NP_416929.4				NP_461384.3	
N4.HOG0001907	OG0001639	n0	NP_416932.1				NP_461389.1	
N4.HOG0001908	OG0001640	n1	YP_009518798.1				NP_461001.1	
N4.HOG0001909	OG0001640	n2	NP_416956.1				NP_461404.1	
N4.HOG0001910	OG0001641	n0	NP_416967.1				NP_461418.1	
N4.HOG0001911	OG0001642	n0	NP_416969.1				NP_461420.1	
N4.HOG0001912	OG0001643	n0	NP_416970.1				NP_461421.1	
N4.HOG0001913	OG0001644	n0	NP_416978.4, NP_417202.1				NP_461771.1	
N4.HOG0001914	OG0001645	n0	NP_416982.1, NP_417201.1				NP_461770.1	
N4.HOG0001915	OG0001646	n0	NP_416984.1, NP_417199.1				NP_461768.1	
