HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N4.HOG0000431	OG0000109	n7				PA0786			
N4.HOG0000432	OG0000109	n8		b0543		PA4990			STM1653
N4.HOG0000433	OG0000110	n6				PA2531			
N4.HOG0000434	OG0000110	n8				PA3165			
N4.HOG0000435	OG0000110	n10		b2021					STM2073
N4.HOG0000436	OG0000110	n11				PA1276			STM0644
N4.HOG0000437	OG0000111	n2		b1310					
N4.HOG0000438	OG0000111	n10		b4034					STM4229
N4.HOG0000439	OG0000112	n1		b0459					STM0472
N4.HOG0000440	OG0000112	n9		b2033					
N4.HOG0000441	OG0000112	n11		b2054		PA3853, PA0706			
N4.HOG0000442	OG0000113	n8				PA2098			STM4032
N4.HOG0000443	OG0000113	n12				PA5384			STM0490
N4.HOG0000444	OG0000114	n0		b1504, b4318, b0943, b0719, b3043, b3142, b4315, b4314, b0530					STM0177, STM0026, STM3029, STM0544, STM3640, STM0021, STM0543
N4.HOG0000445	OG0000115	n1		b1661					STM1427
N4.HOG0000446	OG0000115	n4				PA5546			
N4.HOG0000447	OG0000116	n2		b1867		PA3066			STM1902
N4.HOG0000448	OG0000116	n7		b1011		PA5507			
N4.HOG0000449	OG0000116	n11				PA1677, PA3783			
N4.HOG0000450	OG0000116	n13				PA3953			
N4.HOG0000451	OG0000117	n1		b1531		PA2281, PA1713, PA0780, PA3220			STM1519
N4.HOG0000452	OG0000117	n8		b4062, b4396					STM4265, STM1671, STM4586, STM0581
N4.HOG0000453	OG0000118	n4		b2076		PA2526			STM2128
N4.HOG0000454	OG0000118	n6		b2075		PA1436, PA2527			STM2127
N4.HOG0000455	OG0000118	n9				PA4375, PA4207, PA2494, PA3522, PA2018, PA4598			
N4.HOG0000456	OG0000119	n4				PA3535			
N4.HOG0000457	OG0000120	n2				PA1028, PA4186			
N4.HOG0000458	OG0000120	n5				PA3424			
N4.HOG0000459	OG0000120	n6				PA1918, PA1567			
N4.HOG0000460	OG0000120	n9		b1301		PA0534, PA2776			
N4.HOG0000461	OG0000120	n11				PA1565, PA5309, PA2317			STM3128
N4.HOG0000462	OG0000121	n2		b4478, b1581					STM2273, STM3833, STM3828, STM1505
N4.HOG0000463	OG0000121	n9		b2247					STM2291, STM3697
N4.HOG0000464	OG0000122	n1		b3131					STM3262
N4.HOG0000465	OG0000122	n11				PA3583			STM3523
N4.HOG0000466	OG0000122	n12				PA1490			STM4025
N4.HOG0000467	OG0000124	n3		b4313, b4312					STM0716
N4.HOG0000468	OG0000124	n6		b2894		PA3738			STM3044
N4.HOG0000469	OG0000124	n10		b3811		PA5280			STM3949
N4.HOG0000470	OG0000125	n0		b1594, b0676					STM1488, STM0682
N4.HOG0000471	OG0000126	n7				PA2014			
N4.HOG0000472	OG0000126	n9				PA2888			
N4.HOG0000473	OG0000127	n1				PA0225, PA5301, PA4987, PA4499			
N4.HOG0000474	OG0000127	n7							STM2195
N4.HOG0000475	OG0000127	n9				PA4077			
N4.HOG0000476	OG0000128	n3				PA1226			
N4.HOG0000477	OG0000128	n12				PA3721, PA3678			
N4.HOG0000478	OG0000129	n1		b4080		PA5158, PA3894			STM2172
N4.HOG0000479	OG0000129	n4		b0572		PA2391, PA2525, PA4208, PA2495, PA3521, PA1238, PA2837, PA4597, PA0427			STM0350
N4.HOG0000480	OG0000130	n4		b0854		PA0295, PA2592, PA2711, PA0301, PA0300, PA1410			STM0877
N4.HOG0000481	OG0000130	n11		b1123		PA0323, PA0203			STM1222
N4.HOG0000482	OG0000131	n1		b1674, b4072, b1671					STM1385, STM4279, STM2064
N4.HOG0000483	OG0000131	n7		b0895, b1589					STM1497, STM0965, STM4306, STM2529, STM0612
N4.HOG0000484	OG0000132	n1		b3072		PA1561			STM3217
N4.HOG0000485	OG0000132	n3		b1421, b1885, b4355, b1886		PA0176			STM1626, STM3577, STM4533, STM1919, STM3152, STM1657, STM3216
N4.HOG0000486	OG0000133	n1		b2786		PA0928			STM2958
N4.HOG0000487	OG0000133	n3		b2370		PA1611, PA4112, PA2824, PA4856, PA3974, PA3462, PA4982, PA0033, PA2583, PA3044, PA3946			
N4.HOG0000488	OG0000134	n0		b4293		PA3899, PA1912, PA4896, PA0675, PA1363, PA2387, PA2426, PA0149, PA3410, PA1300, PA2468, PA0472, PA2050, PA2093			
N4.HOG0000489	OG0000136	n2				PA3782			
N4.HOG0000490	OG0000136	n8				PA4436, PA5389, PA5380, PA4184, PA0893			
N4.HOG0000491	OG0000136	n13				PA1850			
N4.HOG0000492	OG0000137	n0				PA2424, PA2400, PA2399, PA2402			
N4.HOG0000493	OG0000139	n4		b0839, b0632, b2010		PA3999			STM0863, STM0637, STM2062
N4.HOG0000494	OG0000140	n3		b1010		PA5392, PA3502, PA3499			
N4.HOG0000495	OG0000140	n9		b3113, b4243		PA3123			STM4458
N4.HOG0000496	OG0000141	n2		b1812		PA1758			STM1824
N4.HOG0000497	OG0000141	n7		b1264		PA0609, PA1001			STM1723
N4.HOG0000498	OG0000142	n2		b3058		PA0582			STM3206
N4.HOG0000499	OG0000142	n5				PA0583			
N4.HOG0000500	OG0000142	n8		b0142		PA4728			STM0183
N4.HOG0000501	OG0000143	n1		b2573		PA0762			STM2640
N4.HOG0000502	OG0000144	n3		b4256		PA4794			STM4473
N4.HOG0000503	OG0000144	n9				PA1885			
N4.HOG0000504	OG0000145	n3							STM0561
N4.HOG0000505	OG0000145	n6		b0400		PA5361			STM0398
N4.HOG0000506	OG0000145	n10				PA5484			
N4.HOG0000507	OG0000146	n2		b1469, b1223		PA3876			STM1576, STM1765
N4.HOG0000508	OG0000146	n11				PA3877			
N4.HOG0000509	OG0000146	n12				PA1783			
N4.HOG0000510	OG0000147	n5		b2901					STM3051
N4.HOG0000511	OG0000147	n7		b2716, b3721					
N4.HOG0000512	OG0000147	n9							STM3775
N4.HOG0000513	OG0000148	n0		b2568		PA1303, PA0768			STM2582
N4.HOG0000514	OG0000149	n3				PA1654			
N4.HOG0000515	OG0000149	n10		b4340		PA2032			
N4.HOG0000516	OG0000149	n11		b1439		PA4132			STM1598
N4.HOG0000517	OG0000150	n5		b2254		PA3553			STM2298
N4.HOG0000518	OG0000150	n7		b2351		PA4819			STM4205, STM0558
N4.HOG0000519	OG0000151	n3		b3426		PA3584, PA3025			STM3526
N4.HOG0000520	OG0000151	n10		b2241					STM2284
N4.HOG0000521	OG0000152	n3				PA2885			
N4.HOG0000522	OG0000152	n5		b0464, b3264		PA2020, PA3574			STM0477, STM3389
N4.HOG0000523	OG0000153	n3		b2253		PA3552			STM2297
N4.HOG0000524	OG0000153	n6				PA3155			
N4.HOG0000525	OG0000153	n7		b3791					STM3925, STM2090
N4.HOG0000526	OG0000154	n5				PA5084, PA5304			
N4.HOG0000527	OG0000154	n8				PA4548			
N4.HOG0000528	OG0000154	n9				PA2195, PA5416			
N4.HOG0000529	OG0000154	n11		b1189					STM1803
N4.HOG0000530	OG0000155	n5				PA3598, PA2074			
N4.HOG0000531	OG0000155	n8				PA4475			STM0631
N4.HOG0000532	OG0000155	n11		b0219		PA3797			STM0308
N4.HOG0000533	OG0000156	n7		b0600		PA3798			STM0603
N4.HOG0000534	OG0000156	n11				PA4976, PA4722			
N4.HOG0000535	OG0000157	n1		b1882		PA0179, PA5364, PA1456, PA1785			STM1916
N4.HOG0000536	OG0000157	n10				PA0409			
N4.HOG0000537	OG0000158	n3		b3256		PA4848			STM3380
N4.HOG0000538	OG0000158	n6				PA0494, PA2891, PA2012			
N4.HOG0000539	OG0000158	n11				PA5436			
N4.HOG0000540	OG0000159	n6		b2146		PA0440			STM2186
N4.HOG0000541	OG0000159	n8		b2887, b2468, b3213		PA5035			STM2479, STM3331
N4.HOG0000542	OG0000160	n0		b1588, b1587, b0894					STM0611, STM1383, STM2065, STM2530, STM4305, STM1498, STM1499, STM0964
N4.HOG0000543	OG0000161	n2		b3772		PA1326, PA0331			STM3905
N4.HOG0000544	OG0000161	n9				PA2683			
N4.HOG0000545	OG0000161	n10				PA0851			
N4.HOG0000546	OG0000161	n12		b3117					STM3244
N4.HOG0000547	OG0000162	n5		b3654		PA0352			STM3747
N4.HOG0000548	OG0000162	n7		b2882		PA0166			
N4.HOG0000549	OG0000162	n9				PA2938			
N4.HOG0000550	OG0000162	n11		b2888		PA1507			
N4.HOG0000551	OG0000163	n2		b1650		PA4356, PA1334, PA2932			STM1436
N4.HOG0000552	OG0000163	n10				PA3723			
N4.HOG0000553	OG0000163	n12				PA2716			
N4.HOG0000554	OG0000165	n1		b2766, b0043, b1699					STM0077, STM1352
N4.HOG0000555	OG0000166	n0		b0076		PA2492, PA3321, PA1223, PA4902, PA2834, PA2551, PA1399, PA2121, PA0477, PA0272, PA5189			STM0115
N4.HOG0000556	OG0000167	n1		b2545					
N4.HOG0000557	OG0000167	n3		b0356		PA3629			STM1627
N4.HOG0000558	OG0000168	n1		b3801, b1498		PA0183			STM3122
N4.HOG0000559	OG0000168	n7		b3678		PA2333, PA0031			STM0035
N4.HOG0000560	OG0000169	n0		b4292		PA3900, PA2467, PA2094, PA2051, PA0471, PA0150, PA3409, PA1301, PA2388, PA1364, PA0676, PA1911, PA4895			
N4.HOG0000561	OG0000170	n5				PA5342			
N4.HOG0000562	OG0000170	n6				PA3269, PA0416			
N4.HOG0000563	OG0000170	n8				PA2489, PA2917			
N4.HOG0000564	OG0000170	n9				PA3898, PA3571, PA2696			
N4.HOG0000565	OG0000171	n0		b0627, b3836		PA5068			STM0632, STM3973
N4.HOG0000566	OG0000173	n4		b3351					STM3458
N4.HOG0000567	OG0000173	n6		b0901		PA0853, PA1225			
N4.HOG0000568	OG0000173	n9		b0046		PA1224, PA4975			STM0085
N4.HOG0000569	OG0000174	n0				PA3079			
N4.HOG0000570	OG0000175	n1		b4373		PA4678			STM4558
N4.HOG0000571	OG0000175	n8		b0234					STM3653
N4.HOG0000572	OG0000176	n2		b1464					STM1581
N4.HOG0000573	OG0000176	n6				PA3578, PA2770			
N4.HOG0000574	OG0000176	n8				PA1904, PA4215, PA4716, PA1367			
N4.HOG0000575	OG0000177	n2				PA5105			STM0789
N4.HOG0000576	OG0000177	n10							STM4068
N4.HOG0000577	OG0000178	n0		b3396		PA5045			STM3493
N4.HOG0000578	OG0000179	n3		b0826		PA4663			STM0845
N4.HOG0000579	OG0000179	n5		b3992		PA2103			STM4162
N4.HOG0000580	OG0000180	n2				PA2900, PA3692			
N4.HOG0000581	OG0000180	n4		b2605		PA1119			
N4.HOG0000582	OG0000180	n6		b3552		PA1777, PA1041, PA1048, PA0833			STM3645
N4.HOG0000583	OG0000181	n4		b2195					STM3813, STM2248
N4.HOG0000584	OG0000181	n8				PA0953			
N4.HOG0000585	OG0000181	n10				PA1481			
N4.HOG0000586	OG0000182	n4		b2416					STM2432
N4.HOG0000587	OG0000182	n6		b2829		PA0337			STM3003
N4.HOG0000588	OG0000182	n8		b2383, b3947		PA3760, PA3562			STM4110
N4.HOG0000589	OG0000183	n2				PA0401			
N4.HOG0000590	OG0000183	n6		b2873		PA0441			
N4.HOG0000591	OG0000183	n8		b0512		PA5541			STM0523
N4.HOG0000592	OG0000184	n3		b3326		PA2677, PA0686, PA3103			
N4.HOG0000593	OG0000184	n6		b0107		PA5210, PA4526			STM0143
N4.HOG0000594	OG0000184	n9		b2950		PA0395, PA0396			STM3099
N4.HOG0000595	OG0000185	n2		b1397		PA3589, PA0228			
N4.HOG0000596	OG0000185	n6		b3845					STM3982
N4.HOG0000597	OG0000185	n9				PA3454			
N4.HOG0000598	OG0000185	n10				PA2940			
N4.HOG0000599	OG0000186	n1		b1759, b0099		PA4400			STM1301, STM0137
N4.HOG0000600	OG0000187	n0		b2089, b0299, b1026, b0541, b0372, b3558		PA0978, PA1938			STM0325, STM2769, STM2509
N4.HOG0000601	OG0000188	n0		b4116, b0566, b3516, b0546, b3515, b0564, b1499					STM4295, PSLT008, STM1082, STM2867, STM2875, STM4315
N4.HOG0000602	OG0000189	n0		b0718, b2109					STM3028, STM0196, PSLT017, STM0301, STM0023, STM0546, STM3638, STM4593, STM0175, STM0338, STM2150
N4.HOG0000603	OG0000190	n7		b3820		PA5246			STM3956
N4.HOG0000604	OG0000190	n9				PA3971			
N4.HOG0000605	OG0000190	n10				PA5202, PA1019a			
N4.HOG0000606	OG0000192	n0				PA2957			
N4.HOG0000607	OG0000194	n3				PA0459			
N4.HOG0000608	OG0000194	n4		b2592, b2592		PA4542			STM2660
N4.HOG0000609	OG0000195	n2		b0168		PA2748, PA3657			STM0215
N4.HOG0000610	OG0000196	n0		b2367, b2686		PA1236, PA2835, PA3137, PA5160			STM2815
N4.HOG0000611	OG0000197	n0		b4239		PA2152			STM4453
N4.HOG0000612	OG0000198	n1		b1859		PA5501			STM1893
N4.HOG0000613	OG0000198	n5				PA2409			STM2864, STM2863
N4.HOG0000614	OG0000199	n6		b3160		PA2483			STM3276
N4.HOG0000615	OG0000200	n0		b4024, b0002		PA0904			STM4220, STM0002
N4.HOG0000616	OG0000201	n10							STM2092
N4.HOG0000617	OG0000202	n5		b2776		PA3024			
N4.HOG0000618	OG0000202	n6		b3926		PA3579, PA3582			STM4086
N4.HOG0000619	OG0000203	n0				PA5362			
N4.HOG0000620	OG0000204	n4		b1180		PA0318			STM1812
N4.HOG0000621	OG0000204	n8				PA4121, PA4122			STM1101
N4.HOG0000622	OG0000205	n0		b2797, b1814, b4471		PA5379, PA2443			STM2971, STM1826, STM3240, STM2196
N4.HOG0000623	OG0000206	n2		b3447		PA0361, PA1338			STM3551
N4.HOG0000624	OG0000206	n8				PA0164			
N4.HOG0000625	OG0000207	n0		b1526		PA2115, PA2601, PA0816, PA0708, PA4203, PA1413			STM1523
N4.HOG0000626	OG0000208	n7		b0841					STM0865
N4.HOG0000627	OG0000209	n5		b4139		PA5429			STM4326
N4.HOG0000628	OG0000209	n8		b1611		PA0854			STM1469
N4.HOG0000629	OG0000210	n7		b3067		PA0576			STM3211
N4.HOG0000630	OG0000210	n9		b2741		PA3622			STM2924
N4.HOG0000631	OG0000211	n1		b0357, b2105		PA1298			STM1628, STM3023
N4.HOG0000632	OG0000212	n2		b0077		PA4696			STM0116
N4.HOG0000633	OG0000212	n7		b3671		PA4180			STM3901, STM3796
N4.HOG0000634	OG0000213	n2		b4153					STM4342
N4.HOG0000635	OG0000213	n7		b0724		PA1584			STM0735
N4.HOG0000636	OG0000214	n2		b2770		PA5401			
N4.HOG0000637	OG0000214	n3		b0041, b1697		PA2952			STM0075, STM1354, STM0855
N4.HOG0000638	OG0000215	n5		b3279		PA0066			STM3399
N4.HOG0000639	OG0000215	n7		b1400, b0035		PA5540			STM0069
N4.HOG0000640	OG0000216	n2				PA4068			
N4.HOG0000641	OG0000216	n5		b0759		PA1384			STM0776
N4.HOG0000642	OG0000217	n0		b2868, b0286		PA2379, PA1881, PA1602, PA1931			
N4.HOG0000643	OG0000218	n6		b2867		PA1524			
N4.HOG0000644	OG0000218	n9		b0285		PA1932			
N4.HOG0000645	OG0000219	n1				PA4796			
N4.HOG0000646	OG0000219	n2		b2904		PA2446, PA5214			STM3054
N4.HOG0000647	OG0000220	n1							PSLT052
N4.HOG0000648	OG0000220	n5				PA5563			
N4.HOG0000649	OG0000220	n8				PA1462			
N4.HOG0000650	OG0000221	n5		b2480		PA1008			STM2491
N4.HOG0000651	OG0000222	n0		b1472, b2215, b1377, b0929, b0241					STM1572, STM1530, STM2267, STM1995, STM1473, STM0999, STM0320
N4.HOG0000652	OG0000223	n0		b3218, b0552, b2192, b2030, b0259, b2982, b0656, b1994, b3505, b1331, b4711, b1370					
N4.HOG0000653	OG0000224	n0		b0939, b4316, b0531, b0944					STM0022, STM0545, STM3639, PSLT016, STM4594, STM0176, STM0300, STM0027
N4.HOG0000654	OG0000225	n0		b1012		PA1186			
N4.HOG0000655	OG0000228	n1				PA5165, PA1336, PA5512			STM2397
N4.HOG0000656	OG0000228	n4				PA4197, PA4293, PA4398, PA2882, PA2571, PA4546, PA4494			STM1386
N4.HOG0000657	OG0000229	n2		b0911		PA3162			STM0981
N4.HOG0000658	OG0000230	n3				PA1359			STM1664
N4.HOG0000659	OG0000230	n5		b1434		PA2312			STM1605
N4.HOG0000660	OG0000231	n0		b3980, b3339		PA4277, PA4265			STM3445, STM4146
N4.HOG0000661	OG0000232	n1		b0007		PA3641			STM0006
N4.HOG0000662	OG0000232	n6				PA2533			STM1003
N4.HOG0000663	OG0000232	n9				PA2252			
N4.HOG0000664	OG0000234	n3		b2832		PA5469, PA5250			STM3006
N4.HOG0000665	OG0000234	n6		b1816, b2063		PA1331			STM1828, STM2119
N4.HOG0000666	OG0000235	n1		b1338		PA2922, PA4344			
N4.HOG0000667	OG0000236	n0				PA0246			
N4.HOG0000668	OG0000237	n0		b3368		PA1778, PA0510, PA2611			STM3477
N4.HOG0000669	OG0000238	n4		b0620					STM0052, STM0626
N4.HOG0000670	OG0000238	n7		b4124					STM4303
N4.HOG0000671	OG0000239	n5		b1959		PA4783			STM1990
N4.HOG0000672	OG0000239	n9				PA3222			
N4.HOG0000673	OG0000241	n3				PA3070			
N4.HOG0000674	OG0000241	n5				PA2875			
N4.HOG0000675	OG0000241	n8				PA4322			
N4.HOG0000676	OG0000242	n1		b0590		PA4160			STM0592
N4.HOG0000677	OG0000242	n9		b4289					
N4.HOG0000678	OG0000243	n0		b0793, b0792, b3485		PA5230			STM0816, STM0815, STM3585
N4.HOG0000679	OG0000244	n3		b1103		PA0656			STM1205
N4.HOG0000680	OG0000244	n6				PA3295, PA1306			STM3167
N4.HOG0000681	OG0000245	n0		b1091		PA3286, PA0999, PA3333			STM1193
N4.HOG0000682	OG0000246	n2		b1315					STM2753
N4.HOG0000683	OG0000246	n5		b4280					STM4433, STM1133
N4.HOG0000684	OG0000247	n0		b1329, b3020, b1243					STM1679, STM1746
N4.HOG0000685	OG0000248	n2		b3939					STM4100
N4.HOG0000686	OG0000248	n7				PA3107			
N4.HOG0000687	OG0000248	n8				PA0400			
N4.HOG0000688	OG0000249	n5				PA5207			
N4.HOG0000689	OG0000249	n6		b2987, b3493		PA0450, PA4292			STM3589
N4.HOG0000690	OG0000250	n1		b1829		PA2830			STM1844
N4.HOG0000691	OG0000251	n0		b1113, b1678, b0819, b1990		PA2854			STM1215, STM1375, STM0837, STM2015
N4.HOG0000692	OG0000252	n4		b0879		PA2390			STM0942
N4.HOG0000693	OG0000252	n8				PA4593			
N4.HOG0000694	OG0000252	n9				PA4065			
N4.HOG0000695	OG0000253	n0		b0431		PA0106, PA1318			STM0442
N4.HOG0000696	OG0000254	n1				PA0371			
N4.HOG0000697	OG0000254	n5		b1494		PA0372			
N4.HOG0000698	OG0000254	n7				PA5474			
N4.HOG0000699	OG0000255	n2				PA5497			
N4.HOG0000700	OG0000255	n4		b2675		PA1156			STM2807
N4.HOG0000701	OG0000256	n2		b2465, b2935		PA0548			STM2474, STM3076
N4.HOG0000702	OG0000256	n9							STM2341
N4.HOG0000703	OG0000257	n0		b1236, b2042		PA2023			STM1752, STM2098
N4.HOG0000704	OG0000258	n5		b1656		PA4366			STM1431
N4.HOG0000705	OG0000258	n7		b3908		PA4468			STM4055
N4.HOG0000706	OG0000259	n0		b4296, b4265, b3415		PA2322, PA1051			STM4482, STM3512
N4.HOG0000707	OG0000260	n4		b0799		PA1045			STM0821
N4.HOG0000708	OG0000260	n6		b1808		PA1866			STM1821
N4.HOG0000709	OG0000261	n2		b1277		PA4047			STM1711
N4.HOG0000710	OG0000261	n7		b3041		PA4054			STM3195
N4.HOG0000711	OG0000262	n4		b0331		PA0796			STM0368
N4.HOG0000712	OG0000262	n8				PA3682			
N4.HOG0000713	OG0000262	n9				PA4872			
N4.HOG0000714	OG0000263	n2		b2844		PA2001			STM3019
N4.HOG0000715	OG0000263	n8		b2224		PA3925, PA2553			
N4.HOG0000716	OG0000264	n4				PA0244			STM3859
N4.HOG0000717	OG0000264	n5		b1692, b3281		PA0025			STM1359, STM3401
N4.HOG0000718	OG0000265	n1		b0352					
N4.HOG0000719	OG0000265	n5		b0074		PA1217			STM0113
N4.HOG0000720	OG0000266	n1				PA2951			STM0856
N4.HOG0000721	OG0000266	n6		b1698, b0042					STM1353, STM0076
N4.HOG0000722	OG0000267	n1		b2927		PA3195, PA0551			STM3070
N4.HOG0000723	OG0000267	n8		b1779					STM1290
N4.HOG0000724	OG0000268	n5		b1854		PA4329			STM1888
N4.HOG0000725	OG0000268	n7		b1676		PA1498			STM1378
N4.HOG0000726	OG0000269	n0		b0009, b0782		PA3029, PA3915			STM0008, STM0803
N4.HOG0000727	OG0000270	n0		b1801, b0040, b0314		PA5375, PA5291, PA3933			STM0074
N4.HOG0000728	OG0000271	n2		b2278		PA2647			STM2318
N4.HOG0000729	OG0000271	n6		b2484		PA1054			
N4.HOG0000730	OG0000273	n1				PA2913			STM3142
N4.HOG0000731	OG0000273	n7		b0158		PA4045			STM0206
N4.HOG0000732	OG0000274	n0		b0437		PA1801			STM0448
N4.HOG0000733	OG0000275	n1				PA5067			
N4.HOG0000734	OG0000275	n4		b2026		PA5066			STM2078
N4.HOG0000735	OG0000276	n0		b3752		PA1950			STM3547, STM1382, STM3793, STM3885
N4.HOG0000736	OG0000277	n3							STM2492
N4.HOG0000737	OG0000277	n5		b0514, b3124					STM0525, STM2959, STM3247
N4.HOG0000738	OG0000278	n3							STM0060, STM0622
N4.HOG0000739	OG0000278	n6				PA0883			STM0854
N4.HOG0000740	OG0000278	n8							STM3120
N4.HOG0000741	OG0000279	n1		b0846					STM0869
N4.HOG0000742	OG0000279	n5				PA3699			STM1575
N4.HOG0000743	OG0000280	n1		b1392					
N4.HOG0000744	OG0000280	n5		b0872					STM0936
N4.HOG0000745	OG0000280	n7				PA4889			
N4.HOG0000746	OG0000280	n9				PA5411			
N4.HOG0000747	OG0000281	n0		b1297		PA0298, PA3356, PA1566, PA5522, PA0296, PA2040			
N4.HOG0000748	OG0000282	n3		b1478		PA5427			STM1567
N4.HOG0000749	OG0000283	n2		b2521		PA1292			STM2533
N4.HOG0000750	OG0000283	n6				PA4956			
N4.HOG0000751	OG0000284	n1		b2711		PA5349			STM2841
N4.HOG0000752	OG0000284	n5		b2542					
N4.HOG0000753	OG0000285	n0		b4279, b3224		PA1019, PA2114			STM0356, STM1132, STM3338
N4.HOG0000754	OG0000286	n0							STM0580
N4.HOG0000755	OG0000290	n0				PA0262, PA1511, PA5266, PA3486, PA3294, PA5090, PA2373, PA2685, PA0095, PA0091			STM0289
N4.HOG0000756	OG0000291	n1				PA2499			
N4.HOG0000757	OG0000291	n4		b2559		PA3767			STM2568
N4.HOG0000758	OG0000292	n5		b4378		PA3564			STM4564
N4.HOG0000759	OG0000292	n7		b1100		PA2959			STM1202
N4.HOG0000760	OG0000293	n5		b3084		PA4617			STM3220
N4.HOG0000761	OG0000293	n7		b4371		PA4627			STM4556
N4.HOG0000762	OG0000294	n0		b3340		PA4266, PA2071			STM3446
N4.HOG0000763	OG0000295	n1		b2429					STM2570
N4.HOG0000764	OG0000295	n5		b3722					
N4.HOG0000765	OG0000295	n6		b4240					
N4.HOG0000766	OG0000296	n3		b1335					STM1659
N4.HOG0000767	OG0000296	n6				PA0995			
N4.HOG0000768	OG0000297	n2		b0679		PA3761			STM0685
N4.HOG0000769	OG0000297	n6							STM2758
N4.HOG0000770	OG0000297	n7		b1101					STM1203
N4.HOG0000771	OG0000298	n4		b3770		PA5013			STM3903
N4.HOG0000772	OG0000299	n1				PA2407			STM2861
N4.HOG0000773	OG0000299	n4		b1857		PA5498			STM1891
N4.HOG0000774	OG0000300	n2		b2206		PA1779, PA1174			STM2259
N4.HOG0000775	OG0000300	n6		b4079					STM4285
N4.HOG0000776	OG0000301	n0		b3830		PA2682			STM3967, STM4506
N4.HOG0000777	OG0000302	n0		b2392		PA4334, PA0809			STM2408
N4.HOG0000778	OG0000303	n0		b3424		PA3086			STM3524
N4.HOG0000779	OG0000304	n3		b1190		PA5302			STM1802
N4.HOG0000780	OG0000304	n5		b4053		PA4930			STM4247
N4.HOG0000781	OG0000305	n1		b1345					STM0893, STM1005
N4.HOG0000782	OG0000305	n4		b0281					
N4.HOG0000783	OG0000306	n1		b2450		PA0048			
N4.HOG0000784	OG0000307	n2		b2543, b3101		PA3281			STM3232
N4.HOG0000785	OG0000307	n7				PA2864			
N4.HOG0000786	OG0000308	n0							STM2773
N4.HOG0000787	OG0000309	n2				PA2717			
N4.HOG0000788	OG0000309	n5				PA1622			
N4.HOG0000789	OG0000309	n6				PA4152			
N4.HOG0000790	OG0000310	n0		b3664, b3714		PA4719, PA1519			STM3851
N4.HOG0000791	OG0000311	n0		b1131		PA2629, PA3517, PA3516, PA0230			STM1232
N4.HOG0000792	OG0000312	n2				PA2587, PA4190			
N4.HOG0000793	OG0000312	n6				PA3328, PA4217			STM2175
N4.HOG0000794	OG0000313	n2		b3153					STM3269
N4.HOG0000795	OG0000313	n7				PA4171			
N4.HOG0000796	OG0000313	n8				PA0355			
N4.HOG0000797	OG0000314	n0		b2743		PA3624			STM2926
N4.HOG0000798	OG0000315	n2				PA0186, PA3449			
N4.HOG0000799	OG0000315	n4		b0936		PA3445, PA2594			
N4.HOG0000800	OG0000315	n6				PA2595, PA2596, PA2599			
N4.HOG0000801	OG0000316	n0		b0935		PA2356, PA3444, PA2600, PA2598, PA2090, PA3954			
N4.HOG0000802	OG0000317	n0		b2368, b2685		PA3402, PA4591, PA3136, PA2836, PA1237, PA5159			STM2814
N4.HOG0000803	OG0000318	n0		b1120, b1120		PA1197, PA1125			STM1221
N4.HOG0000804	OG0000319	n2		b4386					STM4576
N4.HOG0000805	OG0000320	n3		b4395					STM4585
N4.HOG0000806	OG0000320	n5		b0638					STM0643
N4.HOG0000807	OG0000321	n1				PA1214, PA3459			
N4.HOG0000808	OG0000321	n5				PA0051			
N4.HOG0000809	OG0000321	n6		b0674		PA2084			STM0680
N4.HOG0000810	OG0000322	n4		b4254, b0273		PA5172			STM4469, STM4465
N4.HOG0000811	OG0000322	n8				PA3537			
N4.HOG0000812	OG0000323	n2				PA2769			
N4.HOG0000813	OG0000323	n6				PA0990			
N4.HOG0000814	OG0000324	n0		b0827		PA3028, PA3914			STM0846
N4.HOG0000815	OG0000325	n0		b0785		PA3916			STM0806
N4.HOG0000816	OG0000326	n3		b1723					STM1326
N4.HOG0000817	OG0000326	n6		b2168		PA3561			STM2205
N4.HOG0000818	OG0000327	n0		b1092		PA2968, PA0214			STM1194
N4.HOG0000819	OG0000328	n4				PA3334			
N4.HOG0000820	OG0000328	n6		b1094		PA2966			STM1196
N4.HOG0000821	OG0000329	n0		b2319		PA3116			STM2369
N4.HOG0000822	OG0000330	n0		b3617, b0776		PA0501			STM3709, STM0795
N4.HOG0000823	OG0000331	n0		b3564		PA1487, PA2343			STM3660
N4.HOG0000824	OG0000332	n3		b0184					STM0231
N4.HOG0000825	OG0000332	n5				PA0669			
N4.HOG0000826	OG0000332	n7				PA3640			
N4.HOG0000827	OG0000333	n3		b0525		PA1793			STM0536
N4.HOG0000828	OG0000333	n5		b3363		PA3227			STM3472
N4.HOG0000829	OG0000334	n2		b2268					STM2313
N4.HOG0000830	OG0000334	n6							STM1109
N4.HOG0000831	OG0000334	n7							STM2950
N4.HOG0000832	OG0000335	n0		b0231		PA0923			STM0313
N4.HOG0000833	OG0000336	n0		b3728		PA5369, PA2548			STM3528, STM3857
N4.HOG0000834	OG0000337	n1		b3470		PA1006, PA1564			STM3578
N4.HOG0000835	OG0000337	n7		b2012					
N4.HOG0000836	OG0000338	n5				PA3795			
N4.HOG0000837	OG0000338	n6		b0419		PA1739			STM0421
