Orthogroup	Eco	Mtu	Pae	Sal	Sen	sac
OG0008705				WP_010641131.1		
OG0008706				WP_010641153.1		
OG0008707				WP_010641463.1		
OG0008708				WP_010642473.1		
OG0008709				WP_010642606.1		
OG0008710				WP_010642644.1		
OG0008711				WP_010642676.1		
OG0008712				WP_010642996.1		
OG0008713				WP_010643041.1		
OG0008714				WP_010643208.1		
OG0008715				WP_010644254.1		
OG0008716				WP_010644753.1		
OG0008717				WP_010645242.1		
OG0008718				WP_010645260.1		
OG0008719				WP_015506672.1		
OG0008720				WP_015506680.1		
OG0008721				WP_015506681.1		
OG0008722				WP_015506682.1		
OG0008723				WP_015506683.1		
OG0008724				WP_015506684.1		
OG0008725				WP_015506697.1		
OG0008726				WP_015506699.1		
OG0008727				WP_015506703.1		
OG0008728				WP_015506718.1		
OG0008729				WP_015506720.1		
OG0008730				WP_015506722.1		
OG0008731				WP_015506723.1		
OG0008732				WP_015506726.1		
OG0008733				WP_015506731.1		
OG0008734				WP_015506733.1		
OG0008735				WP_015506736.1		
OG0008736				WP_015506739.1		
OG0008737				WP_015506742.1		
OG0008738				WP_015506745.1		
OG0008739				WP_015506747.1		
OG0008740				WP_015506752.1		
OG0008741				WP_015506753.1		
OG0008742				WP_015506765.1		
OG0008743				WP_015506775.1		
OG0008744				WP_015506777.1		
OG0008745				WP_015506779.1		
OG0008746				WP_015506783.1		
OG0008747				WP_015506785.1		
OG0008748				WP_015506786.1		
OG0008749				WP_015506789.1		
OG0008750				WP_015506792.1		
OG0008751				WP_015506800.1		
OG0008752				WP_015506805.1		
OG0008753				WP_015506813.1		
OG0008754				WP_015506815.1		
OG0008755				WP_015506827.1		
OG0008756				WP_015506830.1		
OG0008757				WP_015506831.1		
OG0008758				WP_015506834.1		
OG0008759				WP_015506835.1		
OG0008760				WP_015506836.1		
OG0008761				WP_015506844.1		
OG0008762				WP_015506846.1		
OG0008763				WP_015506849.1		
OG0008764				WP_015506854.1		
OG0008765				WP_015506855.1		
OG0008766				WP_015506864.1		
OG0008767				WP_015506865.1		
OG0008768				WP_015506871.1		
OG0008769				WP_015506874.1		
OG0008770				WP_015506875.1		
OG0008771				WP_015506877.1		
OG0008772				WP_015506878.1		
OG0008773				WP_015506884.1		
OG0008774				WP_015506890.1		
OG0008775				WP_015506895.1		
OG0008776				WP_015506898.1		
OG0008777				WP_015506899.1		
OG0008778				WP_015506900.1		
OG0008779				WP_015506901.1		
OG0008780				WP_015506903.1		
OG0008781				WP_015506906.1		
OG0008782				WP_015506907.1		
OG0008783				WP_015506909.1		
OG0008784				WP_015506915.1		
OG0008785				WP_015506918.1		
OG0008786				WP_015506920.1		
OG0008787				WP_015506930.1		
OG0008788				WP_015506931.1		
OG0008789				WP_015506939.1		
OG0008790				WP_015506941.1		
OG0008791				WP_015506943.1		
OG0008792				WP_015506944.1		
OG0008793				WP_015506945.1		
OG0008794				WP_015506946.1		
OG0008795				WP_015506947.1		
OG0008796				WP_015506952.1		
OG0008797				WP_015506957.1		
OG0008798				WP_015506958.1		
OG0008799				WP_015506963.1		
OG0008800				WP_015506976.1		
OG0008801				WP_015506985.1		
OG0008802				WP_015506986.1		
OG0008803				WP_015506987.1		
OG0008804				WP_015507001.1		
OG0008805				WP_015507008.1		
OG0008806				WP_015507010.1		
OG0008807				WP_015507017.1		
OG0008808				WP_015507033.1		
OG0008809				WP_015507043.1		
OG0008810				WP_015507044.1		
OG0008811				WP_015507046.1		
OG0008812				WP_015507053.1		
OG0008813				WP_015507054.1		
OG0008814				WP_015507056.1		
OG0008815				WP_015507057.1		
OG0008816				WP_015507066.1		
OG0008817				WP_015507073.1		
OG0008818				WP_015507083.1		
OG0008819				WP_015507089.1		
OG0008820				WP_015507090.1		
OG0008821				WP_015507091.1		
OG0008822				WP_015507092.1		
OG0008823				WP_015507096.1		
OG0008824				WP_015507100.1		
OG0008825				WP_015507102.1		
OG0008826				WP_015507105.1		
OG0008827				WP_015507109.1		
OG0008828				WP_015507113.1		
OG0008829				WP_015507114.1		
OG0008830				WP_015507115.1		
OG0008831				WP_015507119.1		
OG0008832				WP_015507133.1		
OG0008833				WP_015507134.1		
OG0008834				WP_015507136.1		
OG0008835				WP_015507141.1		
OG0008836				WP_015507145.1		
OG0008837				WP_015507146.1		
OG0008838				WP_015507147.1		
OG0008839				WP_015507149.1		
OG0008840				WP_015507151.1		
OG0008841				WP_015507155.1		
OG0008842				WP_015507163.1		
OG0008843				WP_015507168.1		
OG0008844				WP_015507179.1		
OG0008845				WP_015507185.1		
OG0008846				WP_015507188.1		
OG0008847				WP_015507194.1		
OG0008848				WP_015507202.1		
OG0008849				WP_015507205.1		
OG0008850				WP_015507206.1		
OG0008851				WP_015507217.1		
OG0008852				WP_015507229.1		
OG0008853				WP_015507231.1		
OG0008854				WP_015507237.1		
OG0008855				WP_015507238.1		
OG0008856				WP_015507239.1		
OG0008857				WP_015507245.1		
OG0008858				WP_015507251.1		
OG0008859				WP_015507252.1		
OG0008860				WP_015507254.1		
OG0008861				WP_015507257.1		
OG0008862				WP_015507260.1		
OG0008863				WP_015507261.1		
OG0008864				WP_015507263.1		
OG0008865				WP_015507265.1		
OG0008866				WP_015507282.1		
OG0008867				WP_015507285.1		
OG0008868				WP_015507286.1		
OG0008869				WP_015507287.1		
OG0008870				WP_015507294.1		
OG0008871				WP_015507298.1		
OG0008872				WP_015507299.1		
OG0008873				WP_015507306.1		
OG0008874				WP_015507309.1		
OG0008875				WP_015507310.1		
OG0008876				WP_015507312.1		
OG0008877				WP_015507313.1		
OG0008878				WP_015507321.1		
OG0008879				WP_015507326.1		
OG0008880				WP_015507328.1		
OG0008881				WP_015507339.1		
OG0008882				WP_015507340.1		
OG0008883				WP_015507344.1		
OG0008884				WP_015507345.1		
OG0008885				WP_015507349.1		
OG0008886				WP_015507360.1		
OG0008887				WP_015507363.1		
OG0008888				WP_015507364.1		
OG0008889				WP_015507368.1		
OG0008890				WP_015507370.1		
OG0008891				WP_015507372.1		
OG0008892				WP_015507375.1		
OG0008893				WP_015507388.1		
OG0008894				WP_015507399.1		
OG0008895				WP_015507400.1		
OG0008896				WP_015507406.1		
OG0008897				WP_015507407.1		
OG0008898				WP_015507408.1		
OG0008899				WP_015507410.1		
OG0008900				WP_015507411.1		
OG0008901				WP_015507412.1		
OG0008902				WP_015507414.1		
OG0008903				WP_015507416.1		
OG0008904				WP_015507424.1		
OG0008905				WP_015507425.1		
OG0008906				WP_015507427.1		
OG0008907				WP_015507431.1		
OG0008908				WP_015507440.1		
OG0008909				WP_015507445.1		
OG0008910				WP_015507450.1		
OG0008911				WP_015507452.1		
OG0008912				WP_015507453.1		
OG0008913				WP_015507456.1		
OG0008914				WP_015507459.1		
OG0008915				WP_015507470.1		
OG0008916				WP_015507471.1		
OG0008917				WP_015507472.1		
OG0008918				WP_015507473.1		
OG0008919				WP_015507474.1		
OG0008920				WP_015507475.1		
OG0008921				WP_015507479.1		
OG0008922				WP_015507486.1		
OG0008923				WP_015507490.1		
OG0008924				WP_015507493.1		
OG0008925				WP_015507495.1		
OG0008926				WP_015507504.1		
OG0008927				WP_015507505.1		
OG0008928				WP_015507512.1		
OG0008929				WP_015507513.1		
OG0008930				WP_015507515.1		
OG0008931				WP_015507518.1		
OG0008932				WP_015507527.1		
OG0008933				WP_015507532.1		
OG0008934				WP_015507536.1		
OG0008935				WP_015507537.1		
OG0008936				WP_015507544.1		
OG0008937				WP_015507545.1		
OG0008938				WP_015507551.1		
OG0008939				WP_015507554.1		
OG0008940				WP_015507556.1		
OG0008941				WP_015507558.1		
OG0008942				WP_015507562.1		
OG0008943				WP_015507571.1		
OG0008944				WP_015507572.1		
OG0008945				WP_015507573.1		
OG0008946				WP_015507577.1		
OG0008947				WP_015507579.1		
OG0008948				WP_015507580.1		
OG0008949				WP_015507582.1		
OG0008950				WP_015507592.1		
OG0008951				WP_015507595.1		
OG0008952				WP_015507596.1		
OG0008953				WP_015507597.1		
OG0008954				WP_015507598.1		
OG0008955				WP_015507603.1		
OG0008956				WP_015507607.1		
OG0008957				WP_015507610.1		
OG0008958				WP_015507611.1		
OG0008959				WP_015507617.1		
OG0008960				WP_015507619.1		
OG0008961				WP_015507622.1		
OG0008962				WP_015507625.1		
OG0008963				WP_015507626.1		
OG0008964				WP_015507629.1		
OG0008965				WP_015507640.1		
OG0008966				WP_015507648.1		
OG0008967				WP_015507668.1		
OG0008968				WP_015507670.1		
OG0008969				WP_015507679.1		
OG0008970				WP_015507682.1		
OG0008971				WP_015507687.1		
OG0008972				WP_015507690.1		
OG0008973				WP_015507695.1		
OG0008974				WP_015507699.1		
OG0008975				WP_015507703.1		
OG0008976				WP_015507704.1		
OG0008977				WP_015507709.1		
OG0008978				WP_015507711.1		
OG0008979				WP_015507713.1		
OG0008980				WP_015507718.1		
OG0008981				WP_015507719.1		
OG0008982				WP_015507727.1		
OG0008983				WP_015507736.1		
OG0008984				WP_015507737.1		
OG0008985				WP_015507738.1		
OG0008986				WP_015507749.1		
OG0008987				WP_015507753.1		
OG0008988				WP_015507760.1		
OG0008989				WP_015507765.1		
OG0008990				WP_015507771.1		
OG0008991				WP_015507779.1		
OG0008992				WP_015507782.1		
OG0008993				WP_015507785.1		
OG0008994				WP_015507786.1		
OG0008995				WP_015507798.1		
OG0008996				WP_015507799.1		
OG0008997				WP_015507802.1		
OG0008998				WP_015507810.1		
OG0008999				WP_015507812.1		
OG0009000				WP_015507815.1		
OG0009001				WP_015507817.1		
OG0009002				WP_015507820.1		
OG0009003				WP_015507823.1		
OG0009004				WP_015507824.1		
OG0009005				WP_015507825.1		
OG0009006				WP_015507835.1		
OG0009007				WP_015507846.1		
OG0009008				WP_015507858.1		
OG0009009				WP_015507860.1		
OG0009010				WP_015507867.1		
OG0009011				WP_015507869.1		
OG0009012				WP_015507871.1		
OG0009013				WP_015507875.1		
OG0009014				WP_015507876.1		
OG0009015				WP_015507879.1		
OG0009016				WP_015507882.1		
OG0009017				WP_015507883.1		
OG0009018				WP_015507897.1		
OG0009019				WP_015507908.1		
OG0009020				WP_015507909.1		
OG0009021				WP_015507915.1		
OG0009022				WP_015507919.1		
OG0009023				WP_015507920.1		
OG0009024				WP_015507921.1		
OG0009025				WP_015507925.1		
OG0009026				WP_015507926.1		
OG0009027				WP_015507932.1		
OG0009028				WP_015507948.1		
OG0009029				WP_015507951.1		
OG0009030				WP_015507953.1		
OG0009031				WP_015507957.1		
OG0009032				WP_015507958.1		
OG0009033				WP_015507965.1		
OG0009034				WP_015507968.1		
OG0009035				WP_015507969.1		
OG0009036				WP_015507970.1		
OG0009037				WP_015507973.1		
OG0009038				WP_015507975.1		
OG0009039				WP_015507988.1		
OG0009040				WP_015507989.1		
OG0009041				WP_015507990.1		
OG0009042				WP_015507993.1		
OG0009043				WP_015507994.1		
OG0009044				WP_015507995.1		
OG0009045				WP_015507996.1		
OG0009046				WP_015508000.1		
OG0009047				WP_015508001.1		
OG0009048				WP_015508016.1		
OG0009049				WP_015508018.1		
OG0009050				WP_015508021.1		
OG0009051				WP_015508023.1		
OG0009052				WP_015508034.1		
OG0009053				WP_015508041.1		
OG0009054				WP_015508049.1		
OG0009055				WP_015508077.1		
OG0009056				WP_015508080.1		
OG0009057				WP_015508086.1		
OG0009058				WP_015508087.1		
OG0009059				WP_015508091.1		
OG0009060				WP_015508093.1		
OG0009061				WP_015508097.1		
OG0009062				WP_015508098.1		
OG0009063				WP_015508106.1		
OG0009064				WP_015508107.1		
OG0009065				WP_015508108.1		
OG0009066				WP_015508110.1		
OG0009067				WP_015508113.1		
OG0009068				WP_015508123.1		
OG0009069				WP_015508132.1		
OG0009070				WP_015508133.1		
OG0009071				WP_015508137.1		
OG0009072				WP_015508138.1		
OG0009073				WP_015508143.1		
OG0009074				WP_015508146.1		
OG0009075				WP_015508150.1		
OG0009076				WP_015508156.1		
OG0009077				WP_015508157.1		
OG0009078				WP_015508160.1		
OG0009079				WP_015508172.1		
OG0009080				WP_015508178.1		
OG0009081				WP_015508185.1		
OG0009082				WP_015508186.1		
OG0009083				WP_015508187.1		
OG0009084				WP_015508188.1		
OG0009085				WP_015508214.1		
OG0009086				WP_015508225.1		
OG0009087				WP_015508243.1		
OG0009088				WP_015508247.1		
OG0009089				WP_015508249.1		
OG0009090				WP_015508252.1		
OG0009091				WP_015508256.1		
OG0009092				WP_015508262.1		
OG0009093				WP_015508269.1		
OG0009094				WP_015508273.1		
OG0009095				WP_015508276.1		
OG0009096				WP_015508279.1		
OG0009097				WP_015508280.1		
OG0009098				WP_015508281.1		
OG0009099				WP_015508282.1		
OG0009100				WP_015508283.1		
OG0009101				WP_015508284.1		
OG0009102				WP_015508285.1		
OG0009103				WP_015508288.1		
OG0009104				WP_015508296.1		
OG0009105				WP_015508297.1		
OG0009106				WP_015508299.1		
OG0009107				WP_015508304.1		
OG0009108				WP_015508308.1		
OG0009109				WP_015508314.1		
OG0009110				WP_015508319.1		
OG0009111				WP_015508331.1		
OG0009112				WP_015508336.1		
OG0009113				WP_015508337.1		
OG0009114				WP_015508341.1		
OG0009115				WP_015508344.1		
OG0009116				WP_018468292.1		
OG0009117				WP_018468570.1		
OG0009118				WP_018469189.1		
OG0009119				WP_018470123.1		
OG0009120				WP_018470266.1		
OG0009121				WP_018470423.1		
OG0009122				WP_018470586.1		
OG0009123				WP_018893155.1		
OG0009124				WP_018894366.1		
OG0009125				WP_018895092.1		
OG0009126				WP_018896379.1		
OG0009127				WP_026048107.1		
OG0009128				WP_026048345.1		
OG0009129				WP_026048484.1		
OG0009130				WP_026235180.1		
OG0009131				WP_026235287.1		
OG0009132				WP_030304721.1		
OG0009133				WP_030304959.1		
OG0009134				WP_030305332.1		
OG0009135				WP_030305524.1		
OG0009136				WP_030306420.1		
OG0009137				WP_030306604.1		
OG0009138				WP_030306740.1		
OG0009139				WP_030307454.1		
OG0009140				WP_030308448.1		
OG0009141				WP_030309702.1		
OG0009142				WP_030310424.1		
OG0009143				WP_030310530.1		
OG0009144				WP_030770559.1		
OG0009145				WP_030771968.1		
OG0009146				WP_030773817.1		
OG0009147				WP_031176748.1		
OG0009148				WP_031177066.1		
OG0009149				WP_031177666.1		
OG0009150				WP_031177667.1		
OG0009151				WP_031177887.1		
OG0009152				WP_031177928.1		
OG0009153				WP_031178118.1		
OG0009154				WP_033237819.1		
OG0009155				WP_037629327.1		
OG0009156				WP_037629346.1		
OG0009157				WP_037629606.1		
OG0009158				WP_037629638.1		
OG0009159				WP_037629703.1		
OG0009160				WP_037629744.1		
OG0009161				WP_037629794.1		
OG0009162				WP_037629818.1		
OG0009163				WP_037629827.1		
OG0009164				WP_037629843.1		
OG0009165				WP_037629973.1		
OG0009166				WP_037630107.1		
OG0009167				WP_037630267.1		
OG0009168				WP_037630375.1		
OG0009169				WP_037630420.1		
OG0009170				WP_037630456.1		
OG0009171				WP_037630553.1		
OG0009172				WP_037630645.1		
OG0009173				WP_037841546.1		
OG0009174				WP_041826573.1		
OG0009175				WP_041826574.1		
OG0009176				WP_041826578.1		
OG0009177				WP_041826590.1		
OG0009178				WP_041826591.1		
OG0009179				WP_041826596.1		
OG0009180				WP_041826597.1		
OG0009181				WP_041826601.1		
OG0009182				WP_041826605.1		
OG0009183				WP_041826608.1		
OG0009184				WP_041826612.1		
OG0009185				WP_041826616.1		
OG0009186				WP_050777434.1		
OG0009187				WP_051085207.1		
OG0009188				WP_054099554.1		
OG0009189				WP_078485266.1		
OG0009190				WP_078485272.1		
OG0009191				WP_078485280.1		
OG0009192				WP_078485288.1		
OG0009193				WP_078485299.1		
OG0009194				WP_078509623.1		
OG0009195				WP_100750636.1		
OG0009196				WP_106432097.1		
OG0009197				WP_107048041.1		
OG0009198				WP_123956828.1		
OG0009199				WP_123956834.1		
OG0009200				WP_158516855.1		
OG0009201				WP_161272001.1		
OG0009202				WP_162473210.1		
OG0009203				WP_164708801.1		
OG0009204				WP_164708813.1		
OG0009205				WP_165397697.1		
OG0009206				WP_165397815.1		
OG0009207				WP_165398031.1		
OG0009208				WP_165398292.1		
OG0009209				WP_165398299.1		
OG0009210				WP_165398430.1		
OG0009211				WP_165398631.1		
OG0009212				WP_176693649.1		
OG0009213				WP_181390300.1		
OG0009214				WP_181390304.1		
OG0009215				WP_181390305.1		
OG0009216				WP_181390313.1		
OG0009217				WP_200866446.1		
OG0009218				WP_202548241.1		
OG0009219				WP_202550267.1		
OG0009220				WP_202550281.1		
OG0009221				WP_222859127.1		
OG0009222				WP_226660237.1		
OG0009223				WP_226660279.1		
OG0009224				WP_226660291.1		
OG0009225				WP_226660300.1		
OG0009226				WP_226660304.1		
OG0009227				WP_226660305.1		
OG0009228				WP_226660324.1		
OG0009229				WP_226660327.1		
OG0009230				WP_226660329.1		
OG0009231				WP_226660358.1		
OG0009232				WP_226660369.1		
OG0009233				WP_226660370.1		
OG0009234				WP_234312999.1		
OG0009235				WP_234313028.1		
OG0009236				WP_234344587.1		
OG0009237				WP_234344623.1		
OG0009238				WP_234344682.1		
OG0009239				WP_234364537.1		
OG0009240				WP_234364557.1		
OG0009241				WP_234373666.1		
OG0009242				WP_234479445.1		
OG0009243				WP_234479477.1		
OG0009244				WP_234479558.1		
OG0009245				WP_235208937.1		
OG0009246				WP_235208938.1		
OG0009247				WP_235208940.1		
OG0009248				WP_235208945.1		
OG0009249				WP_235208948.1		
OG0009250				WP_235208949.1		
OG0009251				WP_235208951.1		
OG0009252				WP_235208952.1		
OG0009253				WP_235208953.1		
OG0009254				WP_235208954.1		
OG0009255				WP_235208955.1		
OG0009256				WP_235208958.1		
OG0009257				WP_235208959.1		
OG0009258				WP_235208960.1		
OG0009259				WP_235208961.1		
OG0009260				WP_235208965.1		
OG0009261				WP_235208967.1		
OG0009262				WP_235208968.1		
OG0009263				WP_235208969.1		
OG0009264				WP_235208970.1		
OG0009265				WP_235208972.1		
OG0009266				WP_235208977.1		
OG0009267				WP_235208981.1		
OG0009268				WP_235208982.1		
OG0009269				WP_235208983.1		
OG0009270				WP_235208985.1		
OG0009271				WP_235208988.1		
OG0009272				WP_235208997.1		
OG0009273				WP_235208998.1		
OG0009274				WP_255246246.1		
OG0009275				WP_255246336.1		
OG0009276				WP_256251080.1		
OG0009277				WP_256364306.1		
OG0009278				WP_258038395.1		
OG0009279				WP_262363179.1		
OG0009280				WP_262363184.1		
OG0009281				WP_267938764.1		
OG0009282					NP_446529.1	
OG0009283					NP_446547.1	
OG0009284					NP_446563.1	
OG0009285					NP_446753.1	
OG0009286					NP_446779.1	
OG0009287					NP_446866.1	
OG0009288					NP_446891.1	
OG0009289					NP_447236.1	
OG0009290					NP_447365.1	
OG0009291					NP_447525.1	
OG0009292					NP_447756.1	
OG0009293					NP_447948.1	
OG0009294					NP_448018.1	
OG0009295					NP_448047.1	
OG0009296					NP_448089.1	
OG0009297					NP_448140.1	
OG0009298					NP_448165.1	
OG0009299					NP_448280.1	
OG0009300					NP_448342.1	
OG0009301					NP_448360.1	
OG0009302					NP_448379.1	
OG0009303					NP_448416.1	
OG0009304					NP_448577.3	
OG0009305					NP_448898.1	
OG0009306					NP_448901.1	
OG0009307					NP_449055.1	
OG0009308					NP_449071.1	
OG0009309					NP_449164.1	
OG0009310					NP_449260.1	
OG0009311					NP_449286.1	
OG0009312					NP_452851.1	
OG0009313					NP_453069.1	
OG0009314					NP_453290.1	
OG0009315					NP_453298.1	
OG0009316					NP_453693.1	
OG0009317					NP_453732.1	
OG0009318					NP_459020.1	
OG0009319					NP_459021.1	
OG0009320					NP_459024.1	
OG0009321					NP_459055.1	
OG0009322					NP_459062.1	
OG0009323					NP_459085.1	
OG0009324					NP_459086.1	
OG0009325					NP_459089.1	
OG0009326					NP_459103.1	
OG0009327					NP_459105.1	
OG0009328					NP_459160.1	
OG0009329					NP_459161.1	
OG0009330					NP_459164.1	
OG0009331					NP_459167.1	
OG0009332					NP_459169.1	
OG0009333					NP_459268.1	
OG0009334					NP_459272.1	
OG0009335					NP_459273.3	
OG0009336					NP_459275.1	
OG0009337					NP_459276.1	
OG0009338					NP_459281.1	
OG0009339					NP_459282.1	
OG0009340					NP_459284.1	
OG0009341					NP_459286.1	
OG0009342					NP_459288.1	
OG0009343					NP_459291.1	
OG0009344					NP_459292.1	
OG0009345					NP_459293.1	
OG0009346					NP_459297.1	
OG0009347					NP_459300.1	
OG0009348					NP_459302.1	
OG0009349					NP_459303.1	
OG0009350					NP_459304.1	
OG0009351					NP_459305.1	
OG0009352					NP_459316.1	
OG0009353					NP_459329.1	
OG0009354					NP_459330.1	
OG0009355					NP_459343.1	
OG0009356					NP_459352.1	
OG0009357					NP_459353.3	
OG0009358					NP_459354.1	
OG0009359					NP_459357.3	
OG0009360					NP_459358.1	
OG0009361					NP_459368.1	
OG0009362					NP_459422.1	
OG0009363					NP_459492.1	
OG0009364					NP_459504.1	
OG0009365					NP_459505.1	
OG0009366					NP_459516.1	
OG0009367					NP_459533.1	
OG0009368					NP_459534.1	
OG0009369					NP_459545.1	
OG0009370					NP_459546.1	
OG0009371					NP_459547.1	
OG0009372					NP_459559.1	
OG0009373					NP_459652.1	
OG0009374					NP_459664.1	
OG0009375					NP_459675.1	
OG0009376					NP_459684.1	
OG0009377					NP_459700.1	
OG0009378					NP_459702.1	
OG0009379					NP_459703.1	
OG0009380					NP_459710.1	
OG0009381					NP_459711.1	
OG0009382					NP_459712.1	
OG0009383					NP_459716.1	
OG0009384					NP_459741.1	
OG0009385					NP_459743.3	
OG0009386					NP_459756.1	
OG0009387					NP_459787.1	
OG0009388					NP_459788.1	
OG0009389					NP_459816.1	
OG0009390					NP_459862.1	
OG0009391					NP_459871.1	
OG0009392					NP_459873.1	
OG0009393					NP_459876.1	
OG0009394					NP_459878.1	
OG0009395					NP_459879.1	
OG0009396					NP_459881.1	
OG0009397					NP_459890.1	
OG0009398					NP_459905.1	
OG0009399					NP_459930.1	
OG0009400					NP_459946.1	
OG0009401					NP_459998.1	
OG0009402					NP_459999.1	
OG0009403					NP_460000.1	
OG0009404					NP_460009.1	
OG0009405					NP_460010.1	
OG0009406					NP_460028.1	
OG0009407					NP_460029.1	
OG0009408					NP_460062.1	
OG0009409					NP_460063.1	
OG0009410					NP_460064.1	
OG0009411					NP_460067.1	
OG0009412					NP_460086.1	
OG0009413					NP_460088.1	
OG0009414					NP_460089.1	
OG0009415					NP_460095.1	
OG0009416					NP_460198.1	
OG0009417					NP_460209.1	
OG0009418					NP_460210.1	
OG0009419					NP_460214.1	
OG0009420					NP_460216.1	
OG0009421					NP_460217.1	
OG0009422					NP_460218.1	
OG0009423					NP_460219.1	
OG0009424					NP_460221.1	
OG0009425					NP_460225.1	
OG0009426					NP_460228.1	
OG0009427					NP_460233.1	
OG0009428					NP_460234.1	
OG0009429					NP_460239.1	
OG0009430					NP_460242.1	
OG0009431					NP_460294.1	
OG0009432					NP_460295.1	
OG0009433					NP_460296.1	
OG0009434					NP_460298.1	
OG0009435					NP_460349.1	
OG0009436					NP_460356.1	
OG0009437					NP_460358.1	
OG0009438					NP_460360.1	
OG0009439					NP_460361.1	
OG0009440					NP_460362.1	
OG0009441					NP_460363.1	
OG0009442					NP_460364.1	
OG0009443					NP_460365.1	
OG0009444					NP_460366.1	
OG0009445					NP_460367.1	
OG0009446					NP_460368.1	
OG0009447					NP_460369.1	
OG0009448					NP_460370.1	
OG0009449					NP_460371.1	
OG0009450					NP_460372.1	
OG0009451					NP_460373.1	
OG0009452					NP_460375.1	
OG0009453					NP_460376.1	
OG0009454					NP_460377.1	
OG0009455					NP_460378.1	
OG0009456					NP_460381.1	
OG0009457					NP_460382.1	
OG0009458					NP_460383.1	
OG0009459					NP_460445.3	
OG0009460					NP_460473.1	
OG0009461					NP_460488.1	
OG0009462					NP_460492.1	
OG0009463					NP_460500.1	
OG0009464					NP_460504.1	
OG0009465					NP_460512.1	
OG0009466					NP_460513.1	
OG0009467					NP_460515.1	
OG0009468					NP_460520.1	
OG0009469					NP_460542.1	
OG0009470					NP_460552.1	
OG0009471					NP_460553.1	
OG0009472					NP_460554.1	
OG0009473					NP_460560.1	
OG0009474					NP_460578.1	
OG0009475					NP_460580.1	
OG0009476					NP_460589.1	
OG0009477					NP_460592.1	
OG0009478					NP_460593.1	
OG0009479					NP_460595.1	
OG0009480					NP_460596.1	
OG0009481					NP_460597.1	
OG0009482					NP_460602.1	
OG0009483					NP_460609.1	
OG0009484					NP_460625.1	
OG0009485					NP_460626.1	
OG0009486					NP_460628.1	
OG0009487					NP_460636.1	
OG0009488					NP_460656.1	
OG0009489					NP_460657.1	
OG0009490					NP_460658.1	
OG0009491					NP_460687.1	
OG0009492					NP_460716.1	
OG0009493					NP_460741.1	
OG0009494					NP_460766.1	
OG0009495					NP_460810.1	
OG0009496					NP_460811.1	
OG0009497					NP_460813.1	
OG0009498					NP_460814.1	
OG0009499					NP_460815.3	
OG0009500					NP_460819.1	
OG0009501					NP_460820.1	
OG0009502					NP_460824.1	
OG0009503					NP_460829.1	
OG0009504					NP_460853.1	
OG0009505					NP_460868.1	
OG0009506					NP_460887.1	
OG0009507					NP_460889.1	
OG0009508					NP_460895.1	
OG0009509					NP_460896.1	
OG0009510					NP_460897.1	
OG0009511					NP_460911.1	
OG0009512					NP_460950.1	
OG0009513					NP_460952.1	
OG0009514					NP_460954.1	
OG0009515					NP_460955.1	
OG0009516					NP_460965.1	
OG0009517					NP_460966.1	
OG0009518					NP_460967.1	
OG0009519					NP_460968.3	
OG0009520					NP_460970.1	
OG0009521					NP_460985.1	
OG0009522					NP_460987.1	
OG0009523					NP_460988.1	
OG0009524					NP_460992.1	
OG0009525					NP_460993.1	
OG0009526					NP_461003.1	
OG0009527					NP_461011.1	
OG0009528					NP_461028.1	
OG0009529					NP_461033.1	
OG0009530					NP_461034.1	
OG0009531					NP_461036.1	
OG0009532					NP_461052.4	
OG0009533					NP_461077.1	
OG0009534					NP_461078.1	
OG0009535					NP_461079.1	
OG0009536					NP_461082.1	
OG0009537					NP_461083.1	
OG0009538					NP_461142.1	
OG0009539					NP_461153.1	
OG0009540					NP_461154.1	
OG0009541					NP_461169.1	
OG0009542					NP_461177.1	
OG0009543					NP_461179.1	
OG0009544					NP_461181.1	
OG0009545					NP_461185.1	
OG0009546					NP_461187.1	
OG0009547					NP_461188.1	
OG0009548					NP_461217.3	
OG0009549					NP_461222.1	
OG0009550					NP_461223.1	
OG0009551					NP_461271.1	
OG0009552					NP_461286.1	
OG0009553					NP_461300.1	
OG0009554					NP_461315.1	
OG0009555					NP_461317.1	
OG0009556					NP_461318.1	
OG0009557					NP_461337.1	
OG0009558					NP_461339.1	
OG0009559					NP_461369.1	
OG0009560					NP_461374.1	
OG0009561					NP_461387.1	
OG0009562					NP_461410.1	
OG0009563					NP_461440.1	
OG0009564					NP_461469.1	
OG0009565					NP_461483.1	
OG0009566					NP_461484.1	
OG0009567					NP_461485.1	
OG0009568					NP_461486.1	
OG0009569					NP_461487.1	
OG0009570					NP_461501.1	
OG0009571					NP_461510.1	
OG0009572					NP_461519.1	
OG0009573					NP_461520.1	
OG0009574					NP_461537.1	
OG0009575					NP_461538.1	
OG0009576					NP_461539.1	
OG0009577					NP_461540.1	
OG0009578					NP_461541.1	
OG0009579					NP_461542.1	
OG0009580					NP_461543.1	
OG0009581					NP_461544.1	
OG0009582					NP_461552.1	
OG0009583					NP_461570.1	
OG0009584					NP_461590.1	
OG0009585					NP_461610.1	
OG0009586					NP_461626.1	
OG0009587					NP_461627.1	
OG0009588					NP_461633.1	
OG0009589					NP_461638.1	
OG0009590					NP_461639.1	
OG0009591					NP_461640.1	
OG0009592					NP_461641.1	
OG0009593					NP_461642.1	
OG0009594					NP_461644.1	
OG0009595					NP_461645.1	
OG0009596					NP_461646.1	
