All-Genes	Genes in same transcription unit	Accession-1	Left-End-Position	Right-End-Position	Product	Regulation - transcription factor regulators of gene	Common-Name
lepB	lepB // lepB // lepB // lepB // XNR_RS05995	XNR_RS06000	1455670	1456446	signal peptidase I		lepB
lepB	lepB	XNR_RS28965	6574605	6575192	signal peptidase I		lepB
leuA	leuA	XNR_RS21840	5025977	5027770	2-isopropylmalate synthase		leuA
leuC	leuC // leuD	XNR_RS06230	1506176	1507594	3-isopropylmalate dehydratase large subunit		leuC
leuD	leuC // leuD	XNR_RS06225	1505576	1506169	3-isopropylmalate dehydratase small subunit		leuD
leuE	leuE	XNR_RS19600	4499816	4500472	leucine efflux protein LeuE		leuE
lexA	lexA	XNR_RS05255	1270208	1270993	transcriptional repressor LexA		lexA
lhgO	lhgO	XNR_RS13940	3199599	3200798	L-2-hydroxyglutarate oxidase		lhgO
ligA	XNR_RS06630 // ligA	XNR_RS06625	1596375	1598561	NAD-dependent DNA ligase LigA		ligA
ligD	ligD // XNR_RS22225	XNR_RS22230	5105607	5106548	non-homologous end-joining DNA ligase		ligD
ligD	ligD	XNR_RS01640	403297	404316	non-homologous end-joining DNA ligase		ligD
ligD	ligD	XNR_RS07405	1775711	1776616	non-homologous end-joining DNA ligase		ligD
ligK	XNR_RS16845 // XNR_RS16840 // ligK // XNR_RS16830	XNR_RS16835	3839629	3840312	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase		ligK
lipB	lipB // XNR_RS23215	XNR_RS23220	5330677	5331507	lipoyl(octanoyl) transferase LipB		lipB
lnt	lnt	XNR_RS00270	72005	73624	apolipoprotein N-acyltransferase		lnt
lnt	lnt	XNR_RS27280	6220537	6222048	apolipoprotein N-acyltransferase		lnt
lon	lon	XNR_RS07495	1794999	1797410	endopeptidase La		lon
lpdA	lpdA // sucB	XNR_RS23285	5346958	5348346	dihydrolipoyl dehydrogenase		lpdA
lpdA	lpdA	XNR_RS03340	791697	793094	dihydrolipoyl dehydrogenase		lpdA
lysA	XNR_RS07345 // lysA	XNR_RS07340	1762476	1763867	diaminopimelate decarboxylase		lysA
maf	XNR_RS30880 // maf	XNR_RS19910	4564616	4565215	septum formation inhibitor Maf		maf
malQ	malQ // XNR_RS21255	XNR_RS21260	4881561	4883855	4-alpha-glucanotransferase		malQ
manA	XNR_RS09470 // manA	XNR_RS09465	2255472	2256635	mannose-6-phosphate isomerase, class I		manA
map	map	XNR_RS22875	5244656	5245513	type I methionyl aminopeptidase		map
map	map	XNR_RS18585	4275558	4276394	type I methionyl aminopeptidase		map
map	map	XNR_RS10950	2573048	2573815	type I methionyl aminopeptidase		map
mca	XNR_RS20035 // mca	XNR_RS20030	4590064	4590945	mycothiol conjugate amidase Mca		mca
mce	mce	XNR_RS07135	1714786	1715226	methylmalonyl-CoA epimerase		mce
meaB	XNR_RS23105 // scpA // meaB	XNR_RS23095	5297946	5298956	methylmalonyl Co-A mutase-associated GTPase MeaB		meaB
meaB	meaB	XNR_RS07125	1712361	1713350	methylmalonyl Co-A mutase-associated GTPase MeaB		meaB
metE	metE	XNR_RS04365	1037655	1039973	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase		metE
metF	metF	XNR_RS23650	5428205	5429125	methylenetetrahydrofolate reductase [NAD(P)H]		metF
metH	metH	XNR_RS25630	5869595	5873119	methionine synthase		metH
mfd	mfd	XNR_RS10025	2377549	2381082	transcription-repair coupling factor		mfd
mgrA	mgrA	XNR_RS20365	4665498	4666535	L-glyceraldehyde 3-phosphate reductase		mgrA
mgtA	XNR_RS13020 // mgtA	XNR_RS13015	2991120	2993750	magnesium-translocating P-type ATPase		mgtA
miaA	miaA	XNR_RS05320	1289821	1290759	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA		miaA
miaB	miaB	XNR_RS05340	1292597	1294138	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB		miaB
mltG	mltG	XNR_RS26535	6055648	6057483	endolytic transglycosylase MltG		mltG
mltG	XNR_RS00830 // mltG	XNR_RS00825	202862	203701	endolytic transglycosylase MltG		mltG
mmsB	XNR_RS00745 // XNR_RS00740 // XNR_RS00735 // mmsB // XNR_RS00725	XNR_RS00730	180543	181439	3-hydroxyisobutyrate dehydrogenase		mmsB
mmuM	mmuM	XNR_RS03450	822836	823711	homocysteine S-methyltransferase		mmuM
mnmA	mnmA	XNR_RS06655	1602274	1603419	tRNA 2-thiouridine(34) synthase MnmA		mnmA
moaA	moaA	XNR_RS24760	5681224	5682213	GTP 3',8-cyclase MoaA		moaA
moaA	moaA	XNR_RS00595	147124	148131	GTP 3',8-cyclase MoaA		moaA
moaC	moaC // XNR_RS10555 // XNR_RS10550	XNR_RS10560	2500386	2500916	cyclic pyranopterin monophosphate synthase MoaC		moaC
mobC	mobC // XNR_RS13330	XNR_RS13335	3057529	3058089	plasmid mobilization relaxosome protein MobC		mobC
modA	modB // modA	XNR_RS15350	3516231	3517043	molybdate ABC transporter substrate-binding protein		modA
modB	modB // modA	XNR_RS15355	3517326	3519320	molybdate ABC transporter permease subunit		modB
moeZ	moeZ	XNR_RS08070	1931041	1932219	adenylyltransferase/sulfurtransferase MoeZ		moeZ
mqnC	XNR_RS17955 // mqnC	XNR_RS17950	4146537	4147736	dehypoxanthine futalosine cyclase		mqnC
mqnE	mqnE	XNR_RS17690	4088272	4089435	aminofutalosine synthase MqnE		mqnE
mrdA	rodA // mrdA // mreD // mreC	XNR_RS21480	4938118	4940298	penicillin-binding protein 2		mrdA
mreC	rodA // mrdA // mreD // mreC	XNR_RS21470	4936409	4937395	rod shape-determining protein MreC		mreC
mreD	rodA // mrdA // mreD // mreC	XNR_RS21475	4937406	4938077	rod shape-determining protein MreD		mreD
mscL	mscL	XNR_RS10610	2513188	2513715	large conductance mechanosensitive channel protein MscL		mscL
mshA	XNR_RS16775 // mshA	XNR_RS16770	3825528	3826907	D-inositol-3-phosphate glycosyltransferase		mshA
mshB	mshB // XNR_RS08365	XNR_RS08370	1995981	1996898	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha- D-glucopyranoside deacetylase		mshB
mshC	mshC	XNR_RS25595	5860358	5861587	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase		mshC
mshD	mshD	XNR_RS16415	3749361	3750284	mycothiol synthase		mshD
msrA	msrA	XNR_RS28650	6513141	6513656	peptide-methionine (S)-S-oxide reductase MsrA		msrA
msrB	XNR_RS03665 // msrB	XNR_RS03660	872984	873391	peptide-methionine (R)-S-oxide reductase MsrB		msrB
mtnA	mtnA // mtrA // XNR_RS09385	XNR_RS09395	2237314	2238459	S-methyl-5-thioribose-1-phosphate isomerase		mtnA
mtrA	mtnA // mtrA // XNR_RS09385	XNR_RS09390	2236621	2237298	two-component system response regulator MtrA		mtrA
mug	XNR_RS27530 // mug	XNR_RS27525	6268305	6268907	G/U mismatch-specific DNA glycosylase		mug
murA	murA	XNR_RS09135	2160431	2161771	UDP-N-acetylglucosamine 1-carboxyvinyltransferase		murA
murF	murG // ftsW // XNR_RS23740 // XNR_RS23735 // murF // XNR_RS23725	XNR_RS23730	5449047	5450471	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase		murF
murG	murG // ftsW // XNR_RS23740 // XNR_RS23735 // murF // XNR_RS23725	XNR_RS23750	5454418	5455515	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase		murG
murJ	murJ	XNR_RS14840	3402193	3404382	murein biosynthesis integral membrane protein MurJ		murJ
murJ	murJ	XNR_RS06375	1532971	1534641	murein biosynthesis integral membrane protein MurJ		murJ
murQ	murQ	XNR_RS11835	2777909	2778874	N-acetylmuramic acid 6-phosphate etherase		murQ
mutM	mutM	XNR_RS06120	1486214	1487074	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase		mutM
mycP	mycP // XNR_RS25895	XNR_RS25900	5933280	5934449	type VII secretion-associated serine protease mycosin		mycP
nadA	nadA	XNR_RS23360	5364865	5366067	quinolinate synthase NadA		nadA
nagA	nagA // XNR_RS11945	XNR_RS11950	2798910	2800085	N-acetylglucosamine-6-phosphate deacetylase		nagA
nagB	nagB	XNR_RS07790	1859962	1860744	glucosamine-6-phosphate deaminase		nagB
narH	narI // narJ // narH // XNR_RS02030	XNR_RS02035	495637	497262	nitrate reductase subunit beta		narH
narI	narI // narJ // narH // XNR_RS02030	XNR_RS02045	497865	498575	respiratory nitrate reductase subunit gamma		narI
narJ	narI // narJ // narH // XNR_RS02030	XNR_RS02040	497262	497855	nitrate reductase molybdenum cofactor assembly chaperone		narJ
ndgR	ndgR	XNR_RS06235	1507771	1508487	IclR family transcriptional regulator NdgR		ndgR
ndk	ndk	XNR_RS21460	4934438	4934851	nucleoside-diphosphate kinase		ndk
ngcE	ngcE	XNR_RS03840	914669	916096	N-acetylglucosamine/diacetylchitobiose ABC transporter substrate-binding protein		ngcE
nhaA	nhaA	XNR_RS13485	3098898	3100286	Na+/H+ antiporter NhaA		nhaA
npdG	npdG	XNR_RS22885	5245941	5246657	NADPH-dependent F420 reductase		npdG
nrdR	nrdR	XNR_RS05250	1269074	1269586	transcriptional repressor NrdR		nrdR
nth	nth	XNR_RS13515	3104808	3105725	endonuclease III		nth
nucS	nucS	XNR_RS07185	1726975	1727637	endonuclease NucS		nucS
nudC	nudC	XNR_RS08030	1913853	1914797	NAD(+) diphosphatase		nudC
nuoE	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18000	4156696	4157532	NADH-quinone oxidoreductase subunit NuoE		nuoE
nuoF	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18005	4157529	4158881	NADH-quinone oxidoreductase subunit NuoF		nuoF
nuoH	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18015	4161489	4162865	NADH-quinone oxidoreductase subunit NuoH		nuoH
nuoI	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18020	4162858	4163556	NADH-quinone oxidoreductase subunit NuoI		nuoI
nuoK	XNR_RS18255 // XNR_RS18250 // XNR_RS18245 // nuoK // XNR_RS18235 // XNR_RS18230 // XNR_RS18225 // XNR_RS18220 // XNR_RS18215 // XNR_RS18210	XNR_RS18240	4214435	4214866	NADH-quinone oxidoreductase subunit NuoK		nuoK
nuoK	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18030	4164365	4164664	NADH-quinone oxidoreductase subunit NuoK		nuoK
nuoL	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18035	4164679	4166574	NADH-quinone oxidoreductase subunit L		nuoL
nuoN	nuoN // XNR_RS18040 // nuoL // nuoK // XNR_RS18025 // nuoI // nuoH // XNR_RS18010 // nuoF // nuoE // XNR_RS17995 // XNR_RS17990 // XNR_RS17985 // XNR_RS17980	XNR_RS18045	4168178	4169827	NADH-quinone oxidoreductase subunit NuoN		nuoN
nusA	rimP // nusA	XNR_RS05695	1382976	1384052	transcription termination/antitermination protein NusA		nusA
nusB	nusB // efp	XNR_RS26575	6064201	6064629	transcription antitermination factor NusB		nusB
nusG	nusG	XNR_RS18355	4232060	4232923	transcription termination/antitermination protein NusG		nusG
obgE	obgE	XNR_RS21525	4953001	4954446	GTPase ObgE		obgE
opcA	XNR_RS24415 // tal // XNR_RS24405 // opcA // pgl	XNR_RS24400	5604089	5605129	glucose-6-phosphate dehydrogenase assembly protein OpcA		opcA
orn	orn	XNR_RS20685	4738269	4738871	oligoribonuclease		orn
otsB	otsB	XNR_RS11910	2792599	2793456	trehalose-phosphatase		otsB
paaA	paaK // paaJ // paaC // paaB // paaA // XNR_RS10725 // XNR_RS10720 // XNR_RS10715 // paaN	XNR_RS10730	2535997	2536977	1,2-phenylacetyl-CoA epoxidase subunit A		paaA
paaA	paaA // paaB // paaC // paaJ // XNR_RS29160	XNR_RS29180	6735788	6736843	1,2-phenylacetyl-CoA epoxidase subunit A		paaA
paaB	paaK // paaJ // paaC // paaB // paaA // XNR_RS10725 // XNR_RS10720 // XNR_RS10715 // paaN	XNR_RS10735	2536974	2537291	1,2-phenylacetyl-CoA epoxidase subunit B		paaB
paaB	paaA // paaB // paaC // paaJ // XNR_RS29160	XNR_RS29175	6735489	6735791	1,2-phenylacetyl-CoA epoxidase subunit B		paaB
paaC	paaK // paaJ // paaC // paaB // paaA // XNR_RS10725 // XNR_RS10720 // XNR_RS10715 // paaN	XNR_RS10740	2537353	2538213	phenylacetate-CoA oxygenase subunit PaaC		paaC
paaC	paaA // paaB // paaC // paaJ // XNR_RS29160	XNR_RS29170	6734708	6735496	phenylacetate-CoA oxygenase subunit PaaC		paaC
paaF	paaI // paaF	XNR_RS10700	2529382	2530737	phenylacetate--CoA ligase		paaF
paaI	paaI // paaF	XNR_RS10705	2530734	2531294	hydroxyphenylacetyl-CoA thioesterase PaaI		paaI
paaJ	paaK // paaJ // paaC // paaB // paaA // XNR_RS10725 // XNR_RS10720 // XNR_RS10715 // paaN	XNR_RS10745	2538210	2538881	phenylacetate-CoA oxygenase subunit PaaJ		paaJ
paaJ	paaA // paaB // paaC // paaJ // XNR_RS29160	XNR_RS29165	6734193	6734711	phenylacetate-CoA oxygenase subunit PaaJ		paaJ
paaK	paaK // paaJ // paaC // paaB // paaA // XNR_RS10725 // XNR_RS10720 // XNR_RS10715 // paaN	XNR_RS10750	2538882	2540003	phenylacetate-CoA oxygenase/reductase subunit PaaK		paaK
paaN	paaK // paaJ // paaC // paaB // paaA // XNR_RS10725 // XNR_RS10720 // XNR_RS10715 // paaN	XNR_RS10710	2531388	2533106	phenylacetic acid degradation protein PaaN		paaN
pabB	pabB	XNR_RS29055	6701794	6703965	aminodeoxychorismate synthase component I		pabB
pafA	pafA // XNR_RS25705	XNR_RS25710	5890132	5891493	Pup--protein ligase		pafA
panB	panB	XNR_RS22900	5247981	5248847	3-methyl-2-oxobutanoate hydroxymethyltransferase		panB
pcrA	pcrA	XNR_RS19090	4377665	4380187	DNA helicase PcrA		pcrA
pdhA	XNR_RS15155 // XNR_RS15150 // pdhA	XNR_RS15145	3469095	3470291	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha		pdhA
pdhA	XNR_RS15220 // XNR_RS15215 // pdhA	XNR_RS15210	3484714	3486063	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha		pdhA
pdxH	pdxH	XNR_RS11260	2651177	2651866	pyridoxamine 5'-phosphate oxidase		pdxH
pdxS	pdxT // pdxS	XNR_RS26420	6031046	6031960	pyridoxal 5'-phosphate synthase lyase subunit PdxS		pdxS
pdxT	pdxT // pdxS	XNR_RS26425	6031964	6032557	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT		pdxT
pepN	pepN	XNR_RS21330	4903099	4905684	aminopeptidase N		pepN
pepN	pepN	XNR_RS21305	4893402	4895978	aminopeptidase N		pepN
pepN	pepN	XNR_RS24085	5529358	5531931	aminopeptidase N		pepN
pfkB	pfkB // XNR_RS00130	XNR_RS00135	43103	44050	1-phosphofructokinase		pfkB
pgeF	XNR_RS23770 // pgeF // ftsZ	XNR_RS23765	5457858	5458613	peptidoglycan editing factor PgeF		pgeF
pgi	pgi	XNR_RS24390	5601566	5603236	glucose-6-phosphate isomerase		pgi
pgl	XNR_RS24415 // tal // XNR_RS24405 // opcA // pgl	XNR_RS24395	5603307	5604092	6-phosphogluconolactonase		pgl
pgsA	rimO // pgsA // XNR_RS05500	XNR_RS05505	1325280	1326158	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase		pgsA
pheA	pheA	XNR_RS14490	3321071	3322006	prephenate dehydratase		pheA
pheS	XNR_RS25955 // pheS	XNR_RS25950	5941320	5942456	phenylalanine--tRNA ligase subunit alpha		pheS
phoU	phoU	XNR_RS12765	2948674	2949354	phosphate signaling complex protein PhoU		phoU
pknB	pknB	XNR_RS15060	3450591	3452579	Stk1 family PASTA domain-containing Ser/Thr kinase		pknB
pknB	pknB	XNR_RS23615	5420215	5422089	Stk1 family PASTA domain-containing Ser/Thr kinase		pknB
polA	polA	XNR_RS24165	5550730	5553387	DNA polymerase I		polA
ppc	ppc	XNR_RS10265	2433924	2436602	phosphoenolpyruvate carboxylase		ppc
ppk2	ppk2	XNR_RS23155	5316253	5317251	polyphosphate kinase 2		ppk2
prcA	prcA // prcB	XNR_RS25695	5886791	5887603	proteasome subunit alpha		prcA
prcB	prcA // prcB	XNR_RS25690	5885887	5886732	proteasome subunit beta		prcB
prfA	prfA // prmC	XNR_RS07305	1752891	1753967	peptide chain release factor 1		prfA
prfB	prfB	XNR_RS09235	2184259	2185374	peptide chain release factor 2		prfB
priA	hisF // XNR_RS23920 // priA // hisH // XNR_RS30920 // hisB // XNR_RS23895 // hisD	XNR_RS23915	5493296	5494021	bifunctional 1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase/phosphoribosylanthranilate isomerase PriA		priA
prmC	prfA // prmC	XNR_RS07300	1752005	1752850	peptide chain release factor N(5)-glutamine methyltransferase		prmC
proC	proC	XNR_RS17415	4025935	4026744	pyrroline-5-carboxylate reductase		proC
proP	proP	XNR_RS08805	2096558	2098057	glycine betaine/L-proline transporter ProP		proP
prpB	XNR_RS00720 // prpB // XNR_RS00710	XNR_RS00715	177534	178439	methylisocitrate lyase		prpB
pruA	pruA	XNR_RS06495	1560225	1561856	L-glutamate gamma-semialdehyde dehydrogenase		pruA
pssA	pssA // XNR_RS02270	XNR_RS02275	550496	551353	CDP-diacylglycerol--serine O-phosphatidyltransferase		pssA
pssA	pssA	XNR_RS17560	4062731	4063630	CDP-diacylglycerol--serine O-phosphatidyltransferase		pssA
pstA	pstS // pstC // pstA	XNR_RS16115	3696365	3697444	phosphate ABC transporter permease PstA		pstA
pstC	pstS // pstC // pstA	XNR_RS16120	3697441	3698490	phosphate ABC transporter permease subunit PstC		pstC
pstS	pstS // pstC // pstA	XNR_RS16125	3698644	3699771	phosphate ABC transporter substrate-binding protein PstS		pstS
pta	pyk // XNR_RS06980 // pta	XNR_RS06975	1683637	1685712	phosphate acetyltransferase		pta
ptsP	ptsP	XNR_RS27025	6163472	6165142	phosphoenolpyruvate--protein phosphotransferase		ptsP
pucD	pucD // XNR_RS28480	XNR_RS28485	6475482	6477797	xanthine dehydrogenase subunit D		pucD
pucD	XNR_RS03245 // XNR_RS03240 // pucD	XNR_RS03235	768615	770999	xanthine dehydrogenase subunit D		pucD
pucL	uraD // uraH // pucL	XNR_RS03120	745151	746122	urate oxidase		pucL
pulA	pulA	XNR_RS23030	5281230	5283905	pullulanase-type alpha-1,6-glucosidase		pulA
purD	purD	XNR_RS14170	3251828	3253102	phosphoribosylamine--glycine ligase		purD
purE	XNR_RS09720 // purE	XNR_RS09715	2312576	2313076	5-(carboxyamino)imidazole ribonucleotide mutase		purE
purH	purH // XNR_RS19170	XNR_RS19175	4402045	4403607	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase		purH
purL	purS // purQ // purL	XNR_RS14100	3236782	3239031	phosphoribosylformylglycinamidine synthase subunit PurL		purL
purQ	purS // purQ // purL	XNR_RS14105	3239028	3239738	phosphoribosylformylglycinamidine synthase subunit PurQ		purQ
purS	purS // purQ // purL	XNR_RS14110	3239735	3239986	phosphoribosylformylglycinamidine synthase subunit PurS		purS
purU	purU	XNR_RS11185	2632510	2633409	formyltetrahydrofolate deformylase		purU
pyk	pyk // XNR_RS06980 // pta	XNR_RS06985	1687105	1688529	pyruvate kinase		pyk
pyk	pyk	XNR_RS24105	5537166	5538614	pyruvate kinase		pyk
pyrF	pyrF // XNR_RS26615 // carB // carA // XNR_RS26600 // XNR_RS26595 // XNR_RS26590	XNR_RS26620	6074794	6075648	orotidine-5'-phosphate decarboxylase		pyrF
pyrR	pyrR	XNR_RS26585	6065568	6066164	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR		pyrR
radA	radA	XNR_RS17325	4009308	4010726	DNA repair protein RadA		radA
raiA	raiA	XNR_RS09370	2230547	2231239	ribosome-associated translation inhibitor RaiA		raiA
rapZ	whiA // yvcK // rapZ // uvrC	XNR_RS24350	5594074	5595009	RNase adapter RapZ		rapZ
rarD	rarD	XNR_RS18170	4199674	4200759	EamA family transporter RarD		rarD
rbfA	rbfA // truB	XNR_RS05675	1378358	1378819	30S ribosome-binding factor RbfA		rbfA
rbsD	XNR_RS01845 // XNR_RS01840 // XNR_RS01835 // XNR_RS01830 // rbsD	XNR_RS01825	446070	446459	D-ribose pyranase		rbsD
rdgB	rdgB	XNR_RS08815	2098427	2099029	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase		rdgB
recA	recA // recX	XNR_RS05405	1305714	1306838	recombinase RecA		recA
recF	XNR_RS14925 // recF // gnd	XNR_RS14920	3422367	3423500	DNA replication/repair protein RecF		recF
recG	recG	XNR_RS06155	1491434	1493638	ATP-dependent DNA helicase RecG		recG
recN	recN	XNR_RS24970	5724215	5725972	DNA repair protein RecN		recN
recO	recO	XNR_RS21855	5029410	5030156	DNA repair protein RecO		recO
recQ	recQ	XNR_RS18050	4170140	4172221	DNA helicase RecQ		recQ
recR	recR // XNR_RS13685	XNR_RS13690	3141352	3141951	recombination protein RecR		recR
recX	recA // recX	XNR_RS05400	1304985	1305707	recombination regulator RecX		recX
rfbA	rfbB // rfbA	XNR_RS02920	697122	697991	glucose-1-phosphate thymidylyltransferase RfbA		rfbA
rfbB	rfbB // rfbA	XNR_RS02925	698023	699018	dTDP-glucose 4,6-dehydratase		rfbB
rho	rho	XNR_RS07320	1756245	1758308	transcription termination factor Rho		rho
ribD	XNR_RS26830 // XNR_RS26825 // XNR_RS26820 // XNR_RS26815 // XNR_RS26810 // XNR_RS26805 // XNR_RS26800 // ribD	XNR_RS26795	6112708	6113844	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD		ribD
rimI	XNR_RS18790 // tsaD // rimI // tsaB	XNR_RS18780	4309055	4309624	ribosomal protein S18-alanine N-acetyltransferase		rimI
rimM	rimM // trmD	XNR_RS06030	1460517	1461131	ribosome maturation factor RimM		rimM
rimO	rimO // pgsA // XNR_RS05500	XNR_RS05510	1326155	1327627	30S ribosomal protein S12 methylthiotransferase RimO		rimO
rimP	rimP // nusA	XNR_RS05700	1384055	1384579	ribosome maturation factor RimP		rimP
rlmB	rlmB	XNR_RS12695	2933779	2934717	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB		rlmB
rlmN	rlmN	XNR_RS05935	1441630	1442742	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN		rlmN
rnpA	rpmH // rnpA // yidD // yidC // XNR_RS14890	XNR_RS29895	3416103	3416474	ribonuclease P protein component		rnpA
rnpB	rnpB	XNR_RS29495	5211717	5212118	RNase P RNA component class A		rnpB
rocD	rocD	XNR_RS19335	4437716	4438969	ornithine--oxo-acid transaminase		rocD
rodA	rodA // mrdA // mreD // mreC	XNR_RS21485	4940298	4941488	rod shape-determining protein RodA		rodA
rox	rox	XNR_RS16655	3798340	3799779	rifampin monooxygenase		rox
rpe	rpe	XNR_RS26700	6093130	6093816	ribulose-phosphate 3-epimerase		rpe
rph	rph	XNR_RS08825	2099917	2100642	ribonuclease PH		rph
rplA	rplA // rplK	XNR_RS18365	4233649	4234377	50S ribosomal protein L1		rplA
rplB	rpsS // rplB // rplW // rplD // rplC // rpsJ	XNR_RS18490	4265442	4266278	50S ribosomal protein L2		rplB
rplC	rpsS // rplB // rplW // rplD // rplC // rpsJ	XNR_RS18475	4263682	4264326	50S ribosomal protein L3		rplC
rplD	rpsS // rplB // rplW // rplD // rplC // rpsJ	XNR_RS18480	4264334	4264987	50S ribosomal protein L4		rplD
rplE	XNR_RS18540 // rplE // rplX // rplN	XNR_RS18535	4269558	4270115	50S ribosomal protein L5		rplE
