Gene	Orthogroup
BSU_02400	OG0000021
BSU_02060	OG0000021
PA0866	OG0000021
BSU_39390	OG0000021
BSU_34010	OG0000021
BSU_03110	OG0000021
BSU_40330	OG0000021
STM4398	OG0000021
STM0568	OG0000021
XNR_RS08865	OG0000021
STM0400	OG0000021
b0112	OG0000021
b0576	OG0000021
PA0789	OG0000021
STM3930	OG0000021
b0260	OG0000021
Rv1704c	OG0000021
PA2079	OG0000021
BSU_37760	OG0000021
BSU_30530	OG0000021
PA0065	OG0000022
PA3172	OG0000022
XNR_RS25635	OG0000022
BSU_34550	OG0000022
PA2974	OG0000022
Rv3400	OG0000022
XNR_RS22550	OG0000022
XNR_RS23175	OG0000022
STM2820	OG0000022
XNR_RS17440	OG0000022
STM2334	OG0000022
PA2067	OG0000022
XNR_RS22220	OG0000022
b1317	OG0000022
STM3482	OG0000022
b3385	OG0000022
PA0810	OG0000022
b2690	OG0000022
PA3941	OG0000022
XNR_RS26210	OG0000022
PA0562	OG0000022
XNR_RS00640	OG0000022
b2293	OG0000022
Rv2232	OG0000022
XNR_RS27940	OG0000022
STM1322	OG0000022
b3715	OG0000022
PA0608	OG0000022
BSU_09240	OG0000022
b1727	OG0000022
SACI_RS00440	OG0000022
XNR_RS11605	OG0000022
BSU_34970	OG0000022
STM3852	OG0000022
Rv0014c	OG0000023
XNR_RS09245	OG0000023
Rv2914c	OG0000023
XNR_RS13630	OG0000023
XNR_RS15060	OG0000023
XNR_RS23615	OG0000023
Rv2176	OG0000023
PA1671	OG0000023
XNR_RS18885	OG0000023
XNR_RS14970	OG0000023
XNR_RS15200	OG0000023
XNR_RS13725	OG0000023
XNR_RS23825	OG0000023
Rv1743	OG0000023
PA0074	OG0000023
Rv3576	OG0000023
XNR_RS21795	OG0000023
XNR_RS09975	OG0000023
Rv1746	OG0000023
XNR_RS26270	OG0000023
Rv0015c	OG0000023
XNR_RS00685	OG0000023
Rv1266c	OG0000023
XNR_RS09240	OG0000023
XNR_RS25310	OG0000023
XNR_RS18890	OG0000023
BSU_15770	OG0000023
XNR_RS11110	OG0000023
XNR_RS18895	OG0000023
Rv0931c	OG0000023
Rv2088	OG0000023
XNR_RS15195	OG0000023
Rv3524	OG0000023
XNR_RS20475	OG0000023
XNR_RS11275	OG0000024
BSU_29630	OG0000024
Rv0144	OG0000024
XNR_RS25370	OG0000024
XNR_RS26045	OG0000024
b1618	OG0000024
PA1315	OG0000024
Rv3295	OG0000024
Rv3830c	OG0000024
XNR_RS29385	OG0000024
PA3006	OG0000024
XNR_RS12435	OG0000024
Rv3055	OG0000024
SACI_RS05275	OG0000024
PA1290	OG0000024
XNR_RS00760	OG0000024
XNR_RS26265	OG0000024
Rv3855	OG0000024
PA1836	OG0000024
Rv1534	OG0000024
BSU_34480	OG0000024
BSU_28550	OG0000024
XNR_RS16685	OG0000024
XNR_RS25475	OG0000024
Rv0078	OG0000024
BSU_08370	OG0000024
BSU_39850	OG0000024
BSU_38220	OG0000024
XNR_RS15135	OG0000024
XNR_RS23180	OG0000024
Rv3058c	OG0000024
Rv3405c	OG0000024
PA2270	OG0000024
XNR_RS06620	OG0000025
PA2072	OG0000025
BSU_13420	OG0000025
PA3311	OG0000025
b4061	OG0000025
PA5017	OG0000025
PA3947	OG0000025
b1285	OG0000025
STM1703	OG0000025
XNR_RS11980	OG0000025
PA2133	OG0000025
PA2567	OG0000025
b1489	OG0000025
Rv1357c	OG0000025
b0315	OG0000025
PA5295	OG0000025
PA2200	OG0000025
STM4264	OG0000025
PA0285	OG0000025
PA4601	OG0000025
XNR_RS08540	OG0000025
b0457	OG0000025
STM0468	OG0000025
XNR_RS28070	OG0000025
STM0343	OG0000025
PA5442	OG0000025
PA4367	OG0000025
PA0575	OG0000025
STM3388	OG0000025
XNR_RS06550	OG0000025
Rv1354c	OG0000025
PA1433	OG0000025
PA1727	OG0000025
PA2848	OG0000026
PA2681	OG0000026
PA3895	OG0000026
PA3630	OG0000026
PA2316	OG0000026
b3060	OG0000026
STM3607	OG0000026
PA1961	OG0000026
PA0159	OG0000026
PA1067	OG0000026
PA2447	OG0000026
PA3135	OG0000026
PA2258	OG0000026
b3521	OG0000026
PA2056	OG0000026
PA2123	OG0000026
PA3124	OG0000026
STM1677	OG0000026
PA4174	OG0000026
STM0333	OG0000026
PA2838	OG0000026
PA3565	OG0000026
PA2534	OG0000026
PA1201	OG0000026
PA4145	OG0000026
PA2877	OG0000026
PA0876	OG0000026
PA1328	OG0000026
PA0056	OG0000026
PA2547	OG0000026
PA0181	OG0000026
b1799	OG0000026
PA2432	OG0000026
XNR_RS27895	OG0000027
PA4167	OG0000027
PA0804	OG0000027
b1781	OG0000027
BSU_33400	OG0000027
PA2535	OG0000027
XNR_RS22390	OG0000027
PA1127	OG0000027
STM1288	OG0000027
b3012	OG0000027
STM0255	OG0000027
PA4992	OG0000027
SACI_RS04065	OG0000027
XNR_RS21160	OG0000027
b1771	OG0000027
BSU_02770	OG0000027
XNR_RS06560	OG0000027
Rv2971	OG0000027
Rv2298	OG0000027
XNR_RS03000	OG0000027
BSU_09530	OG0000027
XNR_RS20335	OG0000027
STM1676	OG0000027
XNR_RS04560	OG0000027
SACI_RS00640	OG0000027
BSU_29050	OG0000027
SACI_RS10900	OG0000027
BSU_39780	OG0000027
STM3165	OG0000027
BSU_23620	OG0000027
XNR_RS01990	OG0000027
b0207	OG0000027
BSU_31420	OG0000028
b1009	OG0000028
PA5057	OG0000028
SACI_RS10700	OG0000028
XNR_RS13850	OG0000028
XNR_RS11240	OG0000028
PA2745	OG0000028
PA5080	OG0000028
XNR_RS08100	OG0000028
PA0829	OG0000028
XNR_RS16200	OG0000028
Rv3203	OG0000028
XNR_RS17150	OG0000028
XNR_RS26690	OG0000028
Rv3591c	OG0000028
Rv2715	OG0000028
XNR_RS27500	OG0000028
Rv3569c	OG0000028
Rv0554	OG0000028
STM3079	OG0000028
XNR_RS10155	OG0000028
PA3053	OG0000028
PA2949	OG0000028
b0349	OG0000028
BSU_03260	OG0000028
Rv3177	OG0000028
Rv1190	OG0000028
Rv2579	OG0000028
SACI_RS08775	OG0000028
XNR_RS19290	OG0000028
PA3509	OG0000028
PA3226	OG0000028
SACI_RS08760	OG0000029
XNR_RS01560	OG0000029
BSU_34340	OG0000029
PA1385	OG0000029
PA3059	OG0000029
Rv3032	OG0000029
b2032	OG0000029
STM0721	OG0000029
XNR_RS04830	OG0000029
BSU_30880	OG0000029
Rv1212c	OG0000029
Rv2188c	OG0000029
PA1389	OG0000029
XNR_RS24985	OG0000029
BSU_35730	OG0000029
STM2100	OG0000029
XNR_RS25105	OG0000029
SACI_RS09185	OG0000029
BSU_24910	OG0000029
SACI_RS03865	OG0000029
BSU_22460	OG0000029
XNR_RS22615	OG0000029
STM3714	OG0000029
Rv0225	OG0000029
BSU_30910	OG0000029
PA5004	OG0000029
XNR_RS16770	OG0000029
b2044	OG0000029
Rv0486	OG0000029
XNR_RS23515	OG0000029
SACI_RS05960	OG0000029
PA5447	OG0000029
XNR_RS15230	OG0000030
XNR_RS21745	OG0000030
STM3358	OG0000030
PA4906	OG0000030
XNR_RS18450	OG0000030
XNR_RS23275	OG0000030
PA5525	OG0000030
STM3357	OG0000030
XNR_RS13710	OG0000030
STM1510	OG0000030
PA0120	OG0000030
b1540	OG0000030
PA0797	OG0000030
Rv0165c	OG0000030
XNR_RS16850	OG0000030
XNR_RS01420	OG0000030
STM1588	OG0000030
BSU_40050	OG0000030
STM2794	OG0000030
XNR_RS03265	OG0000030
PA1269	OG0000030
XNR_RS05075	OG0000030
BSU_05700	OG0000030
Rv0043c	OG0000030
PA1520	OG0000030
XNR_RS21010	OG0000030
b1450	OG0000030
b2664	OG0000030
PA0121	OG0000030
PA1526	OG0000030
XNR_RS20650	OG0000031
b1311	OG0000031
Rv2316	OG0000031
XNR_RS09795	OG0000031
BSU_32590	OG0000031
BSU_30280	OG0000031
XNR_RS09115	OG0000031
XNR_RS07805	OG0000031
BSU_34600	OG0000031
XNR_RS27810	OG0000031
PA3189	OG0000031
XNR_RS19275	OG0000031
BSU_34150	OG0000031
Rv2040c	OG0000031
BSU_06980	OG0000031
XNR_RS05115	OG0000031
BSU_28740	OG0000031
Rv1236	OG0000031
XNR_RS23005	OG0000031
b3452	OG0000031
Rv2835c	OG0000031
XNR_RS04805	OG0000031
STM4228	OG0000031
XNR_RS03835	OG0000031
XNR_RS09265	OG0000031
PA2339	OG0000031
b4033	OG0000031
XNR_RS00780	OG0000031
STM3556	OG0000031
SACI_RS05545	OG0000031
PA2340	OG0000032
XNR_RS09110	OG0000032
PA3188	OG0000032
BSU_30290	OG0000032
b3451	OG0000032
XNR_RS20645	OG0000032
Rv2834c	OG0000032
XNR_RS07800	OG0000032
XNR_RS27815	OG0000032
BSU_28730	OG0000032
b1312	OG0000032
XNR_RS05110	OG0000032
Rv2317	OG0000032
XNR_RS09790	OG0000032
Rv2039c	OG0000032
STM4227	OG0000032
BSU_34140	OG0000032
XNR_RS00775	OG0000032
XNR_RS03830	OG0000032
XNR_RS23010	OG0000032
STM3555	OG0000032
BSU_34590	OG0000032
SACI_RS05540	OG0000032
XNR_RS19270	OG0000032
BSU_32580	OG0000032
XNR_RS04810	OG0000032
b4032	OG0000032
Rv1237	OG0000032
XNR_RS09270	OG0000032
BSU_06990	OG0000032
XNR_RS11370	OG0000033
XNR_RS25790	OG0000033
XNR_RS28790	OG0000033
PA3331	OG0000033
XNR_RS11365	OG0000033
Rv1880c	OG0000033
Rv0778	OG0000033
XNR_RS09960	OG0000033
XNR_RS28295	OG0000033
BSU_17230	OG0000033
XNR_RS11515	OG0000033
Rv3518c	OG0000033
XNR_RS03990	OG0000033
Rv3545c	OG0000033
PA2475	OG0000033
XNR_RS15975	OG0000033
Rv3121	OG0000033
XNR_RS11620	OG0000033
BSU_12210	OG0000033
XNR_RS29070	OG0000033
XNR_RS03985	OG0000033
Rv2266	OG0000033
XNR_RS04895	OG0000033
BSU_35060	OG0000033
Rv0766c	OG0000033
XNR_RS02750	OG0000033
SACI_RS10060	OG0000033
XNR_RS00975	OG0000033
BSU_30190	OG0000033
BSU_26740	OG0000033
XNR_RS28830	OG0000034
XNR_RS25450	OG0000034
XNR_RS15280	OG0000034
Rv0149	OG0000034
XNR_RS12975	OG0000034
STM4245	OG0000034
PA1137	OG0000034
XNR_RS12315	OG0000034
PA3567	OG0000034
XNR_RS15175	OG0000034
PA0023	OG0000034
XNR_RS21765	OG0000034
PA0863	OG0000034
PA2680	OG0000034
Rv3777	OG0000034
XNR_RS07630	OG0000034
SACI_RS08070	OG0000034
PA5234	OG0000034
PA3256	OG0000034
Rv1912c	OG0000034
SACI_RS05315	OG0000034
SACI_RS06665	OG0000034
XNR_RS02130	OG0000034
PA2491	OG0000034
Rv3141	OG0000034
BSU_18430	OG0000034
Rv1454c	OG0000034
XNR_RS03475	OG0000034
b4051	OG0000034
BSU_05120	OG0000035
Rv3648c	OG0000035
b3556	OG0000035
PA1159	OG0000035
BSU_21930	OG0000035
b1552	OG0000035
PA2622	OG0000035
b0880	OG0000035
STM3649	OG0000035
b1823	OG0000035
PA1960	OG0000035
XNR_RS12390	OG0000035
BSU_09100	OG0000035
STM0943	OG0000035
b0623	OG0000035
STM1632	OG0000035
STM1996	OG0000035
STM0629	OG0000035
XNR_RS15000	OG0000035
XNR_RS24050	OG0000035
STM1837	OG0000035
XNR_RS17765	OG0000035
PA3266	OG0000035
b0990	OG0000035
PA0456	OG0000035
XNR_RS11885	OG0000035
PA0961	OG0000035
b1557	OG0000035
STM2355	OG0000036
STM4351	OG0000036
STM0887	OG0000036
b1920	OG0000036
XNR_RS07640	OG0000036
XNR_RS25150	OG0000036
b2310	OG0000036
STM1954	OG0000036
b0860	OG0000036
XNR_RS08585	OG0000036
b2309	OG0000036
PA2923	OG0000036
PA5153	OG0000036
PA3865	OG0000036
BSU_39500	OG0000036
PA0314	OG0000036
STM0890	OG0000036
STM0830	OG0000036
BSU_03380	OG0000036
BSU_23980	OG0000036
STM2354	OG0000036
XNR_RS25175	OG0000036
PA3475	OG0000036
PA0888	OG0000036
b0811	OG0000036
b0863	OG0000036
BSU_03610	OG0000036
XNR_RS06235	OG0000037
b4018	OG0000037
STM1842	OG0000037
b4299	OG0000037
b1827	OG0000037
STM3533	OG0000037
b0346	OG0000037
Rv1773c	OG0000037
STM0516	OG0000037
PA3508	OG0000037
XNR_RS20150	OG0000037
PA1630	OG0000037
XNR_RS02785	OG0000037
PA0236	OG0000037
PA4341	OG0000037
BSU_04100	OG0000037
b0272	OG0000037
STM3667	OG0000037
STM4187	OG0000037
Rv1719	OG0000037
Rv2989	OG0000037
PA0155	OG0000037
XNR_RS25625	OG0000037
b3574	OG0000037
b0506	OG0000037
XNR_RS12960	OG0000037
XNR_RS09005	OG0000037
PA1608	OG0000038
PA0180	OG0000038
PA3708	OG0000038
PA2573	OG0000038
PA2920	OG0000038
PA2788	OG0000038
PA4309	OG0000038
PA1423	OG0000038
PA4520	OG0000038
PA4844	OG0000038
PA2652	OG0000038
BSU_10380	OG0000038
PA1251	OG0000038
BSU_07360	OG0000038
PA2561	OG0000038
PA4633	OG0000038
STM3138	OG0000038
PA1646	OG0000038
PA4915	OG0000038
PA4307	OG0000038
PA2867	OG0000038
PA1930	OG0000038
PA2654	OG0000038
PA4310	OG0000038
PA0411	OG0000038
PA4290	OG0000038
PA5072	OG0000038
b0385	OG0000039
PA2771	OG0000039
XNR_RS19940	OG0000039
PA0338	OG0000039
PA3177	OG0000039
XNR_RS01230	OG0000039
PA0290	OG0000039
PA5487	OG0000039
b1341	OG0000039
STM0385	OG0000039
b1535	OG0000039
PA0169	OG0000039
PA4843	OG0000039
b0834	OG0000039
PA1851	OG0000039
PA2870	OG0000039
STM4551	OG0000039
PA1107	OG0000039
b1794	OG0000039
PA3343	OG0000039
PA4929	OG0000039
b1490	OG0000039
PA4332	OG0000039
BSU_09120	OG0000039
PA3702	OG0000039
b1522	OG0000039
BSU_29650	OG0000039
XNR_RS09665	OG0000040
XNR_RS16610	OG0000040
XNR_RS29940	OG0000040
XNR_RS09605	OG0000040
XNR_RS16940	OG0000040
XNR_RS30035	OG0000040
XNR_RS18730	OG0000040
XNR_RS12810	OG0000040
XNR_RS16605	OG0000040
XNR_RS06425	OG0000040
XNR_RS10975	OG0000040
XNR_RS31230	OG0000040
XNR_RS12805	OG0000040
XNR_RS05615	OG0000040
XNR_RS09045	OG0000040
XNR_RS12090	OG0000040
XNR_RS12105	OG0000040
XNR_RS13090	OG0000040
XNR_RS27590	OG0000040
XNR_RS16400	OG0000040
XNR_RS12095	OG0000040
XNR_RS24250	OG0000040
XNR_RS13095	OG0000040
XNR_RS16155	OG0000040
XNR_RS12100	OG0000040
XNR_RS11690	OG0000040
BSU_29030	OG0000041
XNR_RS13755	OG0000041
BSU_40540	OG0000041
PA1374	OG0000041
Rv1725c	OG0000041
BSU_03470	OG0000041
XNR_RS15100	OG0000041
BSU_13760	OG0000041
XNR_RS28015	OG0000041
SACI_RS11195	OG0000041
BSU_33680	OG0000041
XNR_RS22750	OG0000041
PA2713	OG0000041
XNR_RS04220	OG0000041
XNR_RS18180	OG0000041
PA1607	OG0000041
XNR_RS06885	OG0000041
BSU_05270	OG0000041
Rv3095	OG0000041
PA0116	OG0000041
STM4402	OG0000041
XNR_RS10000	OG0000041
BSU_19540	OG0000041
BSU_05290	OG0000041
b4212	OG0000041
PA2299	OG0000042
XNR_RS02740	OG0000042
STM0430	OG0000042
BSU_40130	OG0000042
PA1142	OG0000042
STM3785	OG0000042
BSU_05850	OG0000042
XNR_RS27505	OG0000042
PA3249	OG0000042
XNR_RS25330	OG0000042
b4102	OG0000042
PA2802	OG0000042
BSU_07820	OG0000042
XNR_RS07815	OG0000042
BSU_02370	OG0000042
BSU_32560	OG0000042
b3684	OG0000042
STM3602	OG0000042
PA3381	OG0000042
BSU_35030	OG0000042
b3375	OG0000042
b3872	OG0000042
b0730	OG0000042
Rv0792c	OG0000042
BSU_25140	OG0000043
Rv3211	OG0000043
PA3950	OG0000043
b1343	OG0000043
PA0455	OG0000043
STM3280	OG0000043
PA2840	OG0000043
BSU_07430	OG0000043
PA0428	OG0000043
PA3466	OG0000043
XNR_RS08130	OG0000043
BSU_39110	OG0000043
STM0820	OG0000043
PA3861	OG0000043
STM1655	OG0000043
b2576	OG0000043
Rv1253	OG0000043
b3162	OG0000043
b3780	OG0000043
BSU_04580	OG0000043
STM3914	OG0000043
SACI_RS05195	OG0000043
b0797	OG0000043
STM2643	OG0000043
BSU_40800	OG0000044
PA2016	OG0000044
XNR_RS02125	OG0000044
PA2718	OG0000044
b0487	OG0000044
PA5116	OG0000044
XNR_RS11710	OG0000044
BSU_09560	OG0000044
XNR_RS13175	OG0000044
BSU_13310	OG0000044
BSU_07390	OG0000044
XNR_RS16580	OG0000044
PA3689	OG0000044
STM0354	OG0000044
STM0499	OG0000044
b3292	OG0000044
XNR_RS22385	OG0000044
XNR_RS26075	OG0000044
XNR_RS01685	OG0000044
PA4778	OG0000044
STM4320	OG0000044
Rv3334	OG0000044
BSU_27000	OG0000044
STM3412	OG0000044
STM3698	OG0000045
b4356	OG0000045
BSU_40570	OG0000045
STM3827	OG0000045
STM2962	OG0000045
STM3134	OG0000045
BSU_12360	OG0000045
b2789	OG0000045
STM1543	OG0000045
XNR_RS15235	OG0000045
SACI_RS01140	OG0000045
STM2399	OG0000045
SACI_RS10315	OG0000045
STM3832	OG0000045
STM4412	OG0000045
PA0241	OG0000045
PA3926	OG0000045
PA4096	OG0000045
BSU_02480	OG0000045
b3093	OG0000045
PA2210	OG0000045
b3127	OG0000045
b3691	OG0000045
Rv2027c	OG0000046
b2469	OG0000046
BSU_34070	OG0000046
STM2480	OG0000046
XNR_RS14550	OG0000046
XNR_RS24860	OG0000046
XNR_RS04170	OG0000046
BSU_35500	OG0000046
b1222	OG0000046
PA0600	OG0000046
BSU_09320	OG0000046
BSU_38900	OG0000046
PA3878	OG0000046
STM1766	OG0000046
XNR_RS12320	OG0000046
BSU_05410	OG0000046
XNR_RS20300	OG0000046
BSU_33090	OG0000046
XNR_RS17170	OG0000046
BSU_19190	OG0000046
BSU_08290	OG0000046
XNR_RS13775	OG0000046
Rv3132c	OG0000046
XNR_RS18795	OG0000047
BSU_29700	OG0000047
SACI_RS07165	OG0000047
SACI_RS01405	OG0000047
SACI_RS05700	OG0000047
PA3258	OG0000047
BSU_09230	OG0000047
BSU_29270	OG0000047
BSU_14950	OG0000047
SACI_RS05560	OG0000047
SACI_RS05750	OG0000047
SACI_RS02030	OG0000047
PA2192	OG0000047
PA0250	OG0000047
PA2159	OG0000047
BSU_14090	OG0000047
SACI_RS10345	OG0000047
BSU_25250	OG0000047
SACI_RS00195	OG0000047
Rv2406c	OG0000047
PA3233	OG0000047
PA1854	OG0000047
Rv2626c	OG0000047
BSU_11440	OG0000048
PA4503	OG0000048
XNR_RS04245	OG0000048
BSU_11390	OG0000048
STM3629	OG0000048
XNR_RS05745	OG0000048
XNR_RS08410	OG0000048
b1244	OG0000048
b3477	OG0000048
STM1256	OG0000048
XNR_RS08435	OG0000048
STM1745	OG0000048
STM0850	OG0000048
SACI_RS04955	OG0000048
Rv1283c	OG0000048
XNR_RS06700	OG0000048
XNR_RS28850	OG0000048
BSU_12930	OG0000048
Rv3665c	OG0000048
b3543	OG0000048
XNR_RS28740	OG0000048
b1486	OG0000048
b0831	OG0000048
SACI_RS08430	OG0000049
STM0851	OG0000049
b1245	OG0000049
XNR_RS05635	OG0000049
BSU_11450	OG0000049
STM3628	OG0000049
BSU_12940	OG0000049
XNR_RS08430	OG0000049
BSU_11400	OG0000049
PA4504	OG0000049
b3478	OG0000049
b0832	OG0000049
SACI_RS04950	OG0000049
Rv1282c	OG0000049
XNR_RS06695	OG0000049
XNR_RS28745	OG0000049
b3542	OG0000049
b1485	OG0000049
STM1744	OG0000049
XNR_RS04240	OG0000049
Rv3664c	OG0000049
XNR_RS05740	OG0000049
XNR_RS08405	OG0000049
PA3920	OG0000050
BSU_13850	OG0000050
Rv3270	OG0000050
BSU_33490	OG0000050
PA3690	OG0000050
PA2435	OG0000050
PA1549	OG0000050
STM3576	OG0000050
Rv1469	OG0000050
BSU_33500	OG0000050
Rv1992c	OG0000050
Rv0092	OG0000050
b3469	OG0000050
STM0353	OG0000050
XNR_RS20945	OG0000050
STM0498	OG0000050
Rv3743c	OG0000050
Rv0969	OG0000050
Rv0103c	OG0000050
b0484	OG0001800
XNR_RS04395	OG0000050
XNR_RS01605	OG0000050
SACI_RS04170	OG0000050
SACI_RS08270	OG0000051
XNR_RS08805	OG0000051
b1543	OG0000051
SACI_RS03215	OG0000051
PA4343	OG0000051
SACI_RS08800	OG0000051
XNR_RS06780	OG0000051
PA0703	OG0000051
SACI_RS08650	OG0000051
b3523	OG0000051
b4111	OG0000051
XNR_RS15770	OG0000051
STM0212	OG0000051
XNR_RS00250	OG0000051
PA3595	OG0000051
PA5370	OG0000051
XNR_RS01055	OG0000051
Rv1200	OG0000051
b1981	OG0000051
STM1507	OG0000051
STM3609	OG0000051
PA3749	OG0000051
STM4290	OG0000051
STM1522	OG0000052
BSU_01890	OG0000052
PA3303	OG0000052
PA2314	OG0000052
PA2933	OG0000052
BSU_05800	OG0000052
PA4113	OG0000052
PA4355	OG0000052
PA2092	OG0000052
b0396	OG0000052
XNR_RS11790	OG0000052
XNR_RS20330	OG0000052
PA3336	OG0000052
STM0257	OG0000052
XNR_RS15550	OG0000052
BSU_29040	OG0000052
STM0394	OG0000052
b1528	OG0000052
b1657	OG0000052
PA3773	OG0000052
BSU_08540	OG0000052
Rv0191	OG0000052
BSU_34330	OG0000053
PA1014	OG0000053
Rv0696	OG0000053
Rv1518	OG0000053
XNR_RS09275	OG0000053
BSU_35680	OG0000053
XNR_RS25285	OG0000053
SACI_RS09205	OG0000053
BSU_35550	OG0000053
b3615	OG0000053
XNR_RS19535	OG0000053
b2059	OG0000053
STM2115	OG0000053
BSU_34300	OG0000053
BSU_34280	OG0000053
STM3707	OG0000053
XNR_RS19610	OG0000053
PA0705	OG0000053
Rv2957	OG0000053
BSU_21450	OG0000053
PA5000	OG0000053
PA1390	OG0000053
STM3082	OG0000054
b1580	OG0000054
STM3708	OG0000054
SACI_RS02005	OG0000054
b1774	OG0000054
BSU_16990	OG0000054
XNR_RS04500	OG0000054
PA4153	OG0000054
BSU_06240	OG0000054
Rv3726	OG0000054
Rv1530	OG0000054
STM1506	OG0000054
b2091	OG0000054
STM1542	OG0000054
b3616	OG0000054
PA4097	OG0000054
b4358	OG0000054
BSU_06150	OG0000054
XNR_RS04815	OG0000054
STM3261	OG0000054
BSU_12330	OG0000054
XNR_RS03815	OG0000055
SACI_RS10250	OG0000055
STM3882	OG0000055
XNR_RS08335	OG0000055
XNR_RS02725	OG0000055
b3749	OG0000055
b2149	OG0000055
XNR_RS16450	OG0000055
PA1947	OG0000055
BSU_31550	OG0000055
PA0136	OG0000055
BSU_35940	OG0000055
b4485	OG0000055
XNR_RS04455	OG0000055
XNR_RS01945	OG0000055
b3567	OG0000055
b4087	OG0000055
XNR_RS01840	OG0000055
STM2189	OG0000055
b1900	OG0000055
XNR_RS19685	OG0000055
STM4507	OG0000056
STM0151	OG0000056
PA4769	OG0000056
XNR_RS04130	OG0000056
XNR_RS13115	OG0000056
b2980	OG0000056
Rv0586	OG0000056
Rv0494	OG0000056
STM3693	OG0000056
BSU_34180	OG0000056
PA5356	OG0000056
STM1541	OG0000056
b4324	OG0000056
b0113	OG0000056
b3094	OG0000056
b3604	OG0000056
STM3084	OG0000056
XNR_RS24950	OG0000056
PA1627	OG0000056
XNR_RS24815	OG0000056
XNR_RS25865	OG0000056
Rv1180	OG0000057
Rv1181	OG0000057
Rv2931	OG0000057
Rv1664	OG0000057
Rv1663	OG0000057
Rv0405	OG0000057
Rv2382c	OG0000057
Rv2932	OG0000057
Rv2048c	OG0000057
Rv2933	OG0000057
Rv2946c	OG0000057
Rv1661	OG0000057
Rv2381c	OG0000057
Rv2940c	OG0000057
Rv2934	OG0000057
Rv3825c	OG0000057
Rv2935	OG0000057
Rv2947c	OG0000057
Rv1527c	OG0000057
Rv1662	OG0000057
Rv3800c	OG0000057
b1655	OG0000058
PA3472	OG0000058
Rv2190c	OG0000058
STM2214	OG0000058
PA1198	OG0000058
BSU_35860	OG0000058
BSU_19130	OG0000058
BSU_04970	OG0000058
BSU_12990	OG0000058
STM1343	OG0000058
b1708	OG0000058
XNR_RS17975	OG0000058
XNR_RS27605	OG0000058
PA1199	OG0000058
b0227	OG0000058
Rv1477	OG0000058
STM1432	OG0000058
b2175	OG0000058
Rv1566c	OG0000058
Rv1478	OG0000058
XNR_RS27915	OG0000059
BSU_37230	OG0000059
PA4997	OG0000059
XNR_RS28640	OG0000059
STM0984	OG0000059
BSU_34820	OG0000059
XNR_RS00830	OG0000059
BSU_14330	OG0000059
PA0860	OG0000059
SACI_RS10265	OG0000059
BSU_14320	OG0000059
PA4222	OG0000059
b0914	OG0000059
Rv1349	OG0000059
PA1113	OG0000059
Rv1272c	OG0000059
BSU_08690	OG0000059
XNR_RS22160	OG0000059
BSU_08220	OG0000059
PA3228	OG0000059
SACI_RS00180	OG0000060
b0492	OG0000060
STM3915	OG0000060
Rv1324	OG0000060
b2582	OG0000060
b3781	OG0000060
XNR_RS28145	OG0000060
STM0504	OG0000060
XNR_RS07010	OG0000060
XNR_RS14865	OG0000060
BSU_28500	OG0000060
Rv1471	OG0000060
Rv1470	OG0000060
PA5240	OG0000060
STM2649	OG0000060
PA1751	OG0000060
SACI_RS07085	OG0000060
SACI_RS08740	OG0000060
Rv3914	OG0000060
PA4061	OG0000060
Rv1257c	OG0000061
PA5355	OG0000061
Rv0161	OG0000061
PA0317	OG0000061
STM1365	OG0000061
SACI_RS01460	OG0000061
SACI_RS09070	OG0000061
XNR_RS11340	OG0000061
XNR_RS28905	OG0000061
SACI_RS00995	OG0000061
Rv2251	OG0000061
SACI_RS05665	OG0000061
Rv3107c	OG0000061
b4463	OG0000061
BSU_28680	OG0000061
b2979	OG0000061
PA1416	OG0000061
b1687	OG0000061
PA3026	OG0000061
XNR_RS08925	OG0000061
PA3592	OG0000062
XNR_RS01480	OG0000062
PA0446	OG0000062
PA0882	OG0000062
b2374	OG0000062
Rv3272	OG0000062
PA1188	OG0000062
XNR_RS22650	OG0000062
PA3733	OG0000062
XNR_RS24000	OG0000062
XNR_RS01105	OG0000062
SACI_RS05180	OG0000062
b2371	OG0000062
Rv1143	OG0000062
SACI_RS08245	OG0000062
Rv0855	OG0000062
STM0072	OG0000062
XNR_RS24740	OG0000062
b0038	OG0000062
Rv1866	OG0000062
XNR_RS16025	OG0000063
XNR_RS16230	OG0000063
XNR_RS27595	OG0000063
XNR_RS16395	OG0000063
XNR_RS09050	OG0000063
XNR_RS19825	OG0000063
XNR_RS10970	OG0000063
XNR_RS16950	OG0000063
XNR_RS09600	OG0000063
XNR_RS11685	OG0000063
XNR_RS06420	OG0000063
XNR_RS09655	OG0000063
XNR_RS13100	OG0000063
XNR_RS12085	OG0000063
XNR_RS24245	OG0000063
XNR_RS12815	OG0000063
XNR_RS16600	OG0000063
XNR_RS16150	OG0000063
XNR_RS18725	OG0000063
XNR_RS12275	OG0000063
BSU_17090	OG0000064
BSU_40700	OG0000064
SACI_RS08655	OG0000064
b0927	OG0000064
BSU_19080	OG0000064
BSU_24790	OG0000064
Rv2581c	OG0000064
Rv0406c	OG0000064
Rv2260	OG0000064
Rv0634c	OG0000064
XNR_RS27785	OG0000064
XNR_RS26490	OG0000064
BSU_07620	OG0000064
Rv1637c	OG0000064
PA2915	OG0000064
XNR_RS24320	OG0000064
