Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed		
21-J1074-PTA-RNA-PTA-KasOP-Am2ab	30214498	9193195	10965930	4009006	0	0	0	0	87450	0	0	0	0	5234235	698533	26149	30.42643634	30214498	26205492	86.73	4009006	13.27	21-J1074-PTA-RNA-PTA-KasOP-Am2ab_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30214498	0	20-150	65	15.36208015	129.9534079	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	30376362	18192976	30376362	4556454300	26492667	3951446666	13.27803582	0.0567	0.2839	0.6594		
22-J1074-PTA-RNA-PTA-KasOP-Am2ab	26323009	8398473	8073382	4145408	0	0	0	0	66301	0	0	0	0	4988202	629412	21831	31.9054444	26323009	22177601	84.25	4145408	15.75	22-J1074-PTA-RNA-PTA-KasOP-Am2ab_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26323009	0	20-150	65	18.02511107	129.6745937	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	26450558	15927259	26450558	3967583700	18308311	3433926400	13.45043584	0.0605	0.2955	0.644		
23-J1074-RNA-Control-DNPM	20494735	6899210	9287261	1968675	0	0	0	0	29815	0	0	0	0	1919424	380621	9729	33.66332865	20494735	18526060	90.39	1968675	9.61	23-J1074-RNA-Control-DNPM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20494735	0	20-150	64	18.83820806	132.9294381	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	20647418	12023916	20647418	3097112700	18541812	2750003916	11.20749607	0.0245	0.2351	0.7404		
24-J1074-RNA-Control-DNPM	23189525	6113258	12229801	2482954	0	0	0	0	43629	0	0	0	0	1945102	364934	9847	26.36215274	23189525	20706571	89.29	2482954	10.71	24-J1074-RNA-Control-DNPM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23189525	0	20-150	63	15.19768425	132.3293944	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	23353524	14101720	23353524	3503028600	21623440	3095917845	11.62167945	0.023	0.1957	0.7813		
25-J1074-RNA-Control-Am2ab	26755499	7302060	14224443	2655276	0	0	0	0	67210	0	0	0	0	2025374	465825	15311	27.29181018	26755499	24100223	90.08	2655276	9.92	25-J1074-RNA-Control-Am2ab_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26755499	0	20-150	64	15.08757972	130.7830259	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	26952488	16540729	26952488	4042873200	25393417	3529731261	12.69250638	0.0229	0.1998	0.7773		
26-J1074-RNA-Control-Am2ab	25677942	6402361	14182467	2843486	0	0	0	0	60685	0	0	0	0	1782043	393483	13417	24.93331047	25677942	22834456	88.93	2843486	11.07	26-J1074-RNA-Control-Am2ab_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25677942	0	20-150	63	15.13352754	132.0638571	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	25847545	15574442	25847545	3877131750	22480968	3417885442	11.84500135	0.0198	0.1895	0.7907		
27-J1074-RNA-Cryo-MM	32831586	8555886	18281601	4456624	0	0	0	0	66708	0	0	0	0	1081735	371068	17964	26.0599229	32831586	28374962	86.43	4456624	13.57	27-J1074-RNA-Cryo-MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32831586	0	20-150	63	11.94868509	131.2994817	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	32931458	19529654	32931458	4939718700	7940547	4331555874	12.31168945	0.0152	0.1963	0.7885		
28-J1074-RNA-Cryo-MM	35846146	8129187	15037040	10951905	0	0	0	0	72016	0	0	0	0	1211746	428459	15793	22.67799445	35846146	24894241	69.45	10951905	30.55	28-J1074-RNA-Cryo-MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35846146	0	20-150	59	17.53402477	129.8218126	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	36024378	22615643	36024378	5403656700	28591232	4684179253	13.3146402	0.0131	0.2313	0.7557		
Control1	36980193	7416946	26506641	1813028	0	0	0	0	94714	0	0	0	0	797293	336780	14791	20.05653675	36980193	35167165	95.1	1813028	4.9	Control1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36980193	0	20-150	62	9.174351144	130.7485359	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	37096232	22716932	37096232	5564434800	8334178	4859548187	12.66771268	0.0073	0.1277	0.865		
Control2	20507400	5395246	13420677	1013945	0	0	0	0	34183	0	0	0	0	459601	178863	4885	26.30877634	20507400	19493455	95.06	1013945	4.94	Control2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20507400	0	20-150	63	10.21544816	129.3878669	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	20679963	13591364	20679963	3101994450	4732260	2682624024	13.51938028	0.0082	0.1633	0.8285		
DEL1actrepl1	23295933	5382679	12847940	3464104	0	0	0	0	32010	0	0	0	0	1234604	323137	11459	23.10565969	23295933	19831829	85.13	3464104	14.87	DEL1actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23295933	0	20-150	64	11.3403804	137.3161958	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23450760	12646969	23450760	3517614000	4493787	3226774189	8.268099086	0.0129	0.1614	0.8257		
DEL5actrepl1	22096333	4972523	13823417	2292028	0	0	0	0	24910	0	0	0	0	730181	243462	9812	22.50383808	22096333	19804305	89.63	2292028	10.37	DEL5actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22096333	0	20-150	63	12.11466914	136.492576	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22241729	12350363	22241729	3336259350	4322903	3043329248	8.78019576	0.0088	0.1427	0.8485		
DEL5actrepl2	20541233	4563136	13019885	1963903	0	0	0	0	24440	0	0	0	0	731663	228638	9568	22.21451848	20541233	18577330	90.44	1963903	9.56	DEL5actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20541233	0	20-150	63	10.50880734	137.5474643	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	20664903	11195899	20664903	3099735450	3317390	2848890949	8.092448696	0.0087	0.1432	0.8481		
DEL5actrepl3	18185468	3996153	11532136	1812690	0	0	0	0	22468	0	0	0	0	615954	197677	8390	21.97443035	18185468	16372778	90.03	1812690	9.97	DEL5actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18185468	0	20-150	63	11.63124454	137.3489025	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18279523	10017963	18279523	2741928450	3136517	2516472255	8.222541146	0.0082	0.1416	0.8502		
DEL5repl1	21909877	7051500	12052560	1166443	0	0	0	0	29541	0	0	0	0	1177009	417814	15010	32.18411495	21909877	20743434	94.68	1166443	5.32	DEL5repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21909877	0	20-150	64	13.44996243	137.0336473	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22058207	12326629	22058207	3308731050	4597816	3029482759	8.439739791	0.0147	0.2054	0.7799		
DEL5repl2	23033817	7942648	12199484	1157208	0	0	0	0	36215	0	0	0	0	1209668	470844	17750	34.48255233	23033817	21876609	94.98	1157208	5.02	DEL5repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23033817	0	20-150	64	13.71867194	137.3187289	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23188940	12537515	23188940	3478341000	4882525	3190978088	8.261493396	0.0148	0.2185	0.7667		
DEL5repl3	24616514	7838195	13569972	1290463	0	0	0	0	47570	0	0	0	0	1379074	472035	19205	31.84120627	24616514	23326051	94.76	1290463	5.24	DEL5repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24616514	0	20-150	64	13.00865869	136.7294132	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	24758220	13674178	24758220	3713733000	4785677	3392021734	8.662746245	0.0156	0.2047	0.7797		
DEL6actrepl1	26425184	8172580	10997298	5072997	0	0	0	0	42360	0	0	0	0	1674482	449086	16381	30.92723971	26425184	21352187	80.8	5072997	19.2	DEL6actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26425184	0	20-150	66	13.19276597	136.2100422	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	26569004	14082170	26569004	3985350600	4813700	3626676847	8.999804258	0.0183	0.221	0.7608		
DEL6actrepl2	21309381	6614209	8823201	4199270	0	0	0	0	32983	0	0	0	0	1261548	364886	13284	31.03895416	21309381	17110111	80.29	4199270	19.71	DEL6actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21309381	0	20-150	66	14.61287028	136.7852195	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21423384	11285650	21423384	3213507600	4061040	2936339842	8.625084876	0.0174	0.2206	0.762		
DEL6actrepl3	23882433	7153139	10623339	4228836	0	0	0	0	32793	0	0	0	0	1432827	398260	13239	29.95146684	23882433	19653597	82.29	4228836	17.71	DEL6actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23882433	0	20-150	65	13.12175015	137.6243681	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	24052419	12550326	24052419	3607862850	4341864	3317077149	8.059777023	0.0174	0.2122	0.7704		
DEL6repl1	19260424	5208985	11680829	943832	0	0	0	0	25896	0	0	0	0	1088980	299567	12335	27.04501729	19260424	18316592	95.1	943832	4.9	DEL6repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19260424	0	20-150	63	12.96506942	137.0320877	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19368264	10923204	19368264	2905239600	3993553	2660206482	8.434179336	0.0131	0.1792	0.8077		
DEL6repl2	27560574	7545614	16324492	1345767	0	0	0	0	50118	0	0	0	0	1828893	448596	17094	27.37829045	27560574	26214807	95.12	1345767	4.88	DEL6repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27560574	0	20-150	63	11.49964963	134.677171	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	27741442	16130204	27741442	4161216300	5758290	3744715119	10.00912116	0.0146	0.1797	0.8057		
DEL6repl3	28165853	9626200	14889845	1432346	0	0	0	0	50810	0	0	0	0	1561242	583782	21628	34.17684527	28165853	26733507	94.91	1432346	5.09	DEL6repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28165853	0	20-150	64	12.9036872	135.6163133	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	28367278	15706935	28367278	4255091700	5874016	3855007906	9.402471726	0.0151	0.2184	0.7665		
DEL7actrepl1	21577958	6200428	9891965	3699892	0	0	0	0	27041	0	0	0	0	1399585	347063	11984	28.7350082	21577958	17878066	82.85	3699892	17.15	DEL7actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21577958	0	20-150	65	13.74797802	137.0714613	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21696644	11342723	21696644	3254496600	4110213	2979727659	8.442747828	0.0144	0.2085	0.777		
DEL7actrepl2	23103754	6954380	10128387	4183428	0	0	0	0	29122	0	0	0	0	1410308	383283	14846	30.10064944	23103754	18920326	81.89	4183428	18.11	DEL7actrepl2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23103754	0	20-150	65	12.3303411	137.785433	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23230526	11813059	23230526	3484578900	4318554	3206497675	7.980339461	0.0142	0.2189	0.7668		
DEL7actrepl3	26800425	7648739	12215833	4958281	0	0	0	0	34093	0	0	0	0	1492233	436249	14997	28.53961831	26800425	21842144	81.5	4958281	18.5	DEL7actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26800425	0	20-150	65	12.35712301	136.4201065	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	26942689	14464417	26942689	4041403350	4830881	3683162691	8.86426392	0.0136	0.2063	0.7802		
DEL7repl1	19334481	5187022	11937029	834970	0	0	0	0	30403	0	0	0	0	1033234	299806	12017	26.82783158	19334481	18499511	95.68	834970	4.32	DEL7repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19334481	0	20-150	63	11.46858844	135.6959542	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19478025	11053538	19478025	2921703750	3697778	2649112938	9.329858032	0.0118	0.1705	0.8177		
DEL7repl2	23785193	6951121	13885601	1202378	0	0	0	0	38217	0	0	0	0	1283895	407462	16519	29.22457262	23785193	22582815	94.94	1202378	5.06	DEL7repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23785193	0	20-150	64	12.06464518	135.5974825	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23941987	13522039	23941987	3591298050	4899100	3254125365	9.388602124	0.0134	0.1893	0.7972		
DEL7repl3	20607523	5771154	12222363	1069176	0	0	0	0	31349	0	0	0	0	1164496	336202	12783	28.00508339	20607523	19538347	94.81	1069176	5.19	DEL7repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20607523	0	20-150	64	12.82517143	135.6794892	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	20722857	11801165	20722857	3108428550	4829580	2818106767	9.339824877	0.0123	0.1789	0.8088		
DEL8actrepl1	21939178	7015543	9493374	3789385	0	0	0	0	23481	0	0	0	0	1209022	393559	14814	31.97723725	21939178	18149793	82.73	3789385	17.27	DEL8actrepl1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21939178	0	20-150	65	13.1954231	138.7515278	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22058291	10955196	22058291	3308743650	4297903	3065917084	7.338935611	0.0162	0.2299	0.7539		
DEL8actrepl2	21117419	6487545	9490233	3309538	0	0	0	0	16578	0	0	0	0	1454010	348373	11142	30.72129695	21117419	17807881	84.33	3309538	15.67	DEL8actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21117419	0	20-150	65	12.7959917	138.315686	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21360914	10788701	21360914	3204137100	3864323	2961748782	7.564854762	0.0152	0.2261	0.7587		
DEL8actrepl3	19137408	5773963	8745414	3065833	0	0	0	0	24690	0	0	0	0	1203490	311761	12257	30.17108168	19137408	16071575	83.98	3065833	16.02	DEL8actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19137408	0	20-150	65	13.85142931	137.886267	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19261743	10017946	19261743	2889261450	3400885	2661575860	7.880407985	0.0159	0.22	0.7641		
DEL10actrepl1	28814151	7340418	16285617	3332782	0	0	0	0	33731	0	0	0	0	1422127	386060	13416	25.47504523	28814151	25481369	88.43	3332782	11.57	DEL10actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28814151	0	20-150	64	10.81328289	136.3025514	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	28972330	16151558	28972330	4345849500	5203511	3958091360	8.922493519	0.0108	0.1697	0.8195		
DEL10actrepl2	22189955	5783528	12351589	2651219	0	0	0	0	28045	0	0	0	0	1062870	300652	12052	26.06372117	22189955	19538736	88.05	2651219	11.95	DEL10actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22189955	0	20-150	64	11.61857299	137.3873582	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22312376	11862586	22312376	3346856400	3860012	3072555946	8.195764061	0.0101	0.1734	0.8165		
DEL10actrepl3	23394249	5688457	13628280	2599199	0	0	0	0	29714	0	0	0	0	1144528	291622	12449	24.31562133	23394249	20795050	88.89	2599199	11.11	DEL10actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23394249	0	20-150	63	11.20959655	138.3523822	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23554507	12321444	23554507	3533176050	3827226	3265494756	7.576222928	0.0104	0.1594	0.8302		
DEL8repl1	22864074	6367207	13793388	1099195	0	0	0	0	28568	0	0	0	0	1202215	359268	14233	27.84808604	22864074	21764879	95.19	1099195	4.81	DEL8repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22864074	0	20-150	63	11.17930145	137.7878776	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23023756	12639954	23023756	3453563400	4547391	3179360352	7.939713746	0.0116	0.1807	0.8078		
DEL8repl2	19892555	5508335	11697419	1106652	0	0	0	0	31287	0	0	0	0	1211565	324136	13161	27.69043494	19892555	18785903	94.44	1106652	5.56	DEL8repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19892555	0	20-150	63	13.17425429	136.7863125	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	20016246	11114370	20016246	3002436900	4450658	2743981430	8.608189901	0.0127	0.1811	0.8062		
DEL8repl3	22916320	6390031	13471215	1206373	0	0	0	0	39484	0	0	0	0	1410914	382023	16280	27.88419345	22916320	21709947	94.74	1206373	5.26	DEL8repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22916320	0	20-150	64	11.46891588	135.8840601	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23045888	13032944	23045888	3456883200	4679385	3138343225	9.214658308	0.0128	0.1851	0.802		
DEL9actrepl1	18288041	4326180	10341009	2477179	0	0	0	0	22134	0	0	0	0	873578	239591	8370	23.65578686	18288041	15810862	86.45	2477179	13.55	DEL9actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18288041	0	20-150	64	12.97346973	137.9510599	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18443146	9917858	18443146	2766471900	3202651	2550718350	7.798870106	0.0114	0.1633	0.8253		
DEL9actrepl2	23295324	5951679	12399449	3362337	0	0	0	0	31417	0	0	0	0	1200968	337519	11955	25.548814	23295324	19932987	85.57	3362337	14.43	DEL9actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23295324	0	20-150	64	13.44600055	137.3960324	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23440956	12578466	23440956	3516143400	4428518	3227630036	8.205392419	0.0129	0.1781	0.809		
DEL9actrepl3	19412469	4884474	10534888	2490696	0	0	0	0	24351	0	0	0	0	1195671	272259	10130	25.16152891	19412469	16921773	87.17	2490696	12.83	DEL9actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19412469	0	20-150	64	12.21093693	137.8825433	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19537893	10288844	19537893	2930683950	3305196	2699708241	7.88129027	0.0122	0.1758	0.812		
DEL9repl1	21521464	5297873	13455852	1064315	0	0	0	0	33671	0	0	0	0	1345861	311744	12148	24.61669429	21521464	20457149	95.05	1064315	4.95	DEL9repl1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21521464	0	20-150	62	10.63723934	136.2187391	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21689263	12429409	21689263	3253389450	4048179	2960081848	9.015447013	0.0118	0.1672	0.821		
DEL9repl2	21635076	5798466	13012060	1119215	0	0	0	0	32447	0	0	0	0	1314789	345128	12971	26.80122778	21635076	20515861	94.83	1119215	5.17	DEL9repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21635076	0	20-150	63	12.79758358	136.0761309	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21797370	12234692	21797370	3269605500	4423976	2973055258	9.069908954	0.012	0.1786	0.8094		
DEL9repl3	23818816	5647367	15286809	1165444	0	0	0	0	25865	0	0	0	0	1367930	313722	11679	23.70968817	23818816	22653372	95.11	1165444	4.89	DEL9repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23818816	0	20-150	63	10.39261917	137.788675	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23971916	13267936	23971916	3595787400	4757017	3310859069	7.923948201	0.0107	0.1565	0.8328		
DEL10repl1	23579863	7047982	13535070	1087174	0	0	0	0	39872	0	0	0	0	1436415	417392	15958	29.88983439	23579863	22492689	95.39	1087174	4.61	DEL10repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23579863	0	20-150	64	12.21918905	134.6026987	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23734154	13555178	23734154	3560123100	4429076	3201950374	10.06068374	0.0145	0.1915	0.794		
DEL10repl2	21784420	6214071	12721483	1004919	0	0	0	0	32225	0	0	0	0	1433461	364149	14112	28.52529927	21784420	20779501	95.39	1004919	4.61	DEL10repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21784420	0	20-150	64	11.68982295	135.2271224	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21947914	12427825	21947914	3292187100	4073767	2975419747	9.621790724	0.0125	0.1887	0.7989		
DEL10repl3	18783488	5644581	10663507	962355	0	0	0	0	26839	0	0	0	0	1144488	327806	13912	30.05076054	18783488	17821133	94.88	962355	5.12	DEL10repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18783488	0	20-150	64	13.1377188	137.0891312	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18897228	10135778	18897228	2834584200	3938879	2596121730	8.412608452	0.0123	0.1949	0.7929		
DEL11actrepl2	23799568	6334858	11463290	4260509	0	0	0	0	37017	0	0	0	0	1316672	372393	14829	26.61753356	23799568	19539059	82.1	4260509	17.9	DEL11actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23799568	0	20-150	65	12.31901593	137.0994815	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23927079	12616136	23927079	3589061850	4536334	3287125007	8.412695451	0.0142	0.1884	0.7974		
DEL11actrepl3	18811011	4550439	9982862	3044093	0	0	0	0	26388	0	0	0	0	925984	272081	9164	24.19029472	18811011	15766918	83.82	3044093	16.18	DEL11actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18811011	0	20-150	64	13.33550356	136.6297112	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18946249	10301578	18946249	2841937350	3608928	2594582345	8.70374588	0.0124	0.1693	0.8183		
DEL11repl1	19609822	6067639	11056882	944672	0	0	0	0	37747	0	0	0	0	1128720	356683	17479	30.94183619	19609822	18665150	95.18	944672	4.82	DEL11repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19609822	0	20-150	64	12.99152557	136.827428	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19765119	10849367	19765119	2964767850	3766581	2710498776	8.576356965	0.0141	0.1959	0.79		
DEL11repl2	19789105	5151985	12265832	880502	0	0	0	0	34572	0	0	0	0	1140884	304007	11323	26.03445179	19789105	18908603	95.55	880502	4.45	DEL11repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19789105	0	20-150	63	12.127547	134.1562981	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19954029	11818380	19954029	2993104350	3973546	2683588491	10.34096452	0.0142	0.1686	0.8172		
DEL11repl3	20488491	4789197	13408047	938625	0	0	0	0	30091	0	0	0	0	1035451	276290	10790	23.37505969	20488491	19549866	95.42	938625	4.58	DEL11repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20488491	0	20-150	63	11.21921545	135.49571	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	20679011	11945197	20679011	3101851650	4173959	2809242681	9.433364391	0.01	0.151	0.8391		
J1074actrepl1	22564899	8578425	9701307	2596458	0	0	0	0	34685	0	0	0	0	1200688	438105	15231	38.01667803	22564899	19968441	88.49	2596458	11.51	J1074actrepl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22564899	0	20-150	65	15.71374553	136.2136856	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22745191	12267757	22745191	3411778650	5913235	3103696563	9.029955299	0.0158	0.2583	0.7259		
J1074actrepl2	23275326	8085584	11027797	2455664	0	0	0	0	26990	0	0	0	0	1260062	405518	13711	34.73886467	23275326	20819662	89.45	2455664	10.55	J1074actrepl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23275326	0	20-150	65	13.85485238	137.7339044	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23445394	12564171	23445394	3516809100	4861439	3235345396	8.003383067	0.0147	0.2342	0.7511		
J1074actrepl3	22818219	8904123	9573413	2520565	0	0	0	0	35387	0	0	0	0	1303698	462932	18101	39.0219894	22818219	20297654	88.95	2520565	11.05	J1074actrepl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22818219	0	20-150	66	15.40957474	135.9110619	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22963197	12384383	22963197	3444479550	4748484	3127377115	9.206105898					
J1074repl1	25678430	10144936	11844154	1302497	0	0	0	0	38743	0	0	0	0	1728904	599797	19399	39.50761787	25678430	24375933	94.93	1302497	5.07	J1074repl1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25678430	0	20-150	65	14.56953722	134.7913244	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	25877346	14875634	25877346	3881601900	5928985	3494775787	9.965630762	0.0215	0.2535	0.725		
J1074repl2	22058778	7520726	11385389	1339317	0	0	0	0	31118	0	0	0	0	1337520	427502	17206	34.09402824	22058778	20719461	93.93	1339317	6.07	J1074repl2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22058778	0	20-150	64	14.8851791	138.0550091	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22207912	12044905	22207912	3331186800	5429150	3071271575	7.802481236	0.0167	0.2182	0.7651		
J1074repl3	27723861	9765378	14002227	1515960	0	0	0	0	41370	0	0	0	0	1796949	579944	22033	35.22	27723861	26207901	94.53	1515960	5.47	J1074repl3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27723861	0	20-150	65	13.37743029	136.3629245	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	27924071	15685724	27924071	4188610650	6059637	3815713081	8.902655323	0.0189	0.2306	0.7505		
