Orthogroup	Bsu	Eco	Mtu	Pae	Sac	Sal	Sen
OG0000052	"BSU_01890, BSU_05800, BSU_08540, BSU_29040"	"b0396, b1528, b1657"	Rv0191	"PA2092, PA2314, PA2933, PA3303, PA3336, PA3773, PA4113, PA4355"		"XNR_RS11790, XNR_RS15550, XNR_RS20330"	"STM0257, STM0394, STM1522"
OG0000053	"BSU_21450, BSU_34280, BSU_34300, BSU_34330, BSU_35550, BSU_35680"	"b2059, b3615"	"Rv0696, Rv1518, Rv2957"	"PA0705, PA1014, PA1390, PA5000"	SACI_RS09205	"XNR_RS09275, XNR_RS19535, XNR_RS19610, XNR_RS25285"	"STM2115, STM3707"
OG0000054	"BSU_06150, BSU_06240, BSU_12330, BSU_16990"	"b1580, b1774, b2091, b3616, b4358"	"Rv1530, Rv3726"	"PA4097, PA4153"	SACI_RS02005	"XNR_RS04500, XNR_RS04815"	"STM1506, STM1542, STM3082, STM3261, STM3708"
OG0000055	"BSU_31550, BSU_35940"	"b1900, b2149, b3567, b3749, b4087, b4485"		"PA0136, PA1947"	SACI_RS10250	"XNR_RS01840, XNR_RS01945, XNR_RS02725, XNR_RS03815, XNR_RS04455, XNR_RS08335, XNR_RS16450, XNR_RS19685"	"STM2189, STM3882"
OG0000056	BSU_34180	"b0113, b2980, b3094, b3604, b4324"	"Rv0494, Rv0586"	"PA1627, PA4769, PA5356"		"XNR_RS04130, XNR_RS13115, XNR_RS24815, XNR_RS24950, XNR_RS25865"	"STM0151, STM1541, STM3084, STM3693, STM4507"
OG0000057			"Rv0405, Rv1180, Rv1181, Rv1527c, Rv1661, Rv1662, Rv1663, Rv1664, Rv2048c, Rv2381c, Rv2382c, Rv2931, Rv2932, Rv2933, Rv2934, Rv2935, Rv2940c, Rv2946c, Rv2947c, Rv3800c, Rv3825c"				
OG0000058	"BSU_04970, BSU_12990, BSU_19130, BSU_35860"	"b0227, b1655, b1708, b2175"	"Rv1477, Rv1478, Rv1566c, Rv2190c"	"PA1198, PA1199, PA3472"		"XNR_RS17975, XNR_RS27605"	"STM1343, STM1432, STM2214"
OG0000059	"BSU_08220, BSU_08690, BSU_14320, BSU_14330, BSU_34820, BSU_37230"	b0914	"Rv1272c, Rv1349"	"PA0860, PA1113, PA3228, PA4222, PA4997"	SACI_RS10265	"XNR_RS00830, XNR_RS22160, XNR_RS27915, XNR_RS28640"	STM0984
OG0000060	BSU_28500	"b0492, b2582, b3781"	"Rv1324, Rv1470, Rv1471, Rv3914"	"PA1751, PA4061, PA5240"	"SACI_RS00180, SACI_RS07085, SACI_RS08740"	"XNR_RS07010, XNR_RS14865, XNR_RS28145"	"STM0504, STM2649, STM3915"
OG0000061	BSU_28680	"b1687, b2979, b4463"	"Rv0161, Rv1257c, Rv2251, Rv3107c"	"PA0317, PA1416, PA3026, PA5355"	"SACI_RS00995, SACI_RS01460, SACI_RS05665, SACI_RS09070"	"XNR_RS08925, XNR_RS11340, XNR_RS28905"	STM1365
OG0000062		"b0038, b2371, b2374"	"Rv0855, Rv1143, Rv1866, Rv3272"	"PA0446, PA0882, PA1188, PA3592, PA3733"	"SACI_RS05180, SACI_RS08245"	"XNR_RS01105, XNR_RS01480, XNR_RS22650, XNR_RS24000, XNR_RS24740"	STM0072
OG0000063						"XNR_RS06420, XNR_RS09050, XNR_RS09600, XNR_RS09655, XNR_RS10970, XNR_RS11685, XNR_RS12085, XNR_RS12275, XNR_RS12815, XNR_RS13100, XNR_RS16025, XNR_RS16150, XNR_RS16230, XNR_RS16395, XNR_RS16600, XNR_RS16950, XNR_RS18725, XNR_RS19825, XNR_RS24245, XNR_RS27595"	
OG0000064	"BSU_07620, BSU_17090, BSU_19080, BSU_24790, BSU_40700"	b0927	"Rv0406c, Rv0634c, Rv1637c, Rv2260, Rv2581c"	"PA0832, PA2915"	"SACI_RS00585, SACI_RS08655"	"XNR_RS24320, XNR_RS26490, XNR_RS27785"	STM0997
OG0000065	"BSU_23780, BSU_40000"	"b0493, b1539"	"Rv0484c, Rv0765c, Rv2509, Rv3057c, Rv3174"	"PA3330, PA3883, PA4907"	SACI_RS06180	"XNR_RS04695, XNR_RS14255, XNR_RS17590, XNR_RS19565"	"STM0505, STM1511"
OG0000066	BSU_25610	b1430	"Rv0325, Rv0560c, Rv1377c, Rv1515c, Rv2423, Rv2675c, Rv3699"	"PA4803, PA5115"		"XNR_RS03555, XNR_RS04055, XNR_RS04270, XNR_RS13035, XNR_RS16665, XNR_RS20250, XNR_RS22110"	STM1608
OG0000067	"BSU_27870, BSU_28440"	"b0723, b2574, b4154"	"Rv0248c, Rv1552, Rv1595, Rv3318"	"PA0761, PA1583"	"SACI_RS02620, SACI_RS04690"	"XNR_RS17230, XNR_RS19485, XNR_RS28085"	"STM0734, STM2641, STM4343"
OG0000068	BSU_32480	"b2866, b2881"	Rv0373c	PA1523	"SACI_RS04815, SACI_RS04870, SACI_RS05455, SACI_RS05460, SACI_RS08325, SACI_RS08815, SACI_RS09980, SACI_RS10235, SACI_RS10865, SACI_RS10985"	"XNR_RS01805, XNR_RS03235, XNR_RS09090, XNR_RS28485"	
OG0000069		b1790	Rv3833	"PA0163, PA0791, PA0864, PA1109, PA1229, PA1235, PA1599, PA2488, PA3830, PA3927, PA4288"		"XNR_RS00670, XNR_RS02210, XNR_RS02595, XNR_RS20190, XNR_RS27430"	STM1279
OG0000070				"PA0162, PA0189, PA0240, PA0291, PA0755, PA0958, PA1025, PA2113, PA2213, PA2420, PA2505, PA2700, PA2760, PA3038, PA3588, PA4137, PA4179, PA4501, PA4898"			
OG0000071	"BSU_01530, BSU_17410, BSU_24190, BSU_27580, BSU_35620, BSU_35630, BSU_36750"	"b2435, b2817, b4169"	"Rv3717, Rv3915"	"PA4947, PA5538"		XNR_RS22635	"STM2450, STM2991, STM4358"
OG0000072	"BSU_02660, BSU_27880, BSU_32690"	"b1680, b2810"	"Rv1464, Rv3700c, Rv3778c"	"PA0813, PA2394, PA2958, PA3667"	SACI_RS00110	"XNR_RS21965, XNR_RS24475, XNR_RS24545"	"STM1373, STM2984"
OG0000073	"BSU_03370, BSU_03600, BSU_23970, BSU_27460, BSU_29360, BSU_39490"	"b0653, b1918"		"PA0313, PA1340"		"XNR_RS05370, XNR_RS07645, XNR_RS08590, XNR_RS08595, XNR_RS25155, XNR_RS25165"	"STM0663, STM1952"
OG0000074	"BSU_04210, BSU_17520, BSU_18530"	"b1427, b1584"	Rv0802c	"PA1472, PA2578, PA3248, PA5433"		"XNR_RS08235, XNR_RS10125, XNR_RS11100, XNR_RS15325, XNR_RS16010, XNR_RS24595"	"STM1502, STM1611"
OG0000075	"BSU_07490, BSU_32940, BSU_33160, BSU_33290"	"b0588, b4287"		PA4158	"SACI_RS09475, SACI_RS09665"	"XNR_RS00665, XNR_RS02230, XNR_RS02570, XNR_RS03415, XNR_RS04200, XNR_RS11590, XNR_RS15635, XNR_RS28615"	STM0590
OG0000076	"BSU_08080, BSU_14600, BSU_19360, BSU_24030"	"b0115, b0727"	"Rv2215, Rv2495c"	"PA1586, PA2249, PA3415, PA5016"	SACI_RS01505	"XNR_RS15155, XNR_RS15220, XNR_RS23280"	"STM0153, STM0737"
OG0000077	"BSU_08090, BSU_14610, BSU_24060"	"b0116, b0304, b3500"	"Rv0462, Rv2855"	"PA1587, PA2025, PA2250, PA4829"	SACI_RS08160	"XNR_RS03340, XNR_RS23285"	"STM0154, STM0564, STM3597"
OG0000078	"BSU_12900, BSU_33000, BSU_40360"	"b0161, b3234, b3235"	"Rv0125, Rv0983, Rv1223"	"PA0766, PA4446"	SACI_RS04890	"XNR_RS08210, XNR_RS14420, XNR_RS16475"	"STM0209, STM3348, STM3349"
OG0000079	"BSU_21050, BSU_22790"	"b0440, b0912, b1712, b4000"	Rv2986c	"PA1804, PA2738, PA3161, PA3940, PA5348"		"XNR_RS06215, XNR_RS09140"	"STM0451, STM0982, STM1339, STM4170"
OG0000080	"BSU_33700, BSU_33720, BSU_33800, BSU_33820"	b2128	"Rv3756c, Rv3757c"	"PA3888, PA3890"		"XNR_RS08945, XNR_RS08955, XNR_RS17055, XNR_RS17060, XNR_RS28795, XNR_RS28800"	"STM1492, STM1494, STM2162"
OG0000081	BSU_35950	"b2148, b2546, b3750, b4086, b4230, b4231, b4460"		PA1948	SACI_RS10255	"XNR_RS01940, XNR_RS02730, XNR_RS04445, XNR_RS04450, XNR_RS08325, XNR_RS08330"	"STM2188, STM3883"
OG0000082	"BSU_00730, BSU_27260, BSU_29970"	"b2414, b2421"	"Rv1077, Rv1336, Rv2334"	"PA0399, PA0932, PA2104, PA2709"	SACI_RS07045	"XNR_RS08850, XNR_RS09845"	"STM2430, STM2440"
OG0000083	"BSU_02120, BSU_07340, BSU_09460, BSU_12860, BSU_34470"	"b0486, b3370"	"Rv1999c, Rv2320c, Rv3253c"	"PA1147, PA1485"	"SACI_RS05375, SACI_RS10580"	"XNR_RS03800, XNR_RS04020, XNR_RS09780"	
OG0000084	"BSU_03160, BSU_04180, BSU_39890"	b0210	"Rv0329c, Rv0839, Rv3038c"	"PA0547, PA3119"	"SACI_RS01810, SACI_RS07875, SACI_RS08455"	"XNR_RS00225, XNR_RS02105, XNR_RS18150, XNR_RS19035"	STM0259
OG0000085	"BSU_03230, BSU_28670, BSU_31920, BSU_32420, BSU_38820"	b0162	Rv1186c	"PA1050, PA1915"		"XNR_RS00255, XNR_RS03180, XNR_RS03250, XNR_RS05795, XNR_RS06505, XNR_RS20895, XNR_RS24995"	STM0210
OG0000086	"BSU_03480, BSU_03490, BSU_03510, BSU_18300, BSU_18310, BSU_18320, BSU_18330, BSU_18340, BSU_31960"	b0586	"Rv0101, Rv2379c, Rv2380c, Rv2590"	"PA2305, PA3327"			STM0588
OG0000087	"BSU_06160, BSU_12310, BSU_17570"	"b0270, b1616, b3657, b3876, b3877, b4120"				XNR_RS04300	"STM0042, STM0149, STM3750, STM4017, STM4018, STM4065, STM4299"
OG0000088	"BSU_06230, BSU_08260, BSU_17630, BSU_33960, BSU_35830, BSU_39810"	"b2841, b2943, b4031"	Rv3331		SACI_RS09380	"XNR_RS00675, XNR_RS06095"	"STM3016, STM3091, STM4418, STM4419"
OG0000089	BSU_08380	b0591	Rv1258c	"PA2701, PA3465, PA4622"		"XNR_RS04890, XNR_RS08975, XNR_RS09075, XNR_RS11480, XNR_RS22285, XNR_RS27340, XNR_RS27365, XNR_RS28540, XNR_RS29260, XNR_RS31505"	STM0593
OG0000090	"BSU_08830, BSU_12250, BSU_30610"	b0366	"Rv0933, Rv1859"	"PA0184, PA2294, PA2308, PA2329, PA3447, PA3514, PA3937"	SACI_RS01255	"XNR_RS01170, XNR_RS03540"	STM0106
OG0000091	"BSU_09690, BSU_39250"	"b1895, b3495, b3923"		"PA1753, PA2833, PA3017, PA3309, PA4352, PA5027"	"SACI_RS04235, SACI_RS06490, SACI_RS07825"	XNR_RS05330	"STM1927, STM3591"
OG0000092	"BSU_13610, BSU_28780"	"b0061, b2800, b3583, b4198"	Rv0727c	"PA0224, PA1683, PA3430"		"XNR_RS02850, XNR_RS16425, XNR_RS24645"	"STM0101, STM2974, STM3677, STM4388"
OG0000093	BSU_13960	"b0509, b3125, b3882"	"Rv0751c, Rv0770"	"PA0743, PA1500, PA1576, PA3312, PA3569"	SACI_RS01885	"XNR_RS00730, XNR_RS03150"	"STM0519, STM3248, STM4023"
OG0000094	"BSU_18560, BSU_23070, BSU_34680"	"b2913, b3553"	"Rv0728c, Rv2996c"	"PA0316, PA2263, PA3896, PA4626"	SACI_RS06545	"XNR_RS06530, XNR_RS13160, XNR_RS22100"	"STM3062, STM3646"
OG0000095	"BSU_22740, BSU_24280"	"b0421, b3187"	"Rv0562, Rv0989c, Rv3383c, Rv3398c"	"PA4043, PA4569"	SACI_RS00430	"XNR_RS01315, XNR_RS07705, XNR_RS18100, XNR_RS28980"	"STM0423, STM3305"
OG0000096	BSU_24160	b1395	"Rv0468, Rv1715"	"PA1628, PA3590, PA5188"	"SACI_RS05150, SACI_RS05285, SACI_RS05410, SACI_RS10675, SACI_RS10725"	"XNR_RS01080, XNR_RS02235, XNR_RS07200, XNR_RS10725, XNR_RS25980"	
OG0000097	BSU_29680	"b0335, b4069"	Rv3667	"PA0887, PA3568, PA4733"	"SACI_RS00115, SACI_RS01495, SACI_RS05645, SACI_RS09970, SACI_RS10805, SACI_RS11120"	"XNR_RS13480, XNR_RS22765"	"STM0371, STM4275"
OG0000098		"b1294, b1487, b3476, b3544"		"PA4496, PA4497, PA4500, PA4502, PA5317"		"XNR_RS04255, XNR_RS05625, XNR_RS06705, XNR_RS28735, XNR_RS28845"	"STM1255, STM1692, STM3630"
OG0000099			"Rv1395, Rv3082c, Rv3736"	"PA0306, PA0831, PA1182, PA2096, PA2227, PA2556, PA2588, PA2704, PA3027, PA3094, PA3215, PA4787, PA5032, PA5324"			
OG0000100	"BSU_00270, BSU_14630"	"b0186, b0693, b2965, b4117, b4131"	Rv2531c	"PA1346, PA1818"		XNR_RS27300	"STM0234, STM0701, STM2559, STM3114, STM4296"
OG0000101	"BSU_01610, BSU_07500, BSU_08460, BSU_33170, BSU_33300"	"b1711, b4288"		"PA2914, PA4707"	SACI_RS05820	"XNR_RS03410, XNR_RS03925, XNR_RS12950, XNR_RS22845"	"STM0770, STM1340"
OG0000102	"BSU_01630, BSU_03830, BSU_07520, BSU_08440, BSU_10330, BSU_33320, BSU_39610"	b4290	"Rv0265c, Rv3044"			"XNR_RS02215, XNR_RS02590, XNR_RS04215, XNR_RS11585, XNR_RS15660, XNR_RS28600"	
OG0000103	"BSU_02130, BSU_09620, BSU_24180"	b3449	"Rv0317c, Rv3842c"	"PA2352, PA2990"	"SACI_RS01400, SACI_RS10470"	"XNR_RS00445, XNR_RS05870, XNR_RS14425, XNR_RS24285, XNR_RS26895"	STM3553
OG0000104	"BSU_04040, BSU_09830, BSU_11140, BSU_35850, BSU_39550"	"b0766, b3697"	Rv3813c	PA1089	SACI_RS00075	"XNR_RS14500, XNR_RS14540, XNR_RS18070"	"STM0784, STM3831, STM4010"
OG0000105	"BSU_01889, BSU_05330, BSU_25810, BSU_32669"	"b2667, b3501"	"Rv0827c, Rv2640c, Rv2642, Rv3744"	"PA2277, PA4354"	SACI_RS08165	"XNR_RS13020, XNR_RS15960"	STM2797
OG0000106	BSU_09540	b3018	"Rv2182c, Rv2483c, Rv3814c, Rv3815c, Rv3816c"	"PA0005, PA2537"		"XNR_RS00425, XNR_RS06200, XNR_RS23565, XNR_RS25080, XNR_RS26180, XNR_RS27655"	STM3173
OG0000107	"BSU_09850, BSU_11640"	"b0047, b0478, b3350"	Rv3236c	"PA1207, PA5518, PA5529"	"SACI_RS00565, SACI_RS01780, SACI_RS08830"	XNR_RS21395	"STM0086, STM0492, STM3457"
OG0000108	BSU_16770	"b0268, b2478, b3225, b4298"	Rv2753c	"PA0223, PA1010, PA1254, PA4188"	"SACI_RS00775, SACI_RS01090"	XNR_RS05570	"STM2489, STM3339, STM3532"
OG0000109	"BSU_17290, BSU_17300, BSU_33570, BSU_34500"	"b0543, b4148"	Rv3065	"PA0786, PA1882, PA3265, PA4990"		"XNR_RS07895, XNR_RS08785, XNR_RS12770"	"STM1653, STM4338"
OG0000110	BSU_22620	b2021	"Rv1600, Rv2231c, Rv3772"	"PA1276, PA2531, PA3165, PA4447"	"SACI_RS02200, SACI_RS07505"	"XNR_RS14570, XNR_RS23895, XNR_RS24600"	"STM0644, STM2073"
OG0000111	"BSU_28750, BSU_32600, BSU_34160, BSU_34610"	"b1310, b4034"	Rv1235		SACI_RS05550	"XNR_RS07810, XNR_RS09120, XNR_RS11920, XNR_RS19280, XNR_RS23000, XNR_RS27805, XNR_RS28110"	STM4229
OG0000112	"BSU_34960, BSU_40850"	"b0342, b0459, b2033, b2054"	Rv3034c	"PA0706, PA3853"		"XNR_RS05410, XNR_RS14670, XNR_RS25420, XNR_RS27390, XNR_RS28660"	"STM0472, STM2110"
OG0000113		b0476	"Rv0217c, Rv1399c, Rv1400c, Rv2385, Rv2970c, Rv3084"	"PA2098, PA5384"	"SACI_RS05265, SACI_RS05320"	"XNR_RS12520, XNR_RS15470, XNR_RS19015"	"STM0490, STM4032"
OG0000114		"b0530, b0719, b0943, b1504, b3043, b3142, b4314, b4315, b4318"					"STM0021, STM0026, STM0177, STM0543, STM0544, STM3029, STM3640"
OG0000115		b1661	"Rv0447c, Rv0469, Rv0470c, Rv0503c, Rv0642c, Rv0643c, Rv0644c, Rv0645c, Rv3392c, Rv3720"	PA5546		"XNR_RS09910, XNR_RS12900, XNR_RS12905"	STM1427
OG0000116	"BSU_00170, BSU_05070, BSU_26760, BSU_36490"	"b1011, b1867"		"PA1677, PA3066, PA3783, PA3953, PA5507"	"SACI_RS02590, SACI_RS10070"	XNR_RS27670	STM1902
OG0000117	"BSU_02320, BSU_05170, BSU_19050"	"b1531, b4062, b4396"		"PA0780, PA1713, PA2281, PA3220"			"STM0581, STM1519, STM1671, STM4265, STM4586"
OG0000118	BSU_06710	"b2075, b2076"		"PA1436, PA2018, PA2494, PA2526, PA2527, PA3522, PA4207, PA4375, PA4598"		XNR_RS23355	"STM2127, STM2128"
OG0000119	"BSU_10300, BSU_10770, BSU_13190, BSU_15300, BSU_17260, BSU_38090, BSU_38400"			PA3535		"XNR_RS03565, XNR_RS06900, XNR_RS08490, XNR_RS08900, XNR_RS24745, XNR_RS25900, XNR_RS29285"	
OG0000120	BSU_10390	b1301		"PA0534, PA1028, PA1565, PA1567, PA1918, PA2317, PA2776, PA3424, PA4186, PA5309"		"XNR_RS05825, XNR_RS12070"	STM3128
OG0000121	BSU_10970	"b1581, b2247, b4478"		PA2215	"SACI_RS04225, SACI_RS09505, SACI_RS10615"	XNR_RS28350	"STM1505, STM2273, STM2291, STM3697, STM3828, STM3833"
OG0000122	"BSU_14380, BSU_36300, BSU_39770"	"b3131, b3884"		"PA1490, PA3583"		"XNR_RS00130, XNR_RS00320, XNR_RS04795, XNR_RS19885"	"STM0164, STM3262, STM3523, STM4025"
OG0000123	BSU_14690		"Rv0145, Rv0146, Rv0281, Rv0725c, Rv0726c, Rv0731c, Rv0830, Rv0893c, Rv1729c, Rv1896c, Rv2751, Rv3399, Rv3767c, Rv3787c"				
OG0000124	"BSU_16140, BSU_23510"	"b2894, b3811, b4312, b4313"	"Rv1701, Rv2646, Rv2894c"	"PA3738, PA5280"	SACI_RS07110		"STM0716, STM3044, STM3949"
OG0000125	BSU_17590	"b0676, b1594"				"XNR_RS00340, XNR_RS01950, XNR_RS03825, XNR_RS04460, XNR_RS05785, XNR_RS21230, XNR_RS22025, XNR_RS26785, XNR_RS27510, XNR_RS27800"	"STM0682, STM1488"
OG0000126	"BSU_18210, BSU_23920"		"Rv0974c, Rv2247, Rv2502c, Rv3280, Rv3799c"	"PA1400, PA2014, PA2888"	SACI_RS01275	"XNR_RS06340, XNR_RS11295, XNR_RS19920, XNR_RS20845"	
OG0000127	"BSU_08899, BSU_26340, BSU_38229"			"PA0225, PA4077, PA4499, PA4987, PA5301"		"XNR_RS00230, XNR_RS01290, XNR_RS09875, XNR_RS11665, XNR_RS25840, XNR_RS28825"	STM2195
OG0000128	BSU_27170		"Rv0238, Rv1019, Rv3208"	"PA0243, PA1226, PA3678, PA3721"		"XNR_RS06515, XNR_RS08110, XNR_RS08545, XNR_RS10275, XNR_RS17740, XNR_RS23040, XNR_RS27760"	
OG0000129		"b0572, b4080"		"PA0427, PA1238, PA2391, PA2495, PA2525, PA2837, PA3521, PA3894, PA4208, PA4597, PA5158"			"STM0350, STM2172"
OG0000130		"b0854, b1123"		"PA0203, PA0295, PA0300, PA0301, PA0323, PA1410, PA2592, PA2711, PA3610"		"XNR_RS05845, XNR_RS05875"	"STM0877, STM1222"
OG0000131		"b0895, b1589, b1671, b1674, b4072"			"SACI_RS10155, SACI_RS10875"		"STM0612, STM0965, STM1385, STM1497, STM2064, STM2529, STM4279, STM4306"
OG0000132		"b1421, b1885, b1886, b3072, b4355"		"PA0176, PA1561"			"STM1626, STM1657, STM1919, STM3152, STM3216, STM3217, STM3577, STM4533"
OG0000133		"b2370, b2786"		"PA0033, PA0928, PA1611, PA2583, PA2824, PA3044, PA3462, PA3946, PA3974, PA4112, PA4856, PA4982"			STM2958
OG0000134		b4293		"PA0149, PA0472, PA0675, PA1300, PA1363, PA1912, PA2050, PA2093, PA2387, PA2426, PA2468, PA3410, PA3899, PA4896"			
OG0000135			"Rv0221, Rv0895, Rv1425, Rv1760, Rv2224d, Rv2285, Rv2484c, Rv3087, Rv3088, Rv3130c, Rv3234c, Rv3371, Rv3480c, Rv3734c, Rv3740c"				
OG0000136			Rv1931c	"PA0893, PA1850, PA3782, PA4184, PA4436, PA5380, PA5389"		"XNR_RS08610, XNR_RS08735, XNR_RS11155, XNR_RS18675, XNR_RS19755, XNR_RS20690, XNR_RS27675"	
OG0000137				"PA2399, PA2400, PA2402, PA2424"		"XNR_RS00120, XNR_RS04870, XNR_RS04880, XNR_RS15590, XNR_RS17095, XNR_RS17100, XNR_RS17105, XNR_RS17110, XNR_RS19570, XNR_RS28355, XNR_RS29205"	
OG0000138						"XNR_RS00360, XNR_RS02765, XNR_RS07215, XNR_RS10210, XNR_RS10510, XNR_RS11780, XNR_RS13215, XNR_RS14140, XNR_RS15905, XNR_RS17205, XNR_RS22410, XNR_RS22680, XNR_RS23345, XNR_RS24525, XNR_RS26120"	
OG0000139	"BSU_00100, BSU_23190, BSU_23480"	"b0632, b0839, b2010"	"Rv2911, Rv3330"	PA3999		"XNR_RS15225, XNR_RS19415"	"STM0637, STM0863, STM2062"
OG0000140	BSU_00480	"b1010, b3113, b4243"	Rv2704	"PA3123, PA3499, PA3502, PA5339, PA5392"	SACI_RS05695	"XNR_RS01735, XNR_RS20155"	STM4458
OG0000141	"BSU_00740, BSU_22680"	"b1264, b1812"	"Rv1005c, Rv1609"	"PA0609, PA1001, PA1758"	SACI_RS06820	"XNR_RS23950, XNR_RS26315"	"STM1723, STM1824"
OG0000142	"BSU_00780, BSU_00790"	"b0142, b3058"	"Rv3606c, Rv3607c"	"PA0582, PA0583, PA4728"	SACI_RS05245	"XNR_RS17030, XNR_RS17035"	"STM0183, STM3206"
OG0000143	"BSU_01730, BSU_12560, BSU_14730, BSU_23100, BSU_26840"	b2573	"Rv1221, Rv2069, Rv3223c"	PA0762		"XNR_RS07865, XNR_RS08220, XNR_RS17485"	STM2640
OG0000144	BSU_02160	b4256		"PA1885, PA4794"		"XNR_RS02520, XNR_RS09030, XNR_RS10490, XNR_RS12725, XNR_RS13995, XNR_RS19030, XNR_RS22565, XNR_RS24975, XNR_RS26195"	STM4473
OG0000145	"BSU_02560, BSU_23110, BSU_29100, BSU_40400"	b0400	"Rv0490, Rv0758, Rv1032c, Rv3764c"	"PA5361, PA5484"		XNR_RS12760	"STM0398, STM0561"
OG0000146	"BSU_03330, BSU_37320"	"b1223, b1469"	"Rv0261c, Rv0267, Rv1737c, Rv2329c"	"PA1783, PA3876, PA3877"	SACI_RS05995		"STM1576, STM1765"
OG0000147	"BSU_03410, BSU_05840, BSU_39260, BSU_40110"	"b2716, b2901, b3721"			SACI_RS08870	"XNR_RS09785, XNR_RS19265, XNR_RS20640, XNR_RS27820"	"STM3051, STM3775"
OG0000148	"BSU_04010, BSU_10490, BSU_14410, BSU_23310"	b2568	Rv2903c	"PA0768, PA1303"		"XNR_RS06000, XNR_RS06005, XNR_RS06015, XNR_RS07665, XNR_RS28965"	STM2582
OG0000149	"BSU_05370, BSU_10880"	"b1439, b4340"		"PA1654, PA2032, PA2897, PA4132, PA5283"	"SACI_RS04840, SACI_RS07190"	"XNR_RS17540, XNR_RS25990"	STM1598
OG0000150	"BSU_08600, BSU_12890, BSU_13390"	"b2254, b2351"	Rv1500	"PA3553, PA4819"	"SACI_RS04825, SACI_RS07155"	XNR_RS26875	"STM0558, STM2298, STM4205"
OG0000151	BSU_09300	"b2241, b3426"	"Rv2249c, Rv3302c"	"PA3025, PA3584"	"SACI_RS05330, SACI_RS09825"	"XNR_RS18875, XNR_RS25610, XNR_RS28910"	"STM2284, STM3526"
OG0000152	BSU_10150	"b0464, b3264"	"Rv0135c, Rv0302, Rv3160c, Rv3557c"	"PA2020, PA2885, PA3574"		"XNR_RS23665, XNR_RS25435"	"STM0477, STM3389"
OG0000153	"BSU_10550, BSU_34230, BSU_37890"	"b2253, b3791"	"Rv1519, Rv3402c"	"PA3155, PA3552"		"XNR_RS05545, XNR_RS29075"	"STM2090, STM2297, STM3925"
OG0000154	"BSU_11670, BSU_32630"	b1189	Rv0415	"PA1267, PA2195, PA4548, PA5084, PA5304, PA5416"	"SACI_RS01060, SACI_RS07890"	XNR_RS23630	STM1803
OG0000155	BSU_13570	b0219	Rv0480c	"PA2074, PA3366, PA3598, PA3797, PA4475"	SACI_RS01020	"XNR_RS06795, XNR_RS15245, XNR_RS26745"	"STM0308, STM0631"
OG0000156	"BSU_14000, BSU_22370, BSU_31400"	b0600	"Rv0858c, Rv3565"	"PA3798, PA4722, PA4976"	"SACI_RS06835, SACI_RS08810"	"XNR_RS15825, XNR_RS18340"	STM0603
OG0000157	"BSU_16330, BSU_17940, BSU_37130"	b1882	Rv1626	"PA0179, PA0409, PA1456, PA1785, PA5364"		"XNR_RS24120, XNR_RS27195, XNR_RS27875"	STM1916
OG0000158	"BSU_18240, BSU_24340"	b3256	"Rv2501c, Rv3285"	"PA0494, PA2012, PA2891, PA4848, PA5436"	SACI_RS01265	"XNR_RS19900, XNR_RS20840"	STM3380
OG0000159	BSU_18440	"b2146, b2468, b2878, b2887, b3213"	Rv3858c	"PA0440, PA5035"	SACI_RS01605	XNR_RS24040	"STM2186, STM2479, STM3331"
OG0000160	"BSU_18570, BSU_40930"	"b0894, b1587, b1588"			SACI_RS01775		"STM0611, STM0964, STM1383, STM1498, STM1499, STM2065, STM2530, STM4305"
OG0000161	BSU_21770	"b3117, b3772"	Rv1559	"PA0331, PA0851, PA1326, PA2683"	SACI_RS03395	"XNR_RS11380, XNR_RS16285, XNR_RS20005"	"STM3244, STM3905"
OG0000162	"BSU_22060, BSU_32430, BSU_32440"	"b2882, b2888, b3654"		"PA0166, PA0352, PA1507, PA2938"		"XNR_RS00510, XNR_RS03110, XNR_RS04755"	STM3747
OG0000163	"BSU_23820, BSU_24210"	b1650	Rv3359	"PA0840, PA1334, PA2716, PA2932, PA3723, PA4356"	SACI_RS11130	"XNR_RS00520, XNR_RS24555"	STM1436
OG0000164	"BSU_35520, BSU_35650, BSU_35840"		"Rv0822c, Rv3840"			"XNR_RS07315, XNR_RS09560, XNR_RS09565, XNR_RS09570, XNR_RS09575, XNR_RS09585, XNR_RS10165, XNR_RS13010, XNR_RS15365"	
OG0000165		"b0043, b1699, b2766"	"Rv0561c, Rv1138c"		"SACI_RS01425, SACI_RS01545, SACI_RS04090, SACI_RS04710"	"XNR_RS00370, XNR_RS17970, XNR_RS29315"	"STM0077, STM1352"
OG0000166		b0076		"PA0272, PA0477, PA1223, PA1399, PA2121, PA2492, PA2551, PA2834, PA3321, PA4902, PA5189"		XNR_RS06790	STM0115
OG0000167		"b0356, b2545"	"Rv0162c, Rv0761c, Rv2259, Rv3086"	PA3629	"SACI_RS10375, SACI_RS10750"	"XNR_RS20955, XNR_RS25365, XNR_RS27780, XNR_RS28890"	STM1627
OG0000168		"b1498, b3678, b3801"	"Rv0296c, Rv0663, Rv0711, Rv3077, Rv3299c"	"PA0031, PA0183, PA2333"		XNR_RS28330	"STM0035, STM3122"
OG0000169		b4292		"PA0150, PA0471, PA0676, PA1301, PA1364, PA1911, PA2051, PA2094, PA2388, PA2467, PA3409, PA3900, PA4895"			
